,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
71,Anderson Varejao,C,CLE,25,31.4,-0.45,1.95,1.50,2.01,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b,5.039999999999999
72,Devin Harris,G,UTAH,63,27.6,2.19,-0.71,1.48,4.45,6fd4c498-dfe8-4089-a51e-a251dd3c7a86,7.48
73,Danny Green,F,SA,66,23.1,0.81,0.67,1.48,3.96,bd88d7f7-4a74-408f-820c-ea299f764b71,6.99
74,Josh Harrellson,C,NY,37,14.6,-0.68,2.10,1.42,1.38,50b6c98d-5df4-46ff-9b09-abe310a8cf09,4.41
75,Pau Gasol,PF,LAL,65,37.4,0.26,1.13,1.39,5.94,d0e5dfb2-54b8-4447-9abf-8d1e4d777fe1,8.97
76,Patrick Mills,PG,SA,16,16.3,3.98,-2.59,1.39,0.69,,3.7199999999999998
77,Jrue Holiday,PG,PHI,65,33.8,-0.23,1.61,1.38,5.27,25889713-b28a-4be8-9660-3ac5ac97e716,8.299999999999999
78,DeMarcus Cousins,C,SAC,64,30.5,1.41,-0.05,1.36,5.04,3ed22173-6b91-4189-a1df-56d82e1dd0f7,8.07
79,Gerald Wallace,SF,POR/NJ,58,35.8,-0.19,1.50,1.31,5.20,32ababf8-aaa7-4c8c-a836-e3bc6c38a6b0,8.23
80,Brandon Jennings,G,MIL,66,35.3,3.53,-2.25,1.28,5.85,c8f72661-f57d-4985-bc87-3d2848a88d09,8.879999999999999
82,Jason Kidd,PG,DAL,48,28.7,0.06,1.22,1.28,3.34,4f6cd300-77de-4617-918f-8ab84d906538,6.369999999999999
83,Jason Richardson,SG,ORL,54,29.5,0.32,0.85,1.17,3.61,2ae10e27-713f-4024-85f2-8250bda16e3c,6.64
84,Kyle Korver,G,CHI,65,22.6,0.72,0.41,1.13,3.29,8803f3ad-893e-4541-ba72-7be494dbf1c4,6.32
85,Derrick Favors,F,UTAH,65,21.3,-0.61,1.74,1.13,3.20,6a608b39-e6dd-4cff-a502-09bc2acdbaa4,6.23
86,Cartier Martin,PF,WSH,17,23.0,1.00,0.13,1.13,0.90,b0ce072e-341a-4546-b719-e38ec3db91a0,3.9299999999999997
87,Tiago Splitter,C,SA,59,19.0,1.44,-0.32,1.12,2.63,70bf0040-c5fb-4c1b-80a1-af48c005abfb,5.66
88,Raymond Felton,G,POR,60,31.8,1.03,0.08,1.11,4.39,5b8b373b-0b23-48de-90d9-2d45dfc36349,7.42
89,Chris Andersen,PF,DEN,32,15.2,-0.64,1.72,1.08,1.13,1c7a2c3b-e319-4c55-9294-2550d654cf28,4.16
90,Rudy Fernandez,SG,DEN,31,22.9,1.86,-0.79,1.07,1.64,4af3f512-b49c-4c7c-9d9f-35d38604c24c,4.67
91,Thaddeus Young,PF,PHI,63,27.9,0.12,0.91,1.03,3.88,533ca18b-3cf2-4380-89bf-ea331753c585,6.91
92,Larry Sanders,PF,MIL,52,12.4,-2.33,3.35,1.02,1.43,c602180d-b2a2-44a3-9b7e-db86c0efc8d7,4.46
93,Gustavo Ayon,PF,NO,54,20.1,-1.43,2.44,1.01,2.39,c8de747f-a2f6-4e5f-91f7-ff1bd67b0705,5.42
94,Amir Johnson,F,TOR,64,24.3,-1.56,2.54,0.98,3.35,49d36efa-34b1-4527-825b-0b8f65f20697,6.38
95,James Singleton,F,WSH,12,21.8,0.26,0.71,0.97,0.57,8ea50520-e109-47d3-912d-d3ff7755fc06,3.5999999999999996
96,Kyrie Irving,PG,CLE,51,30.5,3.66,-2.70,0.96,3.46,6d2b90d8-a081-461e-bb70-05ec06577d87,6.49
97,AJ Price,PG,IND,44,12.9,0.49,0.43,0.92,1.23,,4.26
98,Kosta Koufos,C,DEN,48,16.5,-0.54,1.38,0.84,1.67,f68c2044-92de-4871-8134-a7704dda3587,4.699999999999999
99,Jodie Meeks,G,PHI,66,24.9,-0.11,0.90,0.79,3.33,92738cfa-1233-437e-9024-9956e188a027,6.359999999999999
100,Rodney Stuckey,PG,DET,55,29.9,1.47,-0.69,0.78,3.31,1091c607-4804-4e91-8c9a-c46b45971d40,6.34
101,Gilbert Arenas,PG,MEM,17,12.4,0.90,-0.12,0.78,0.44,0a21b475-e840-4031-9c72-7b32c63c3721,3.4699999999999998
102,Landry Fields,SG,NY,66,28.7,-0.54,1.30,0.77,3.98,67764f7d-86d3-43f9-8cb5-17d097eb5a13,7.01
103,Kevin Martin,SG,HOU,40,31.6,2.28,-1.52,0.76,2.63,6cb572ca-b3c7-434c-beaf-916ef8dcb3dd,5.66
104,Ian Mahinmi,C,DAL,61,18.7,-1.83,2.58,0.75,2.29,215a3e5a-d149-43c5-be05-418373d61a57,5.32
105,Klay Thompson,SG,GS,66,24.4,1.30,-0.56,0.74,3.32,8b3293db-f894-424e-98df-3fefff3c890f,6.35
106,Chase Budinger,SF,HOU,58,22.4,0.83,-0.10,0.74,2.67,34bb419e-c14d-474e-b2df-28944f5c02aa,5.699999999999999
107,Chandler Parsons,SF,HOU,63,28.6,-0.08,0.81,0.73,3.73,99be0ce5-25d7-4c30-b35d-481ab8dd9eb9,6.76
108,Andrea Bargnani,C,TOR,31,33.3,1.36,-0.63,0.73,2.05,7e4026de-4aa5-4497-9b9d-634a3a739dbc,5.08
109,Ricky Rubio,PG,MIN,41,34.2,-0.17,0.90,0.73,2.95,8c07ceb3-c755-4010-b0a5-165e214cd622,5.98
110,Serge Ibaka,F,OKC,66,27.2,-1.55,2.25,0.70,3.69,036d5db1-0417-434e-bf2e-082491506b0e,6.72
111,Tony Allen,SG,MEM,58,26.3,-1.24,1.90,0.67,3.09,917674b3-1b6e-48ed-8d3b-f9161c1ea734,6.119999999999999
112,Kenneth Faried,F,DEN,46,22.5,1.36,-0.70,0.66,2.10,f301c110-164e-436c-94f2-83773619b32c,5.13
113,Tracy McGrady,SG,ATL,52,16.1,-1.08,1.71,0.63,1.60,50fe8196-017f-4587-90e5-12e32a204930,4.63
114,Francisco Garcia,SG,SAC,49,16.3,-0.68,1.29,0.61,1.63,674940b3-b042-44df-a3f8-c5fedda9887a,4.66
115,Jerryd Bayless,G,TOR,31,22.7,2.35,-1.74,0.61,1.37,b8667997-e0e0-407a-835a-0608faa1cffb,4.4
116,Jeff Teague,PG,ATL,66,33.1,0.84,-0.23,0.61,4.22,0e88fd4c-4c79-49bd-b66a-32962978dc20,7.25
117,Al Horford,C,ATL,11,31.6,-0.29,0.90,0.61,0.67,b21d8144-e255-442a-8c3f-2737727f9f38,3.6999999999999997
118,Sundiata Gaines,PG,NJ,57,13.9,0.50,0.07,0.57,1.55,88928a53-62a7-4f13-b6a8-72970bcd3887,4.58
119,Brandan Wright,F,DAL,49,16.1,-0.12,0.68,0.56,1.52,fd057fea-703e-4484-a0bd-fb59dc2e5647,4.55
120,George Hill,PG,IND,50,25.5,1.07,-0.52,0.55,2.44,c5b9f92b-8034-4815-ae8f-041729580eed,5.47
121,Roger Mason,SG,WSH,52,13.4,1.19,-0.65,0.54,1.33,,4.359999999999999
123,Jared Dudley,SF,PHX,65,31.1,0.94,-0.40,0.53,3.93,f28ab262-881f-4675-8200-d5e15f93195e,6.96
124,Jordan Hamilton,SG,DEN,26,9.9,1.49,-0.97,0.52,0.50,ef288df3-8a40-4c44-be1f-031d48422d73,3.53
125,Ersan Ilyasova,PF,MIL,60,27.6,1.45,-0.97,0.48,3.19,fdd6fb09-e624-4108-b0b1-640155f6ce7f,6.22
126,Marcus Thornton,SG,SAC,51,34.9,2.94,-2.47,0.46,3.52,f5e41156-8252-4816-8404-cc71849f20c9,6.55
127,Jason Smith,F,NO,40,23.7,-1.45,1.91,0.46,1.70,e5c9fb58-ea76-469c-b9e9-c69a1b1cbca4,4.7299999999999995
128,Delonte West,SG,DAL,44,24.1,-0.93,1.38,0.45,1.90,53f3fc32-3d83-4c2a-b5d0-0681601e633d,4.93
129,Kawhi Leonard,SF,SA,64,24.0,0.24,0.19,0.43,2.87,bb8bd3e8-4f7b-4762-b826-6ec2afcb7028,5.9
130,Wesley Matthews,SG,POR,66,33.8,0.32,0.11,0.43,4.14,bb09e0ae-34a0-4be2-bbc8-99ecaea9fd88,7.17
131,Jameer Nelson,G,ORL,57,29.9,2.08,-1.67,0.41,3.09,1aa7fd39-b6a2-4c36-8d77-9053f050bffa,6.119999999999999
132,Monta Ellis,SG,GS/MIL,58,36.6,2.28,-1.89,0.39,4.00,093a6167-7bc2-465f-9599-18e6cf580400,7.029999999999999
133,Caron Butler,SF,LAC,63,29.7,-0.53,0.90,0.37,3.27,b9856f28-e40d-41b5-b3b9-1e191f7460b2,6.3
134,Ray Allen,SG,BOS,46,34.0,0.16,0.20,0.36,2.77,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c,5.8
135,Luc Mbah a Moute,F,MIL,43,23.5,-1.44,1.79,0.35,1.84,8daada68-1961-4c86-95b4-665a06bd28dd,4.87
136,Courtney Lee,G,HOU,58,30.3,-0.49,0.83,0.34,3.12,5367bfee-18ae-450b-944d-bc1d565d3f2d,6.15
137,Stephen Jackson,SF,MIL/SA,47,25.8,-0.32,0.61,0.29,2.15,4d7bdc64-458a-4f2e-8e0c-0c510f10a81e,5.18
138,Brook Lopez,C,NJ,5,27.2,1.47,-1.19,0.28,0.24,98b82862-6adb-4446-8471-e75ce9bd3293,3.2699999999999996
139,Antawn Jamison,PF,CLE,65,33.1,1.60,-1.33,0.27,3.74,723063d2-7943-425a-b594-87715e7cb912,6.77
140,Rudy Gay,SF,MEM,65,37.3,0.61,-0.37,0.24,4.19,16f0c304-f1dd-4a63-8977-190fa223be8a,7.220000000000001
141,DeMar DeRozan,SF,TOR,63,35.0,-0.83,1.06,0.23,3.66,141a79e7-f673-4236-8db0-52be30402aaf,6.6899999999999995
142,Brian Cardinal,PF,DAL,44,6.3,0.06,0.16,0.22,0.48,08533fc6-e4a2-4e07-8785-e3987f094b8c,3.51
143,Zaza Pachulia,C,ATL,58,28.3,-2.48,2.70,0.21,2.69,d4f03cd5-02e2-42f2-8b5b-6ae39c49917e,5.72
144,Jeremy Evans,F,UTAH,29,7.5,-0.29,0.47,0.19,0.37,ac4d91e0-915c-424a-a129-4f281348dd50,3.4
145,Jason Terry,G,DAL,63,31.7,1.64,-1.47,0.17,3.32,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb,6.35
146,DeAndre Jordan,C,LAC,66,27.2,-1.61,1.77,0.17,2.88,da9bcc22-4307-42dc-8d51-12e8fba68c7a,5.91
147,Arron Afflalo,G,DEN,62,33.6,1.07,-0.92,0.15,3.49,ec6bea36-d8d2-44de-a5ec-2744c582ed2a,6.52
148,Derrick Byars,SF,SA,2,18.5,0.49,-0.34,0.15,0.06,,3.09
149,Eric Bledsoe,SG,LAC,40,11.6,-1.03,1.17,0.14,0.74,b2828eae-b187-41af-a5a3-bd57bd65e462,3.7699999999999996
150,Mickael Pietrus,SF,BOS,42,21.9,-0.08,0.18,0.09,1.51,bcac5ca2-6370-4170-ad77-990c7a75ae23,4.54
151,OJ Mayo,SG,MEM,66,26.8,1.61,-1.53,0.08,2.93,,5.96
152,James Johnson,PF,TOR,62,25.2,-1.67,1.74,0.07,2.48,783c912e-0998-4d1f-9884-0c69ecd9cbdf,5.51
153,Isaiah Thomas,G,SAC,65,25.5,3.08,-3.02,0.06,2.79,d58940dd-f169-4591-a37a-958b80403a19,5.82
154,Maurice Williams,PG,LAC,52,28.3,1.05,-1.01,0.05,2.30,,5.33
155,Kevin Seraphin,C,WSH,57,20.6,-1.51,1.53,0.03,1.85,1a676d3b-a68d-470a-8e29-15e347fa8e63,4.88
156,Metta World Peace,SF,LAL,64,26.9,-0.81,0.83,0.02,2.63,670a19ff-960f-4b66-89c5-c438ef9dcd19,5.66
157,Julyan Stone,G,DEN,22,8.1,0.36,-0.35,0.01,0.29,9eac041b-5f20-4a7b-aea7-4af484c4b027,3.32
158,Roy Hibbert,C,IND,65,29.8,-0.09,0.09,0.00,3.04,9b8fc7fc-b2da-4fae-b6a6-8939fc478a0a,6.07
159,Henry Walker,SF,NY,32,19.4,0.10,-0.11,-0.00,0.99,06292b2d-9162-4127-852b-ad771e37622e,4.02
160,Shelvin Mack,G,WSH,64,12.2,-0.93,0.92,-0.01,1.17,8a2fcce1-db99-47f6-a0c7-f50de68f7854,4.199999999999999
161,Jarrett Jack,G,NO,45,34.0,0.99,-1.01,-0.03,2.30,39b03c06-4529-44dc-9e6f-4f23894ba9fe,5.33
162,Daequan Cook,SG,OKC,57,17.4,-0.19,0.15,-0.03,1.53,38a9e8cb-ddb5-4c15-b2c0-77f937bb270e,4.56
164,Dorell Wright,SF,GS,61,27.0,1.07,-1.11,-0.04,2.58,8d19fa58-5d7c-49eb-9712-a43a2d02db6d,5.609999999999999
165,Eduardo Najera,PF,CHA,22,12.3,-1.79,1.75,-0.04,0.42,6faa55d4-a225-48b3-8af3-85c447fc87ec,3.4499999999999997
166,Samuel Dalembert,C,HOU,65,22.2,-2.30,2.25,-0.05,2.15,6712c841-c113-4333-9925-98f952093c43,5.18
167,Thabo Sefolosha,F,OKC,42,21.8,-2.72,2.65,-0.08,1.41,5dfd6f07-1f5d-42c8-b39b-0a41aa7e8087,4.4399999999999995
168,Jon Leuer,F,MIL,46,12.1,-0.62,0.51,-0.10,0.84,f61c37a1-467b-4455-a934-01264e695f8d,3.8699999999999997
169,Mike Miller,SG,MIA,39,19.3,-0.49,0.37,-0.12,1.08,f5a9ab80-2b88-4d62-b160-e733c54e3cac,4.109999999999999
170,Rodrigue Beaubois,PG,DAL,53,21.7,0.79,-0.91,-0.12,1.71,5ef56eb5-e898-4d06-bd88-ab9773620ce9,4.74
171,Greg Monroe,C,DET,66,31.5,0.53,-0.66,-0.14,2.96,c1a1f20d-7d44-4925-9cf5-e5d8cc5c5d6f,5.99
172,Jose Calderon,G,TOR,53,33.9,1.81,-1.96,-0.15,2.55,136a7b48-24ee-423a-957f-3fcabe686994,5.58
173,Ronnie Brewer,SF,CHI,66,24.8,-1.79,1.63,-0.16,2.33,e356dfc0-eb85-446c-817e-02a411ac1c1d,5.359999999999999
174,Leandro Barbosa,G,TOR/IND,64,21.6,0.64,-0.80,-0.16,2.01,d5e4a8c9-8695-429f-84c0-c83d674b4c39,5.039999999999999
175,Shane Battier,SF,MIA,65,23.1,-1.21,1.05,-0.17,2.15,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,5.18
176,Nicolas Batum,PF,POR,59,30.4,1.21,-1.37,-0.17,2.61,b81297e1-4063-4e09-aed3-98096249002b,5.64
177,Spencer Hawes,PF,PHI,37,24.9,-0.32,0.14,-0.17,1.30,27752ea6-4e09-4361-8222-06f0e0b44ca7,4.33
178,Gerald Green,G,NJ,31,25.2,1.39,-1.63,-0.24,1.16,afe50d46-6b1e-46cb-8beb-f4032f52c25d,4.1899999999999995
179,Joakim Noah,C,CHI,64,30.4,0.14,-0.38,-0.25,2.70,d9d1c3fd-e29a-4fe7-8d6a-528127908823,5.73
180,Nick Young,G,WSH/LAC,62,27.9,0.94,-1.19,-0.26,2.42,67e5f905-ee48-474b-bc18-45f6bb8d7352,5.449999999999999
181,Brian Cook,PF,LAC/WSH,32,8.6,-0.56,0.30,-0.26,0.41,e6a5c010-7607-44bf-81f9-3c5b80e9a264,3.44
182,Iman Shumpert,G,NY,59,28.9,-0.91,0.64,-0.27,2.38,2e7e290a-bac0-4f78-91b3-9080494fbb70,5.41
183,Jonas Jerebko,F,DET,64,22.9,-0.78,0.50,-0.28,1.95,8f62e2e6-4b2e-4f4a-bf84-ffde3efa5e2f,4.9799999999999995
184,Ben Uzoh,PG,CLE/TOR,18,20.6,-2.62,2.34,-0.28,0.48,f4a652c4-7a74-4e94-ae23-991718362f75,3.51
185,Kemba Walker,PG,CHA,66,27.2,0.76,-1.05,-0.29,2.42,a127a7cd-af4b-435f-a90a-1b176e187d5b,5.449999999999999
186,Chris Wright,SF,GS,24,7.8,-0.84,0.55,-0.29,0.27,400690f3-e82b-4163-9ece-e3657e0c2e44,3.3
187,Matt Barnes,SF,LAL,63,22.9,0.54,-0.85,-0.32,1.91,7a9a28d7-3b17-419a-89f7-bb1c605c0337,4.9399999999999995
188,Al-Farouq Aminu,SF,NO,66,22.4,-3.04,2.71,-0.34,1.90,19d25609-3918-439a-ad70-056b94fb1549,4.93
189,David West,F,IND,66,29.2,-0.44,0.10,-0.34,2.58,856056f4-8b4f-40c3-bf6d-7e3f0c145406,5.609999999999999
190,Marvin Williams,F,ATL,57,26.3,-0.27,-0.07,-0.34,1.96,3e990ccd-f93c-48f8-bfed-01048b1565f2,4.99
191,Baron Davis,PG,NY,29,20.5,0.63,-0.99,-0.36,0.77,526e351a-8d16-41df-9162-83221df6ec56,3.8
192,Luke Ridnour,PG,MIN,53,33.0,0.31,-0.66,-0.36,2.33,a5863df0-fc34-44d6-b6cc-29cafb446dd6,5.359999999999999
193,Marcus Camby,C,POR/HOU,59,22.9,-2.35,1.99,-0.36,1.76,daabe87b-5399-40dc-9a97-5c08300da5a5,4.79
194,Nick Collison,F,OKC,63,20.7,-1.12,0.74,-0.38,1.70,20b890b1-5852-4e93-afd5-192bc63a17e0,4.7299999999999995
195,Brandon Bass,PF,BOS,59,31.7,-1.92,1.54,-0.38,2.39,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27,5.42
196,Corey Brewer,F,DEN,59,21.8,0.71,-1.10,-0.39,1.72,100fd516-b358-4452-97ae-b8d77d2194f3,4.75
197,Jason Thompson,PF,SAC,64,25.9,0.20,-0.60,-0.40,2.25,d41f3dc3-97fb-4ee8-b49b-0fe526a3fd52,5.279999999999999
198,Donte Greene,SF,SAC,53,14.7,0.26,-0.68,-0.42,1.06,3ba20e7c-941d-4724-b060-b60e8dfa4ade,4.09
199,Avery Bradley,PG,BOS,64,21.4,-1.88,1.44,-0.44,1.68,ee7f61e9-4194-4c16-a34c-c0b87063ebe2,4.71
