,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
41,Kosta Koufos,C,DEN,81,22.4,-0.38,2.65,2.27,5.91,f68c2044-92de-4871-8134-a7704dda3587,8.89
42,Anderson Varejao,C,CLE,25,36.0,0.52,1.73,2.25,2.92,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b,5.9
43,Reggie Williams,SF,CHA,40,9.5,2.67,-0.45,2.22,1.18,530a4573-76b3-4e23-855a-2089125f7811,4.16
44,Danilo Gallinari,PF,DEN,71,32.5,2.05,0.13,2.19,7.51,52ec22d7-31a7-468e-ab3e-c75564694586,10.49
45,Kawhi Leonard,SF,SA,58,31.2,0.13,2.04,2.16,5.77,bb8bd3e8-4f7b-4762-b826-6ec2afcb7028,8.75
46,Omri Casspi,F,CLE,43,11.7,-0.42,2.58,2.16,1.51,d01ed97d-a653-4fdc-989b-16857f353c85,4.49
47,Louis Williams,SG,ATL,39,28.7,1.68,0.44,2.12,3.42,,6.4
48,Chris Andersen,PF,MIA,42,14.9,-0.50,2.60,2.10,1.87,1c7a2c3b-e319-4c55-9294-2550d654cf28,4.85
49,CJ Miles,G,CLE,65,21.0,2.18,-0.09,2.09,4.22,142e13da-cb15-4178-8159-cf31e99e9694,7.199999999999999
50,Tyson Chandler,C,NY,66,32.8,0.49,1.56,2.05,6.50,0c588c9f-a494-458c-977d-9bb060491882,9.48
51,Kemba Walker,PG,CHA,82,34.9,2.15,-0.10,2.05,8.75,a127a7cd-af4b-435f-a90a-1b176e187d5b,11.73
52,Kyrie Irving,PG,CLE,59,34.7,3.57,-1.54,2.03,6.39,6d2b90d8-a081-461e-bb70-05ec06577d87,9.37
53,Blake Griffin,PF,LAC,80,32.5,1.46,0.45,1.91,7.66,edd4e1e6-bc07-48a0-92f1-b2de2297789a,10.64
54,Damian Lillard,PG,POR,82,38.6,2.66,-0.79,1.88,9.33,78f04da4-220a-4294-9fd6-b4243df8f5b7,12.31
55,Trevor Ariza,SF,WSH,56,26.3,-0.56,2.42,1.86,4.34,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8,7.32
56,Kyle Korver,G,ATL,74,30.5,0.87,0.97,1.84,6.64,8803f3ad-893e-4541-ba72-7be494dbf1c4,9.62
57,Thabo Sefolosha,F,OKC,81,27.5,0.01,1.78,1.79,6.61,5dfd6f07-1f5d-42c8-b39b-0a41aa7e8087,9.59
58,Jeremy Evans,F,UTAH,37,5.8,0.85,0.93,1.78,0.64,ac4d91e0-915c-424a-a129-4f281348dd50,3.62
59,Lamar Odom,PF,LAC,82,19.7,-2.35,4.13,1.78,4.61,0bf56478-de26-403e-b839-60c328fa925a,7.59
60,Kyle Lowry,PG,TOR,68,29.7,2.84,-1.09,1.75,5.84,09855ef9-5497-4128-8dc1-db0500f2491e,8.82
61,Ryan Anderson,PF,NO,81,30.9,2.68,-0.94,1.74,6.92,4c9e8daf-3859-4085-9024-b00a4aeec6c5,9.9
62,Mario Chalmers,G,MIA,77,26.9,0.59,1.14,1.73,5.86,2b64f7fc-1e1e-4f9b-ae76-4f06d31b211c,8.84
63,Nate Robinson,PG,CHI,82,25.4,2.17,-0.48,1.69,5.74,ad748b99-6c60-4e38-b6f9-6d10f2684150,8.72
64,Goran Dragic,PG,PHX,77,33.5,2.75,-1.06,1.68,7.41,dc0edf7c-2ffc-499d-887c-f5177f69cad7,10.39
65,Gordon Hayward,SF,UTAH,72,29.2,1.67,0.01,1.68,5.93,1fda1d08-adaa-424d-96df-373dfbef9128,8.91
66,Jason Kidd,PG,NY,76,26.9,-0.13,1.80,1.67,5.66,4f6cd300-77de-4617-918f-8ab84d906538,8.64
67,Jared Dudley,SF,PHX,79,27.5,1.13,0.45,1.58,6.04,f28ab262-881f-4675-8200-d5e15f93195e,9.02
68,Serge Ibaka,F,OKC,80,31.1,-0.55,2.04,1.50,6.82,036d5db1-0417-434e-bf2e-082491506b0e,9.8
69,Glen Davis,PF,ORL,34,31.3,-1.95,3.42,1.47,2.78,6539ac92-659c-4dcc-bd42-af5a6f285006,5.76
70,Chandler Parsons,SF,HOU,76,36.3,1.57,-0.10,1.47,7.71,99be0ce5-25d7-4c30-b35d-481ab8dd9eb9,10.69
71,Jamal Crawford,G,LAC,76,29.3,1.98,-0.53,1.45,5.93,70633ba1-a422-425a-9f14-b65fc0aea757,8.91
72,Jordan Hamilton,SG,DEN,40,9.9,2.01,-0.61,1.41,1.06,ef288df3-8a40-4c44-be1f-031d48422d73,4.04
73,Andray Blatche,C,BKN,82,19.0,0.04,1.37,1.41,3.95,6bebc7ba-fabc-4333-8834-fb1ffb444650,6.93
74,Isaiah Thomas,G,SAC,79,26.9,3.31,-1.91,1.40,5.74,d58940dd-f169-4591-a37a-958b80403a19,8.72
75,Joe Johnson,G,BKN,72,36.7,0.75,0.64,1.39,6.68,813f81d6-73a3-46c4-8365-6991d1dd5a84,9.66
76,Kobe Bryant,SF,LAL,78,38.6,4.43,-3.05,1.38,8.22,825ab381-2ad5-4685-98b9-93b318bd37da,11.200000000000001
77,Jrue Holiday,PG,PHI,78,37.5,1.14,0.23,1.37,7.63,25889713-b28a-4be8-9660-3ac5ac97e716,10.61
78,Andrei Kirilenko,SF,MIN,64,31.8,0.20,1.15,1.35,5.29,a1f17fb0-a5bc-471c-a65a-1e2efae6a8a0,8.27
79,LaMarcus Aldridge,C,POR,74,37.7,-0.21,1.55,1.34,7.23,8e44a15c-b4d5-4dfe-bdf7-b86931475b32,10.21
80,Paul Millsap,PF,UTAH,78,30.4,0.22,1.11,1.34,6.00,16209d46-a478-4126-8230-fb91cea66f19,8.98
82,Marcus Thornton,SG,SAC,72,24.0,2.28,-1.00,1.28,4.45,f5e41156-8252-4816-8404-cc71849f20c9,7.43
83,John Wall,PG,WSH,49,32.7,2.67,-1.40,1.27,4.21,068c66d2-3a05-48a8-93f3-b45e53b5f410,7.1899999999999995
84,Kenyon Martin,PF,NY,18,23.9,-1.57,2.81,1.25,1.01,ce9c2320-705d-4df5-9f4f-dd335fdd24fa,3.99
85,Chase Budinger,SF,MIN,23,22.1,0.69,0.53,1.22,1.26,34bb419e-c14d-474e-b2df-28944f5c02aa,4.24
86,David West,F,IND,73,33.4,-0.06,1.25,1.20,6.01,856056f4-8b4f-40c3-bf6d-7e3f0c145406,8.99
87,Al Horford,C,ATL,74,37.2,-0.19,1.37,1.18,6.81,b21d8144-e255-442a-8c3f-2737727f9f38,9.79
88,Deron Williams,PG,BKN,78,36.4,3.94,-2.79,1.14,6.85,57b01acc-6f51-43b8-8059-7117e6d0066f,9.83
89,Derrick Favors,F,UTAH,77,23.2,-1.43,2.55,1.12,4.24,6a608b39-e6dd-4cff-a502-09bc2acdbaa4,7.220000000000001
90,Chris Johnson,SG,MEM,8,12.8,1.15,-0.06,1.09,0.24,aa90d0f5-8912-4607-ac44-d54c33908951,3.2199999999999998
91,Quincy Acy,F,TOR,29,11.8,-1.04,2.12,1.08,0.79,c20b4205-9a25-4dc9-9dd1-bf4aff7f9965,3.77
92,Thaddeus Young,PF,PHI,76,34.6,-0.13,1.20,1.07,6.31,533ca18b-3cf2-4380-89bf-ea331753c585,9.29
93,Jimmy Butler,SF,CHI,82,26.0,-0.89,1.95,1.06,4.99,5cbc01e2-a4cf-428d-9696-0be12d360f30,7.970000000000001
94,Kenneth Faried,F,DEN,80,28.1,0.27,0.75,1.02,5.44,f301c110-164e-436c-94f2-83773619b32c,8.42
95,Ed Davis,C,TOR/MEM,81,20.1,-1.10,2.11,1.01,3.71,bf153be4-58db-44ae-8c5f-8dab021119c7,6.6899999999999995
96,Jason Richardson,SG,PHI,33,28.4,0.35,0.63,0.98,2.17,2ae10e27-713f-4024-85f2-8250bda16e3c,5.15
97,Omer Asik,C,HOU,82,30.0,-0.64,1.57,0.93,5.93,a0373df2-5408-42b7-b174-279f95fe56ae,8.91
98,Eric Bledsoe,SG,LAC,76,20.4,-0.50,1.42,0.92,3.59,b2828eae-b187-41af-a5a3-bd57bd65e462,6.57
99,Jose Calderon,G,TOR/DET,73,29.6,2.02,-1.11,0.91,4.84,136a7b48-24ee-423a-957f-3fcabe686994,7.82
100,Nikola Pekovic,C,MIN,62,31.6,-0.01,0.86,0.85,4.40,a5b1c63c-0a8f-4a14-8e98-bf5e54446e49,7.380000000000001
101,Chauncey Billups,PG,LAC,22,19.0,2.43,-1.59,0.84,0.92,7a09dda4-5980-4115-b1c8-bde37d6b4d12,3.9
102,Taj Gibson,F,CHI,65,22.4,-1.65,2.50,0.84,3.22,1909dc5a-5696-44cc-a4c7-920b33739e98,6.2
103,Jonas Jerebko,F,DET,49,18.2,0.49,0.35,0.84,1.98,8f62e2e6-4b2e-4f4a-bf84-ffde3efa5e2f,4.96
104,James Anderson,SG,SA/HOU,39,10.3,1.29,-0.47,0.83,0.94,b6ab2047-c697-44d5-a34c-9da9f204c0f8,3.92
105,Jermaine O'Neal,C,PHX,55,18.7,-2.09,2.89,0.80,2.26,45cea8b4-0319-4aac-9f62-1dc0f13900e9,5.24
106,Dorell Wright,SF,PHI,79,22.6,1.25,-0.46,0.79,3.92,8d19fa58-5d7c-49eb-9712-a43a2d02db6d,6.9
107,Robin Lopez,C,NO,82,26.0,-1.00,1.79,0.79,4.57,786e0a8c-81bc-4ac8-aff3-9bf4ba92e3c0,7.550000000000001
108,Jared Sullinger,C,BOS,45,19.8,-1.75,2.51,0.76,1.90,ad79cac6-2219-4513-8dd9-4f5e7f50b74f,4.88
109,Brandan Wright,F,DAL,64,18.0,0.84,-0.12,0.72,2.60,fd057fea-703e-4484-a0bd-fb59dc2e5647,5.58
110,Chris Copeland,SF,NY,56,15.4,1.90,-1.19,0.71,1.80,4d5b7499-ce34-4608-8c57-4c3b9e4e6f7f,4.78
111,Al Harrington,PF,ORL,10,11.9,1.73,-1.06,0.67,0.25,ddd70de7-d158-43e7-aa49-51a673af197f,3.23
112,Ersan Ilyasova,PF,MIL,73,27.6,1.50,-0.83,0.67,4.52,fdd6fb09-e624-4108-b0b1-640155f6ce7f,7.5
113,Monta Ellis,SG,MIL,82,37.5,2.57,-1.93,0.64,6.86,093a6167-7bc2-465f-9599-18e6cf580400,9.84
114,Jason Terry,G,BOS,79,26.9,0.20,0.41,0.61,4.43,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb,7.41
115,Sebastian Telfair,PG,PHX/TOR,59,16.6,-0.05,0.64,0.59,2.05,63c1feeb-641a-40fa-8e16-1da091842336,5.029999999999999
116,Hasheem Thabeet,C,OKC,66,11.7,-2.30,2.88,0.58,1.62,36f73076-f330-4a96-acdc-79e313471005,4.6
117,Ivan Johnson,PF,ATL,69,15.0,-0.92,1.45,0.53,2.13,3d01b890-6e16-446f-916a-f248f8fc8359,5.109999999999999
118,Chris Bosh,PF,MIA,74,33.2,0.38,0.15,0.53,4.95,ce7ae779-d64a-4736-86b2-4184fd5871fb,7.93
119,Mirza Teletovic,PF,BKN,53,9.4,0.54,-0.03,0.51,1.00,9bbbeb68-3673-4c80-9051-0ed30a85583e,3.98
120,Evan Fournier,SG,DEN,38,11.3,1.54,-1.04,0.50,0.90,bf58dd5d-8f02-417e-a98c-d953133f56e2,3.88
121,Wilson Chandler,F,DEN,43,25.1,1.19,-0.70,0.49,2.29,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe,5.27
123,Jeff Green,PF,BOS,81,27.8,-0.44,0.93,0.49,4.52,7b8c3764-3a93-4a68-8e2f-2c6da5cce083,7.5
124,Luke Babbitt,F,POR,62,11.8,0.41,0.08,0.49,1.53,4a674003-3498-4f64-8ab9-c1754c1289e8,4.51
125,Tobias Harris,PF,MIL/ORL,55,23.6,0.42,0.06,0.48,2.66,a06d7a3e-4ba3-4143-b379-1016a70135ca,5.640000000000001
126,Wayne Ellington,SG,MEM/CLE,78,21.3,-0.23,0.70,0.46,3.25,6f7f81f9-6dea-4e90-a93d-f92089f0b816,6.23
127,Patrick Mills,PG,SA,58,11.3,2.35,-1.89,0.46,1.38,,4.359999999999999
128,Corey Brewer,F,DEN,82,24.4,2.03,-1.59,0.44,4.16,100fd516-b358-4452-97ae-b8d77d2194f3,7.140000000000001
129,Jarrett Jack,G,GS,79,29.7,1.49,-1.08,0.41,4.87,39b03c06-4529-44dc-9e6f-4f23894ba9fe,7.85
130,Charlie Villanueva,PF,DET,69,15.8,1.82,-1.41,0.41,2.18,8e2a375f-b679-4adb-b559-9169ed23ded5,5.16
131,Toney Douglas,PG,HOU/SAC,71,18.2,1.65,-1.27,0.38,2.65,22704e9f-9824-4f2a-aaa0-218ebc28e1cc,5.63
132,Greg Monroe,C,DET,81,33.2,-0.31,0.68,0.37,5.12,c1a1f20d-7d44-4925-9cf5-e5d8cc5c5d6f,8.1
133,Lance Stephenson,G,IND,78,29.2,-0.30,0.65,0.35,4.32,e88e547e-0c96-4ec2-9ea8-6ef7eee3d6c3,7.300000000000001
134,Nick Young,G,PHI,59,23.9,0.20,0.15,0.35,2.70,67e5f905-ee48-474b-bc18-45f6bb8d7352,5.68
135,Mike Dunleavy,SG,MIL,75,25.9,1.05,-0.73,0.32,3.89,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,6.87
136,Caron Butler,SF,LAC,78,24.1,0.08,0.23,0.31,3.51,b9856f28-e40d-41b5-b3b9-1e191f7460b2,6.49
137,Roy Hibbert,C,IND,79,28.7,-1.92,2.21,0.29,4.16,9b8fc7fc-b2da-4fae-b6a6-8939fc478a0a,7.140000000000001
138,Wesley Matthews,SG,POR,69,34.8,1.45,-1.17,0.28,4.53,bb09e0ae-34a0-4be2-bbc8-99ecaea9fd88,7.51
139,Tyreke Evans,G,SAC,65,31.0,0.85,-0.57,0.28,3.85,defd7777-7c04-4db1-a54b-f91dc61d1c6b,6.83
140,Rudy Gay,SF,MEM/TOR,75,35.8,-0.32,0.59,0.27,4.93,16f0c304-f1dd-4a63-8977-190fa223be8a,7.91
141,Enes Freedom,C,UTAH,70,15.4,-0.42,0.69,0.27,2.02,,5.0
142,Raymond Felton,G,NY,68,34.0,0.93,-0.65,0.27,4.25,5b8b373b-0b23-48de-90d9-2d45dfc36349,7.23
143,Richard Jefferson,F,GS,56,10.1,-0.71,0.96,0.25,1.07,ae0878bd-1bac-4208-9e7f-77d7fd358a1f,4.05
144,Zach Randolph,F,MEM,76,34.3,-1.44,1.69,0.25,4.64,a213f52e-0ad3-4d46-8911-ad35c7438b82,7.619999999999999
145,JaVale McGee,C,DEN,79,18.1,0.24,0.00,0.24,2.77,6220b234-7941-44ed-84f1-9c2d44fd7fb9,5.75
146,DeAndre Jordan,C,LAC,82,24.5,0.29,-0.06,0.23,3.66,da9bcc22-4307-42dc-8d51-12e8fba68c7a,6.640000000000001
147,Ricky Rubio,PG,MIN,57,29.7,0.02,0.21,0.23,3.17,8c07ceb3-c755-4010-b0a5-165e214cd622,6.15
148,CJ Watson,PG,BKN,80,19.0,-0.59,0.78,0.19,2.68,,5.66
149,AJ Price,PG,WSH,57,22.4,0.65,-0.46,0.18,2.27,,5.25
150,Mike Miller,SG,MIA,59,15.3,0.88,-0.72,0.16,1.58,f5a9ab80-2b88-4d62-b160-e733c54e3cac,4.5600000000000005
151,Randy Foye,SG,UTAH,82,27.4,-0.33,0.49,0.16,3.94,e8a88ef7-eb7f-427d-ac03-626213b3dac4,6.92
152,JJ Redick,SG,ORL/MIL,78,30.5,3.33,-3.17,0.16,4.43,ecfa5a5a-254d-42bd-9b29-2ee0ed1513e7,7.41
153,David Lee,PF,GS,79,36.8,0.93,-0.78,0.15,5.41,9a0b78fa-a6ca-4efb-adf6-722750145382,8.39
154,Jose Juan Barea,G,MIN,74,23.1,1.83,-1.69,0.15,3.10,,6.08
155,Spencer Hawes,PF,PHI,82,27.2,-0.75,0.90,0.15,3.95,27752ea6-4e09-4361-8222-06f0e0b44ca7,6.93
156,Nick Collison,F,OKC,81,19.5,-0.31,0.46,0.15,2.92,20b890b1-5852-4e93-afd5-192bc63a17e0,5.9
157,Greg Smith,PF,HOU,70,15.9,0.56,-0.42,0.14,2.05,800980fa-03d5-4cfb-b2e3-96da34d880f5,5.029999999999999
158,Kevin Martin,SG,OKC,77,27.7,1.81,-1.67,0.14,3.96,6cb572ca-b3c7-434c-beaf-916ef8dcb3dd,6.9399999999999995
159,Anthony Davis,PF,NO,64,28.8,-0.56,0.70,0.14,3.24,9ea8ac65-27b8-4853-a067-93d8f0356f5c,6.220000000000001
160,Vladimir Radmanovic,SF,CHI,25,5.8,-0.39,0.50,0.11,0.24,f0e0977f-fc19-4bc5-9fe0-5e3df9e95f94,3.2199999999999998
161,Klay Thompson,SG,GS,82,35.8,1.02,-0.92,0.10,5.37,8b3293db-f894-424e-98df-3fefff3c890f,8.35
162,John Salmons,SF,SAC,76,30.0,-0.48,0.57,0.09,4.02,0ba9bc6c-dbf9-406e-85a9-53e621eae742,7.0
164,Jeff Teague,PG,ATL,80,32.9,1.61,-1.53,0.08,4.63,0e88fd4c-4c79-49bd-b66a-32962978dc20,7.609999999999999
165,Shavlik Randolph,PF,BOS,16,12.4,-0.20,0.27,0.07,0.34,9cb61d7b-89ca-4b94-a577-905a2aa6d8d8,3.32
166,Chris Johnson,C,MIN,30,9.5,0.16,-0.10,0.06,0.48,aa90d0f5-8912-4607-ac44-d54c33908951,3.46
167,Antawn Jamison,PF,LAL,76,21.5,1.38,-1.33,0.05,2.85,723063d2-7943-425a-b594-87715e7cb912,5.83
168,Ty Lawson,G,DEN,73,34.4,3.24,-3.20,0.04,4.50,edadd7b6-3363-471e-abe5-cde829856b76,7.48
169,John Henson,F,MIL,63,13.1,-0.13,0.16,0.03,1.47,a5991bb6-bb12-427a-ad4a-945687a69cad,4.45
170,Brian Roberts,PG,NO,78,17.0,0.40,-0.36,0.03,2.17,0d1050cd-9a36-404c-82c3-420a78045217,5.15
171,Donatas Motiejunas,PF,HOU,44,12.2,2.02,-2.01,0.00,0.94,95c2321f-6969-4822-ac1e-39546c6f7475,3.92
172,Tyler Hansbrough,PF,IND,81,16.9,-1.91,1.89,-0.02,2.19,09828354-2336-48b8-a632-8bf891483d75,5.17
173,Josh Smith,PF,ATL,76,35.3,0.79,-0.81,-0.02,4.56,fa1a28ac-dac6-40b8-a668-884aeaa2e85c,7.539999999999999
174,John Lucas,PG,TOR,63,13.1,0.34,-0.41,-0.07,1.30,,4.28
175,Danny Green,F,SA,80,27.5,0.81,-0.91,-0.10,3.64,bd88d7f7-4a74-408f-820c-ea299f764b71,6.62
176,Andre Miller,PG,DEN,82,26.2,1.01,-1.13,-0.12,3.57,8d3f8f93-4d10-4a38-ac11-5f2a1c7b6fdf,6.55
177,Chris Wilcox,PF,BOS,61,13.6,0.13,-0.28,-0.14,1.33,7dd483f5-ce8e-4848-8134-c033d39d2fce,4.3100000000000005
178,Kent Bazemore,SF,GS,61,4.4,-0.07,-0.08,-0.14,0.44,a477bf1f-f40f-4ffd-9878-5e9a0be452b8,3.42
179,Vyacheslav Kravtsov,C,DET,25,9.0,1.11,-1.26,-0.15,0.37,,3.35
180,Jeremy Lin,G,HOU,82,32.2,1.49,-1.65,-0.16,4.38,79b105ba-a3b4-4528-854e-c8f64a268979,7.359999999999999
181,Cartier Martin,PF,WSH,41,16.9,-0.97,0.78,-0.19,1.09,b0ce072e-341a-4546-b719-e38ec3db91a0,4.07
182,Mickael Gelabale,SF,MIN,36,17.9,0.06,-0.26,-0.20,0.96,19ae7786-229a-49b2-b59f-173d073a3cdc,3.94
183,Terrence Jones,PF,HOU,19,14.5,-0.06,-0.16,-0.21,0.46,84ce71f5-641d-4902-be34-5271902887ad,3.44
184,Chuck Hayes,PF,SAC,74,16.3,-2.59,2.37,-0.22,1.87,badd0170-6da9-40ab-b90d-30b8c1401f73,4.85
185,Rodrigue Beaubois,PG,DAL,45,12.2,0.34,-0.56,-0.23,0.87,5ef56eb5-e898-4d06-bd88-ab9773620ce9,3.85
186,Brandon Knight,PG,DET,75,31.5,0.11,-0.40,-0.29,3.48,1432ccfc-da69-4e42-b424-58ba13f05c1e,6.46
187,Luke Walton,SF,CLE,50,17.1,-0.65,0.35,-0.30,1.27,c3348785-801a-4efc-954a-067728d86785,4.25
188,Eric Gordon,SG,NO,42,30.1,1.72,-2.04,-0.32,1.87,fee0cbdd-724d-46c7-9f77-ba9c21057ad0,4.85
189,Dion Waiters,G,CLE,61,28.8,1.19,-1.54,-0.34,2.55,ba757744-1cd1-40ec-91bb-a76d0795f57c,5.529999999999999
190,Jannero Pargo,PG,WSH/ATL/CHA,32,15.8,0.98,-1.33,-0.35,0.73,f8c6044c-b9ef-4228-8dd0-cf51fe581d3b,3.71
191,Nicolas Batum,PF,POR,73,38.5,1.17,-1.51,-0.35,4.12,b81297e1-4063-4e09-aed3-98096249002b,7.1
192,Beno Udrih,PG,MIL/ORL,66,22.1,0.71,-1.09,-0.38,2.13,0ddf56dc-9907-47ff-ab13-22e7c0ae2332,5.109999999999999
193,Shane Battier,SF,MIA,72,24.8,-1.92,1.54,-0.39,2.53,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,5.51
194,Luol Deng,F,CHI,75,38.7,-0.31,-0.08,-0.39,4.11,8fc3eccc-a295-4ff3-84aa-59e2f2695930,7.09
195,Travis Outlaw,SF,SAC,38,11.7,0.32,-0.73,-0.41,0.64,5872106e-ad64-4fb8-bdfa-fecde6ebeacb,3.62
196,Alexey Shved,PG,MIN,77,23.9,0.51,-0.92,-0.42,2.61,7ae5f2e9-23d2-4c99-9242-598bc71cb54d,5.59
197,Jamaal Tinsley,PG,UTAH,66,18.5,-0.95,0.51,-0.44,1.63,6e4c78a8-7714-41f3-b79b-a622e5968c80,4.609999999999999
198,Jordan Crawford,G,WSH/BOS,70,24.4,0.75,-1.22,-0.47,2.38,d1b01f60-b239-49ea-bbe2-9561a63fd00b,5.359999999999999
199,Carl Landry,PF,GS,81,23.2,0.30,-0.78,-0.48,2.68,a0775fb8-6ab9-492c-8641-6fac0dab6953,5.66
200,Jordan Hill,C,LAL,29,15.8,-0.13,-0.35,-0.48,0.63,69a2bc54-953c-431f-a34e-23b084bf57b4,3.61
