,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
132,Ronnie Price,PG,UTAH,60,13.4,-1.00,1.22,0.21,1.70,66089446-928e-47cc-b864-8886057a1f22,6.4
133,Oleksiy Pecherov,C,MIN,44,10.2,-0.56,0.76,0.20,0.97,d6e821c8-e86d-4d34-970f-51cbd2854b39,5.67
134,Tayshaun Prince,SF,DET,49,34.0,-0.50,0.70,0.20,3.24,8abee38c-37f1-4c44-929d-2fb0d72d529e,7.94
135,Tyler Hansbrough,PF,IND,29,17.6,0.15,0.02,0.17,1.10,09828354-2336-48b8-a632-8bf891483d75,5.800000000000001
136,Shane Battier,SF,HOU,67,32.4,-1.83,2.00,0.17,4.37,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,9.07
137,Troy Murphy,PF,IND,72,32.6,1.22,-1.05,0.17,4.95,3575540b-5937-4610-a0ed-fb7375244706,9.65
138,Michael Redd,SG,MIL,18,27.3,-0.08,0.21,0.13,1.00,944701e5-4c7b-47c5-a3a2-bb640007372c,5.7
139,Kendrick Perkins,C,BOS,78,27.6,-1.57,1.68,0.11,4.25,e83ab462-df4f-45fd-a36c-24aca460ffc3,8.95
140,Samuel Dalembert,C,PHI,82,25.9,-2.54,2.64,0.10,4.09,6712c841-c113-4333-9925-98f952093c43,8.79
141,Erick Dampier,C,DAL,55,23.3,-1.77,1.85,0.08,2.48,c31ab4d8-7d51-4157-a534-1648d05c4c27,7.18
142,Goran Dragic,PG,PHX,80,18.0,1.64,-1.57,0.07,2.85,dc0edf7c-2ffc-499d-887c-f5177f69cad7,7.550000000000001
143,Rashard Lewis,PF,ORL,72,32.9,0.05,-0.01,0.04,4.62,73d9d740-ca6f-4303-88bd-ec4c0c081054,9.32
144,Omri Casspi,F,SAC,77,25.1,-0.16,0.19,0.03,3.83,d01ed97d-a653-4fdc-989b-16857f353c85,8.530000000000001
145,Kyrylo Fesenko,C,UTAH,49,8.3,-1.32,1.36,0.03,0.80,ee3a0e70-14d0-40cf-a26a-94ef6afbdb77,5.5
146,Ryan Gomes,SF,MIN,76,29.1,-0.83,0.81,-0.02,4.36,a56242c0-748d-49ac-921a-845f349ece5b,9.06
147,Nazr Mohammed,C,CHA,58,17.0,-0.14,0.11,-0.03,1.81,5c191673-db6b-429f-9b10-cb19cd73aee1,6.51
148,Boris Diaw,C,CHA,82,35.4,-0.86,0.83,-0.03,5.45,09bab5e3-f790-4001-aa34-0e4eb79d2c47,10.15
149,Mike Dunleavy,SG,IND,67,22.2,1.07,-1.11,-0.04,2.96,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,7.66
150,Aaron Gray,C,CHI/NO,32,9.7,-0.78,0.74,-0.04,0.57,6d554f57-8e03-4e7b-a138-cf716c3f7e46,5.2700000000000005
151,Al Harrington,PF,NY,72,30.5,2.19,-2.24,-0.05,4.23,ddd70de7-d158-43e7-aa49-51a673af197f,8.93
152,Sasha Vujacic,SG,LAL,67,8.6,0.17,-0.22,-0.05,1.08,e6ed3325-5866-42de-8c67-0905e061dfea,5.78
153,Henry Walker,SF,BOS/NY,35,21.9,1.80,-1.87,-0.06,1.50,06292b2d-9162-4127-852b-ad771e37622e,6.2
154,Danny Green,F,CLE,20,5.8,0.30,-0.36,-0.06,0.21,bd88d7f7-4a74-408f-820c-ea299f764b71,4.91
155,Devean George,SF,GS,45,16.9,0.40,-0.49,-0.09,1.56,ee393253-12db-4147-ad4f-251b80f81a1e,6.26
156,Emeka Okafor,C,NO,82,28.9,-1.53,1.44,-0.09,4.36,c5d5c0d2-51be-4f69-b9bf-8955dd93520e,9.06
157,Ben Gordon,SG,DET,62,27.9,0.92,-1.07,-0.15,3.05,5179f6f2-6905-433a-9623-ba855f91c1f4,7.75
158,Anthony Morrow,SG,GS,69,29.2,1.17,-1.32,-0.15,3.97,b3b740da-3e61-4ed2-b41d-5dcade3f2f26,8.67
159,Louis Williams,SG,PHI,64,29.9,2.45,-2.60,-0.15,3.47,,8.17
160,Al Jefferson,C,MIN,76,32.4,0.12,-0.28,-0.16,4.58,0efc7b08-70c4-4468-912a-6345b7971a14,9.280000000000001
161,Marco Belinelli,G,TOR,66,17.0,0.38,-0.55,-0.17,2.06,9cb10600-9d1c-4cf6-8117-0b4677aeb30c,6.76
162,Tim Thomas,PF,DAL,18,15.8,1.37,-1.54,-0.17,0.49,b5a9cb99-e6f7-44ce-9471-fa6afd69ad85,5.19
164,Shelden Williams,C,BOS,54,11.1,-1.46,1.29,-0.18,1.04,318f0fff-d07d-4717-a60a-16ac6b0fa8f9,5.74
165,Mickael Pietrus,SF,ORL,75,22.5,-0.66,0.43,-0.23,2.92,bcac5ca2-6370-4170-ad77-990c7a75ae23,7.62
166,DeJuan Blair,C,SA,82,18.2,-0.08,-0.15,-0.23,2.66,d4d70650-9092-4d52-9815-1080e6798484,7.36
167,Hasheem Thabeet,C,MEM,68,13.0,-1.87,1.63,-0.24,1.60,36f73076-f330-4a96-acdc-79e313471005,6.300000000000001
168,Jared Jeffries,PF,NY/HOU,70,25.6,-2.48,2.23,-0.25,3.13,d463a9b1-da47-4ffb-90d5-ecf25f75b3be,7.83
169,Carlos Delfino,SG,MIL,75,30.4,-0.44,0.17,-0.26,3.92,e055c055-2596-4d0c-91e5-6ed6d0feb9fa,8.620000000000001
170,Tony Parker,G,SA,56,30.9,0.96,-1.23,-0.27,2.98,e7f7d281-52b9-4155-9b66-378c964837f5,7.68
171,Rudy Gay,SF,MEM,80,39.7,0.58,-0.86,-0.28,5.64,16f0c304-f1dd-4a63-8977-190fa223be8a,10.34
172,Richard Hamilton,SG,DET,46,33.7,0.83,-1.12,-0.28,2.60,972e9473-2c64-43bd-b2a7-94dd8236c4f3,7.300000000000001
173,Josh McRoberts,PF,IND,42,12.5,0.52,-0.82,-0.30,0.97,54e40cf3-2cae-441e-8cbe-b605cb41e60c,5.67
174,Joakim Noah,C,CHI,64,30.1,-1.28,0.98,-0.31,3.28,d9d1c3fd-e29a-4fe7-8d6a-528127908823,7.98
175,Antonio McDyess,PF,SA,77,21.0,-2.80,2.49,-0.31,2.70,7e12e271-e4f2-4ba2-ba1a-ed12410db263,7.4
176,Steve Novak,SF,LAC,54,6.7,0.16,-0.48,-0.33,0.62,ace71ae3-82ac-4d47-b8ce-3933ed02b828,5.32
177,Willie Green,SG,PHI,73,21.3,-0.21,-0.12,-0.33,2.58,07ded5a4-da02-4600-a528-c594060d323f,7.28
178,Jon Brockman,PF,SAC,52,12.6,-1.11,0.77,-0.34,1.10,58af1384-7e52-4cf8-8d63-aa6611fe2e3d,5.800000000000001
179,JJ Redick,SG,ORL,82,22.0,1.35,-1.71,-0.36,3.08,ecfa5a5a-254d-42bd-9b29-2ee0ed1513e7,7.78
180,Eric Maynor,PG,UTAH/OKC,81,15.7,-0.85,0.48,-0.37,2.11,0558d373-3b66-4c60-bf36-b9b5976e04e4,6.8100000000000005
181,Mario Chalmers,G,MIA,73,24.8,-1.21,0.83,-0.38,2.91,2b64f7fc-1e1e-4f9b-ae76-4f06d31b211c,7.61
182,Eduardo Najera,PF,NJ/DAL,46,14.9,-1.85,1.46,-0.40,1.12,6faa55d4-a225-48b3-8af3-85c447fc87ec,5.82
183,Taj Gibson,F,CHI,82,26.9,-2.09,1.69,-0.40,3.60,1909dc5a-5696-44cc-a4c7-920b33739e98,8.3
184,Brad Miller,C,CHI,82,23.8,-0.29,-0.13,-0.42,3.24,b90d3227-f99e-448a-9831-ab5b3c1ec0e5,7.94
185,Maurice Evans,SG,ATL,79,16.7,0.28,-0.70,-0.43,2.14,8f4d3005-dfdb-4b89-adad-45606cd618dd,6.84
186,Travis Outlaw,SF,POR/LAC,34,21.5,-0.65,0.23,-0.43,1.19,5872106e-ad64-4fb8-bdfa-fecde6ebeacb,5.890000000000001
187,Nick Young,G,WSH,74,19.2,-0.50,0.04,-0.46,2.27,67e5f905-ee48-474b-bc18-45f6bb8d7352,6.970000000000001
188,Reggie Evans,C,TOR,28,11.1,-1.94,1.45,-0.49,0.50,cda072e5-f641-455a-b94b-634016d003a6,5.2
189,Jannero Pargo,PG,CHI,63,13.2,-0.32,-0.17,-0.49,1.32,f8c6044c-b9ef-4228-8dd0-cf51fe581d3b,6.0200000000000005
190,Jeff Green,PF,OKC,82,37.1,-0.58,0.08,-0.51,4.80,7b8c3764-3a93-4a68-8e2f-2c6da5cce083,9.5
191,Jason Williams,PG,ORL,82,20.8,0.82,-1.36,-0.54,2.64,07f1b897-9583-4190-8226-15ebce621d1a,7.34
192,Chuck Hayes,PF,HOU,82,21.6,-2.80,2.25,-0.56,2.73,badd0170-6da9-40ab-b90d-30b8c1401f73,7.43
193,Jason Thompson,PF,SAC,75,31.4,-1.09,0.53,-0.56,3.64,d41f3dc3-97fb-4ee8-b49b-0fe526a3fd52,8.34
194,Tony Allen,SG,BOS,54,16.5,-1.57,1.00,-0.57,1.37,917674b3-1b6e-48ed-8d3b-f9161c1ea734,6.07
195,Shannon Brown,PG,LAL,82,20.7,-1.18,0.59,-0.58,2.58,522f50e0-a99e-424a-b7bb-4a10a98e5c56,7.28
196,Marvin Williams,F,ATL,81,30.5,-2.02,1.43,-0.59,3.61,3e990ccd-f93c-48f8-bfed-01048b1565f2,8.31
197,Daequan Cook,SG,MIA,45,15.4,-2.24,1.64,-0.60,1.01,38a9e8cb-ddb5-4c15-b2c0-77f937bb270e,5.71
198,Hidayet Turkoglu,SF,TOR,74,30.7,0.19,-0.80,-0.61,3.42,,8.120000000000001
