,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
15,John Wall,PG,WSH,82,36.3,3.56,0.26,3.82,13.42,068c66d2-3a05-48a8-93f3-b45e53b5f410,16.6
16,Paul Pierce,SF,BKN,75,28.0,0.42,3.34,3.76,9.11,ead63c29-2988-478d-b595-6060f10983e0,12.29
17,Mario Chalmers,G,MIA,73,29.8,1.22,2.34,3.56,9.28,2b64f7fc-1e1e-4f9b-ae76-4f06d31b211c,12.459999999999999
18,Klay Thompson,SG,GS,81,35.4,2.74,0.80,3.54,12.75,8b3293db-f894-424e-98df-3fefff3c890f,15.93
19,Russell Westbrook,PG,OKC,46,30.7,5.54,-2.07,3.47,6.27,1dc36313-c835-4a5d-b3f4-2cc5ba66d82e,9.45
20,Joakim Noah,C,CHI,80,35.3,-0.25,3.62,3.37,11.32,d9d1c3fd-e29a-4fe7-8d6a-528127908823,14.5
21,Eric Bledsoe,SG,PHX,43,32.9,1.15,2.10,3.25,5.89,b2828eae-b187-41af-a5a3-bd57bd65e462,9.07
22,Matthew Dellavedova,PG,CLE,72,17.7,1.62,1.62,3.24,5.14,d46e70d6-de8b-4952-a888-9c1542ffa236,8.32
23,Andre Iguodala,F,GS,63,32.4,0.98,2.19,3.17,8.54,bd56f727-1302-42ae-b243-bf6722378b35,11.719999999999999
24,Kyle Korver,G,ATL,71,33.9,2.08,1.00,3.08,9.73,8803f3ad-893e-4541-ba72-7be494dbf1c4,12.91
25,Jae Crowder,PF,DAL,78,16.1,0.48,2.42,2.90,4.88,72819411-d2a6-4e6c-ac94-0d66fb8bede5,8.06
26,Ryan Anderson,PF,NO,22,36.1,2.43,0.41,2.84,3.01,4c9e8daf-3859-4085-9024-b00a4aeec6c5,6.1899999999999995
27,Iman Shumpert,G,NY,74,26.5,-1.26,4.09,2.84,7.10,2e7e290a-bac0-4f78-91b3-9080494fbb70,10.28
28,Troy Daniels,G,HOU,5,15.0,4.23,-1.40,2.83,0.33,095f9944-b1d6-4049-9392-76300069aa40,3.5100000000000002
29,Jrue Holiday,PG,NO,34,33.6,2.00,0.82,2.81,4.34,25889713-b28a-4be8-9660-3ac5ac97e716,7.52
30,Nate Robinson,PG,DEN,44,19.7,1.81,0.97,2.77,3.28,ad748b99-6c60-4e38-b6f9-6d10f2684150,6.46
31,Isaiah Thomas,G,SAC,72,34.7,3.04,-0.29,2.75,9.62,d58940dd-f169-4591-a37a-958b80403a19,12.799999999999999
32,Kemba Walker,PG,CHA,73,35.8,-0.40,3.14,2.74,9.50,a127a7cd-af4b-435f-a90a-1b176e187d5b,12.68
33,Channing Frye,F,PHX,82,28.2,1.81,0.83,2.64,8.59,f521a6f7-c63d-4537-8b28-1de83ebf2dbe,11.77
34,Matt Barnes,SF,LAC,63,27.5,2.33,0.10,2.43,6.38,7a9a28d7-3b17-419a-89f7-bb1c605c0337,9.56
35,Josh McRoberts,PF,CHA,78,30.3,0.93,1.46,2.40,7.94,54e40cf3-2cae-441e-8cbe-b605cb41e60c,11.120000000000001
36,Greivis Vasquez,PG,SAC/TOR,79,22.5,0.36,1.92,2.28,5.91,391e88f9-27d2-44d5-9bee-971b163eef73,9.09
37,Serge Ibaka,F,OKC,81,32.9,0.02,2.25,2.27,9.29,036d5db1-0417-434e-bf2e-082491506b0e,12.469999999999999
38,Anthony Morrow,SG,NO,76,18.8,1.33,0.93,2.27,4.78,b3b740da-3e61-4ed2-b41d-5dcade3f2f26,7.960000000000001
39,LaMarcus Aldridge,C,POR,69,36.2,-0.21,2.46,2.25,8.59,8e44a15c-b4d5-4dfe-bdf7-b86931475b32,11.77
41,Vince Carter,G,DAL,81,24.4,1.45,0.77,2.21,6.76,96046c84-d179-44f1-976e-f81afa46108f,9.94
42,Trevor Ariza,SF,WSH,77,35.4,1.93,0.24,2.16,9.21,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8,12.39
43,Chris Johnson,SG,BOS,40,19.7,1.31,0.72,2.03,2.64,aa90d0f5-8912-4607-ac44-d54c33908951,5.82
44,JJ Redick,SG,LAC,35,28.2,2.88,-0.86,2.02,3.34,ecfa5a5a-254d-42bd-9b29-2ee0ed1513e7,6.52
45,David Lee,PF,GS,69,33.2,0.82,1.19,2.01,7.73,9a0b78fa-a6ca-4efb-adf6-722750145382,10.91
46,Blake Griffin,PF,LAC,80,35.8,2.17,-0.16,2.01,9.57,edd4e1e6-bc07-48a0-92f1-b2de2297789a,12.75
47,Deron Williams,PG,BKN,64,32.2,1.73,0.26,1.99,6.54,57b01acc-6f51-43b8-8059-7117e6d0066f,9.72
48,Anderson Varejao,C,CLE,65,27.7,-0.94,2.93,1.99,5.68,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b,8.86
49,Zach Randolph,F,MEM,79,34.2,-1.14,3.09,1.95,8.24,a213f52e-0ad3-4d46-8911-ad35c7438b82,11.42
50,Nikola Pekovic,C,MIN,54,30.8,0.72,1.22,1.94,5.51,a5b1c63c-0a8f-4a14-8e98-bf5e54446e49,8.69
51,Chris Bosh,PF,MIA,79,32.0,-0.27,2.19,1.92,7.93,ce7ae779-d64a-4736-86b2-4184fd5871fb,11.11
52,Nick Collison,F,OKC,81,16.7,-0.29,2.20,1.91,4.34,20b890b1-5852-4e93-afd5-192bc63a17e0,7.52
53,Mike Dunleavy,SG,CHI,82,31.5,-0.82,2.68,1.86,7.77,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,10.95
54,Chandler Parsons,SF,HOU,74,37.6,1.91,-0.07,1.84,8.92,99be0ce5-25d7-4c30-b35d-481ab8dd9eb9,12.1
55,Anthony Davis,PF,NO,67,35.2,0.97,0.87,1.84,7.42,9ea8ac65-27b8-4853-a067-93d8f0356f5c,10.6
56,Wesley Matthews,SG,POR,82,33.9,2.41,-0.59,1.82,8.81,bb09e0ae-34a0-4be2-bbc8-99ecaea9fd88,11.99
57,Jeremy Lamb,SG,OKC,78,19.7,0.78,1.00,1.78,4.77,55f2c5d5-6dfc-4315-84f4-acbe282b7b86,7.949999999999999
58,James Jones,SG,MIA,20,11.8,0.18,1.58,1.75,0.66,73314c74-f00a-476f-aa94-e04bfc80d491,3.8400000000000003
59,Ty Lawson,G,DEN,62,35.8,3.88,-2.13,1.75,7.20,edadd7b6-3363-471e-abe5-cde829856b76,10.38
60,Jimmy Butler,SF,CHI,67,38.7,-2.05,3.75,1.71,7.54,5cbc01e2-a4cf-428d-9696-0be12d360f30,10.72
61,David West,F,IND,80,30.9,-1.05,2.75,1.70,7.42,856056f4-8b4f-40c3-bf6d-7e3f0c145406,10.6
62,Mike Conley,PG,MEM,73,33.5,1.11,0.54,1.65,6.99,ebc02828-465d-4985-90df-4facae97337a,10.17
63,DeMar DeRozan,SF,TOR,79,38.2,-0.63,2.27,1.64,8.74,141a79e7-f673-4236-8db0-52be30402aaf,11.92
64,Patrick Beverley,PG,HOU,56,31.3,0.45,1.16,1.61,5.34,8ac11084-3f75-4f6a-ab65-12b7bcc95cc6,8.52
65,Marcin Gortat,C,WSH,81,32.8,-0.67,2.19,1.52,7.72,df646812-7636-4693-991c-b54e7a13cf87,10.9
66,Luke Babbitt,F,NO,27,17.5,1.01,0.51,1.52,1.36,4a674003-3498-4f64-8ab9-c1754c1289e8,4.54
67,DeMarre Carroll,F,ATL,73,32.1,0.19,1.32,1.51,6.88,bd1ced90-d570-4d1e-98b6-3b1ddfba94fb,10.06
68,DeMarcus Cousins,C,SAC,71,32.4,0.65,0.78,1.43,6.68,3ed22173-6b91-4189-a1df-56d82e1dd0f7,9.86
69,Dion Waiters,G,CLE,70,29.6,-0.25,1.62,1.37,5.72,ba757744-1cd1-40ec-91bb-a76d0795f57c,8.9
70,Patrick Patterson,PF,SAC/TOR,65,23.6,-0.54,1.90,1.36,4.20,363646a1-0fcc-44f4-90ef-82f85b8da460,7.380000000000001
71,Gerald Green,G,PHX,82,28.4,3.37,-2.04,1.33,6.64,afe50d46-6b1e-46cb-8beb-f4032f52c25d,9.82
72,Draymond Green,PF,GS,82,21.9,-1.61,2.92,1.32,5.18,c11cfa25-fa01-4b4b-8338-40cee9f624df,8.36
73,Tim Duncan,C,SA,74,29.2,0.06,1.24,1.30,6.01,12b9fb27-2178-4f65-9099-9764b863e4df,9.19
74,Al Jefferson,C,CHA,73,35.0,-0.48,1.76,1.28,6.83,0efc7b08-70c4-4468-912a-6345b7971a14,10.01
75,Steve Novak,SF,TOR,54,10.0,0.76,0.52,1.28,1.48,ace71ae3-82ac-4d47-b8ce-3933ed02b828,4.66
76,Damian Lillard,PG,POR,82,35.8,3.58,-2.31,1.27,8.20,78f04da4-220a-4294-9fd6-b4243df8f5b7,11.379999999999999
77,Marco Belinelli,G,SA,80,25.2,2.14,-0.88,1.26,5.58,9cb10600-9d1c-4cf6-8117-0b4677aeb30c,8.76
78,Nicolas Batum,PF,POR,82,36.0,2.00,-0.78,1.22,8.17,b81297e1-4063-4e09-aed3-98096249002b,11.35
79,Avery Bradley,PG,BOS,60,30.9,-0.16,1.36,1.20,5.07,ee7f61e9-4194-4c16-a34c-c0b87063ebe2,8.25
80,Evan Fournier,SG,DEN,76,19.8,0.97,0.22,1.20,4.26,bf58dd5d-8f02-417e-a98c-d953133f56e2,7.4399999999999995
82,Kosta Koufos,C,MEM,80,16.9,-2.26,3.45,1.19,3.40,f68c2044-92de-4871-8134-a7704dda3587,6.58
83,Jordan Farmar,PG,LAL,41,22.2,3.01,-1.83,1.18,2.57,a359f19d-03f0-4f57-bffb-b2953c63de15,5.75
84,Bradley Beal,SG,WSH,73,34.7,-0.09,1.24,1.15,6.62,23b2b486-c651-404a-9eba-640ab1594a83,9.8
85,Anthony Tolliver,PF,CHA,64,20.3,0.42,0.70,1.13,3.41,1a637e77-beea-4cf9-bcbf-c3161317210f,6.59
86,Tiago Splitter,C,SA,59,21.5,-1.14,2.25,1.11,3.38,70bf0040-c5fb-4c1b-80a1-af48c005abfb,6.5600000000000005
87,Timofey Mozgov,C,DEN,82,21.6,-0.03,1.14,1.11,4.82,47643592-1b0f-491d-a640-0b547f29f3c9,8.0
88,Lorenzo Brown,G,PHI,26,8.6,1.06,0.04,1.10,0.62,f9257c1c-6115-493c-bc1d-cae77b9db133,3.8000000000000003
89,Devin Harris,G,DAL,40,20.5,1.12,-0.05,1.07,2.16,6fd4c498-dfe8-4089-a51e-a251dd3c7a86,5.34
90,Omri Casspi,F,HOU,71,18.1,0.81,0.23,1.04,3.43,d01ed97d-a653-4fdc-989b-16857f353c85,6.61
91,Reggie Jackson,PG,OKC,80,28.5,0.44,0.59,1.04,5.96,c5284b38-7b43-4425-9497-8c96dd2ffae7,9.14
92,Corey Brewer,F,MIN,81,32.2,1.60,-0.58,1.02,7.09,100fd516-b358-4452-97ae-b8d77d2194f3,10.27
93,Nick Young,G,LAL,64,28.3,2.44,-1.44,1.00,4.83,67e5f905-ee48-474b-bc18-45f6bb8d7352,8.01
94,Xavier Henry,SG,LAL,43,21.1,0.55,0.40,0.95,2.42,ecd023fd-be01-42d0-9d28-4094de39a86f,5.6
95,Al Horford,C,ATL,29,33.0,1.17,-0.25,0.93,2.46,b21d8144-e255-442a-8c3f-2737727f9f38,5.640000000000001
96,Gordon Hayward,SF,UTAH,77,36.4,-0.09,1.00,0.90,6.82,1fda1d08-adaa-424d-96df-373dfbef9128,10.0
97,Andre Drummond,C,DET,81,32.3,2.03,-1.16,0.87,6.53,f1682f40-3b97-4898-ae82-f77ba1f84c06,9.71
98,Pablo Prigioni,PG,NY,66,19.4,-0.97,1.83,0.86,2.97,005120db-e518-4767-8e61-52b9c7ee4514,6.15
99,Shawne Williams,SF,LAL,36,20.9,-0.87,1.72,0.85,1.87,24de0744-9e77-4d7d-aa01-4a24d528de75,5.050000000000001
100,Arron Afflalo,G,ORL,73,35.0,0.84,-0.00,0.84,6.22,ec6bea36-d8d2-44de-a5ec-2744c582ed2a,9.4
101,Brandon Jennings,G,DET,80,34.1,2.84,-2.00,0.84,6.89,c8f72661-f57d-4985-bc87-3d2848a88d09,10.07
102,Joe Johnson,G,BKN,79,32.6,0.40,0.42,0.82,6.09,813f81d6-73a3-46c4-8365-6991d1dd5a84,9.27
103,Robert Covington,PF,HOU,7,4.9,1.23,-0.43,0.80,0.08,ae2da12d-91f2-4646-8606-6a5a720c31b2,3.2600000000000002
104,Markieff Morris,PF,PHX,81,26.6,0.68,0.11,0.79,5.34,cf3cf341-3205-4138-9a29-a3c168e2d530,8.52
105,Dorell Wright,SF,POR,68,14.5,0.65,0.11,0.76,2.37,8d19fa58-5d7c-49eb-9712-a43a2d02db6d,5.550000000000001
106,Chris Copeland,SF,IND,41,6.5,2.09,-1.33,0.76,0.62,4d5b7499-ce34-4608-8c57-4c3b9e4e6f7f,3.8000000000000003
107,Jamal Crawford,G,LAC,69,30.3,2.56,-1.81,0.75,5.18,70633ba1-a422-425a-9f14-b65fc0aea757,8.36
108,Dionte Christmas,SG,PHX,31,6.4,0.69,0.05,0.74,0.48,497722d2-8658-4ee0-a200-d04f6a98d649,3.66
109,Kyrie Irving,PG,CLE,71,35.2,2.09,-1.36,0.72,5.86,6d2b90d8-a081-461e-bb70-05ec06577d87,9.040000000000001
110,Courtney Lee,G,BOS/MEM,79,25.0,-0.90,1.62,0.72,4.45,5367bfee-18ae-450b-944d-bc1d565d3f2d,7.630000000000001
111,Jared Sullinger,C,BOS,74,27.6,0.13,0.54,0.67,4.77,ad79cac6-2219-4513-8dd9-4f5e7f50b74f,7.949999999999999
112,Andre Miller,PG,DEN/WSH,58,16.9,-0.99,1.66,0.67,2.21,8d3f8f93-4d10-4a38-ac11-5f2a1c7b6fdf,5.390000000000001
113,Darren Collison,PG,LAC,80,25.9,0.95,-0.29,0.67,4.93,49303ecb-8557-41e4-a43c-09b5d24edecd,8.11
114,Jeff Teague,PG,ATL,79,32.2,0.97,-0.33,0.64,6.03,0e88fd4c-4c79-49bd-b66a-32962978dc20,9.21
115,Ricky Rubio,PG,MIN,82,32.2,0.97,-0.38,0.60,6.34,8c07ceb3-c755-4010-b0a5-165e214cd622,9.52
116,Kendall Marshall,PG,LAL,54,29.0,2.83,-2.23,0.60,3.79,f10e3aa9-49f8-4545-99bc-9403ed04f93b,6.970000000000001
117,Randy Foye,SG,DEN,81,30.7,2.35,-1.76,0.59,5.97,e8a88ef7-eb7f-427d-ac03-626213b3dac4,9.15
118,Greg Monroe,C,DET,82,32.8,0.56,0.01,0.57,6.20,c1a1f20d-7d44-4925-9cf5-e5d8cc5c5d6f,9.38
119,Leandro Barbosa,G,PHX,20,18.4,0.44,0.12,0.56,0.83,d5e4a8c9-8695-429f-84c0-c83d674b4c39,4.01
120,Paul Millsap,PF,ATL,74,33.5,0.61,-0.07,0.55,5.71,16209d46-a478-4126-8230-fb91cea66f19,8.89
121,Kentavious Caldwell-Pope,SG,DET,80,19.8,-0.41,0.95,0.54,3.63,fbac7bb6-5bd6-4cf9-a808-429a65b45ccb,6.8100000000000005
123,Shelvin Mack,G,ATL,73,20.4,0.82,-0.28,0.53,3.37,8a2fcce1-db99-47f6-a0c7-f50de68f7854,6.550000000000001
124,Luol Deng,F,CHI/CLE,63,35.1,-0.24,0.73,0.49,4.81,8fc3eccc-a295-4ff3-84aa-59e2f2695930,7.99
125,Charlie Villanueva,PF,DET,20,9.0,1.84,-1.36,0.49,0.39,8e2a375f-b679-4adb-b559-9169ed23ded5,3.5700000000000003
126,Ed Davis,C,MEM,63,15.2,-1.99,2.46,0.47,2.03,bf153be4-58db-44ae-8c5f-8dab021119c7,5.21
127,Robin Lopez,C,POR,82,31.8,-1.49,1.93,0.45,5.72,786e0a8c-81bc-4ac8-aff3-9bf4ba92e3c0,8.9
128,Will Barton,SF,POR,41,9.4,0.12,0.33,0.45,0.83,2af66bbc-7d26-499f-95c8-bd061b32597a,4.01
129,Andrew Bogut,C,GS,67,26.4,-1.29,1.72,0.43,3.95,d96147fc-88ce-422f-b440-0fc011fac2d5,7.130000000000001
130,Marc Gasol,C,MEM,59,33.4,-1.75,2.18,0.43,4.05,a6f2bdf8-dbe1-46e9-a94a-c2a2d7580b3b,7.23
131,Jason Thompson,PF,SAC,82,24.5,-1.34,1.76,0.41,4.34,d41f3dc3-97fb-4ee8-b49b-0fe526a3fd52,7.52
132,Robbie Hummel,SF,MIN,53,12.4,-0.96,1.34,0.38,1.43,6f43deb7-1c74-4f7d-bae7-5bd63468f004,4.61
133,Marvin Williams,F,UTAH,66,25.4,0.05,0.33,0.38,3.45,3e990ccd-f93c-48f8-bfed-01048b1565f2,6.630000000000001
134,Lance Stephenson,G,IND,78,35.3,0.83,-0.49,0.34,5.70,e88e547e-0c96-4ec2-9ea8-6ef7eee3d6c3,8.88
135,Mason Plumlee,C,BKN,70,18.2,0.51,-0.20,0.32,2.61,73bf0204-a356-4ebc-8b19-bd4986f1117c,5.79
136,Ray Allen,SG,MIA,73,26.5,0.18,0.12,0.30,3.86,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c,7.04
137,Jared Dudley,SF,LAC,74,23.4,-0.18,0.48,0.30,3.68,f28ab262-881f-4675-8200-d5e15f93195e,6.86
138,Kyle O'Quinn,C,ORL,69,17.2,-0.76,1.04,0.28,2.45,91fd1934-cda4-4052-b930-55b3408bdda1,5.630000000000001
139,Chris Andersen,PF,MIA,72,19.4,-2.14,2.41,0.27,2.74,1c7a2c3b-e319-4c55-9294-2550d654cf28,5.92
140,Dwight Howard,C,HOU,71,33.7,0.26,0.01,0.27,5.09,b89c8f21-0a6f-4c76-b5e8-b5775c73583b,8.27
141,Jannero Pargo,PG,CHA,29,8.3,3.58,-3.37,0.21,0.48,f8c6044c-b9ef-4228-8dd0-cf51fe581d3b,3.66
142,Nate Wolters,PG,MIL,58,22.6,-1.05,1.25,0.20,2.56,e8c06bf6-b7ff-42b9-af9e-c13762fd47cf,5.74
143,Matt Bonner,C,SA,61,11.3,-1.30,1.50,0.20,1.40,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a,4.58
144,Dwyane Wade,G,MIA,54,32.9,1.26,-1.06,0.20,3.54,911c5842-c4ce-4684-a479-31e7220e6277,6.720000000000001
145,Kelly Olynyk,PF,BOS,70,20.0,1.45,-1.25,0.19,2.86,72b02029-e21a-4a2a-abf8-b2503de47678,6.04
146,Wilson Chandler,F,DEN,62,31.1,0.27,-0.08,0.19,4.05,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe,7.23
147,Tony Allen,SG,MEM,55,23.2,0.24,-0.07,0.17,2.44,917674b3-1b6e-48ed-8d3b-f9161c1ea734,5.62
148,JR Smith,G,NY,74,32.7,0.98,-0.82,0.15,4.69,8e853379-163d-463c-8827-d80647c8dd79,7.870000000000001
149,Pero Antic,PF,ATL,50,18.5,-0.15,0.30,0.15,1.86,445f4488-e370-4a0a-9b76-c21869514568,5.04
150,Tyler Zeller,C,CLE,70,15.0,-1.13,1.25,0.12,2.02,dd9b1efa-b9e9-4564-bd7e-d8a2adc5d822,5.2
151,Kenyon Martin,PF,NY,32,19.8,-2.47,2.58,0.11,1.15,ce9c2320-705d-4df5-9f4f-dd335fdd24fa,4.33
152,Darrell Arthur,F,DEN,68,17.1,-1.93,2.02,0.09,2.33,11e3631c-7366-45a9-802b-0d08cee203a5,5.51
153,James Johnson,PF,MEM,52,18.4,0.61,-0.53,0.08,1.83,783c912e-0998-4d1f-9884-0c69ecd9cbdf,5.01
154,Roy Hibbert,C,IND,81,29.7,-2.73,2.81,0.08,4.55,9b8fc7fc-b2da-4fae-b6a6-8939fc478a0a,7.73
155,Tyreke Evans,G,NO,72,28.2,1.04,-1.00,0.04,3.86,defd7777-7c04-4db1-a54b-f91dc61d1c6b,7.04
156,Darius Miller,SF,NO,45,16.1,-1.44,1.47,0.03,1.38,f32e39c6-67b0-41aa-9526-53d641679bf0,4.5600000000000005
157,Mike Harris,SF,UTAH,20,11.3,-1.86,1.88,0.02,0.43,e5e243fb-b178-45eb-8148-81376aa5c5fd,3.6100000000000003
158,Mirza Teletovic,PF,BKN,72,19.4,1.35,-1.34,0.01,2.59,9bbbeb68-3673-4c80-9051-0ed30a85583e,5.77
159,CJ Miles,G,CLE,51,19.3,0.36,-0.44,-0.08,1.78,142e13da-cb15-4178-8159-cf31e99e9694,4.96
160,Amir Johnson,F,TOR,77,28.8,-0.46,0.37,-0.09,3.88,49d36efa-34b1-4527-825b-0b8f65f20697,7.0600000000000005
161,Nick Calathes,SG,MEM,71,16.5,-2.46,2.37,-0.09,2.04,62860214-5e26-4f09-8f12-747c23819d91,5.220000000000001
162,Terrence Jones,PF,HOU,76,27.3,1.17,-1.27,-0.09,3.85,84ce71f5-641d-4902-be34-5271902887ad,7.03
164,George Hill,PG,IND,76,32.0,-1.74,1.65,-0.10,4.33,c5b9f92b-8034-4815-ae8f-041729580eed,7.51
165,Jeremy Evans,F,UTAH,66,18.3,-1.89,1.73,-0.15,2.07,ac4d91e0-915c-424a-a129-4f281348dd50,5.25
166,CJ Watson,PG,IND,63,18.9,-0.86,0.71,-0.15,2.08,,5.26
167,MarShon Brooks,G,BOS/GS/LAL,35,9.0,0.49,-0.68,-0.19,0.58,2d78c4f6-be78-4afc-931d-f4a81a9494c9,3.7600000000000002
168,Henry Sims,C,CLE/PHI,46,19.0,-1.02,0.82,-0.20,1.56,07cfc8d4-c29a-4a79-b4f2-c7935e260b52,4.74
169,Jordan Hamilton,SG,DEN/HOU,60,17.0,0.29,-0.51,-0.22,1.84,ef288df3-8a40-4c44-be1f-031d48422d73,5.0200000000000005
170,Francisco Garcia,SG,HOU,55,19.7,-0.22,-0.01,-0.23,1.92,674940b3-b042-44df-a3f8-c5fedda9887a,5.1
171,Boris Diaw,C,SA,79,25.0,0.72,-0.96,-0.25,3.41,09bab5e3-f790-4001-aa34-0e4eb79d2c47,6.59
172,Kirk Hinrich,SG,CHI,73,29.0,-2.86,2.61,-0.25,3.48,33d38c3e-61a9-4e6a-b57c-cf6ef04f09e4,6.66
173,Josh Harrellson,C,DET,32,9.9,-0.29,0.03,-0.26,0.55,50b6c98d-5df4-46ff-9b09-abe310a8cf09,3.7300000000000004
174,Shane Battier,SF,MIA,73,20.1,-1.86,1.59,-0.27,2.42,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,5.6
175,Derek Fisher,PG,OKC,81,17.6,-0.72,0.38,-0.33,2.41,c076eff2-f72f-4639-bc10-6332183d5f2a,5.59
176,Tony Parker,G,SA,68,29.4,0.32,-0.66,-0.34,3.31,e7f7d281-52b9-4155-9b66-378c964837f5,6.49
177,Steve Nash,PG,LAL,15,20.9,1.55,-1.90,-0.34,0.55,34456aa0-a158-4716-8239-0dafe5d7b920,3.7300000000000004
178,DJ Augustin,G,TOR/CHI,71,27.3,0.42,-0.76,-0.35,3.03,,6.21
179,Jeff Withey,C,NO,58,11.8,-1.89,1.54,-0.35,1.13,981be657-1970-4458-8b79-7a741fcedeeb,4.3100000000000005
180,Danny Granger,SF,IND/LAC,41,20.7,-0.74,0.38,-0.36,1.39,436a835e-99b9-44d8-bd18-42a0f9802bb6,4.57
181,Chase Budinger,SF,MIN,41,18.3,0.97,-1.33,-0.36,1.24,34bb419e-c14d-474e-b2df-28944f5c02aa,4.42
182,Austin Daye,SF,TOR/SA,22,6.7,0.86,-1.22,-0.37,0.24,cc564120-76a1-4c4d-84de-9d9c36970b50,3.42
183,Jared Cunningham,G,ATL/SAC,13,6.2,-0.63,0.25,-0.38,0.13,db3caccd-6740-4adb-82ad-5f4f18b156b0,3.31
184,Brook Lopez,C,BKN,17,31.4,-0.10,-0.31,-0.41,0.84,98b82862-6adb-4446-8471-e75ce9bd3293,4.02
185,Shaun Livingston,G,BKN,76,26.0,-2.72,2.29,-0.43,3.01,847b6ccd-7bce-42ff-8ec0-aec1ec919b85,6.1899999999999995
186,Norris Cole,PG,MIA,82,24.6,-2.67,2.24,-0.43,3.09,9d5b9a4f-94ad-45b9-b5b9-36dd6e3074bb,6.27
187,Alan Anderson,SG,BKN,78,22.7,-2.02,1.58,-0.43,2.72,1d9066a3-1c81-4ecf-9186-bccb97a0348e,5.9
188,Trey Burke,PG,UTAH,70,32.3,0.46,-0.91,-0.45,3.46,b6abe1b0-f4d3-4376-acb1-0a7de495ed8e,6.640000000000001
189,Taj Gibson,F,CHI,82,28.7,-2.47,1.99,-0.48,3.52,1909dc5a-5696-44cc-a4c7-920b33739e98,6.7
190,Josh Smith,PF,DET,77,35.5,0.03,-0.55,-0.52,4.27,fa1a28ac-dac6-40b8-a668-884aeaa2e85c,7.449999999999999
191,Antawn Jamison,PF,LAC,22,11.3,-1.01,0.48,-0.53,0.38,723063d2-7943-425a-b594-87715e7cb912,3.56
192,DeJuan Blair,C,DAL,78,15.6,0.12,-0.66,-0.55,1.84,d4d70650-9092-4d52-9815-1080e6798484,5.0200000000000005
193,Jordan Crawford,G,BOS/GS,81,23.0,0.44,-0.99,-0.55,2.81,d1b01f60-b239-49ea-bbe2-9561a63fd00b,5.99
194,Samuel Dalembert,C,DAL,80,20.2,-1.42,0.86,-0.56,2.47,6712c841-c113-4333-9925-98f952093c43,5.65
195,Tayshaun Prince,SF,MEM,76,25.6,-4.43,3.84,-0.59,2.68,8abee38c-37f1-4c44-929d-2fb0d72d529e,5.86
196,Cartier Martin,PF,ATL/CHI,59,14.7,-0.86,0.27,-0.59,1.33,b0ce072e-341a-4546-b719-e38ec3db91a0,4.51
197,Michael Kidd-Gilchrist,F,CHA,62,24.2,-2.84,2.21,-0.63,2.05,de670659-c583-4ae7-af14-bc7cdc84c696,5.23
