,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
11,Derek Anderson,SG,33,CHA,28,0,396,47,125,0.376,19,52,0.365,28,73,0.384,0.452,28,38,0.737,9,43,52,44,12,1,25,49,141,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259,2007
12,Carmelo Anthony,SF,23,DEN,77,77,2806,728,1481,0.492,58,164,0.354,670,1317,0.509,0.511,464,590,0.786,178,393,571,259,98,39,253,253,1978,5aba723b-d598-4f57-ad9d-66759ddbc5bf,2007
13,Joel Anthony,PF,25,MIA,24,1,498,28,60,0.467,0,0,0.0,28,60,0.467,0.467,29,49,0.592,38,55,93,3,9,31,17,55,85,a3d3de35-1a4a-4198-a811-3b22d986fb54,2007
14,Gilbert Arenas,PG,26,WAS,13,8,425,78,196,0.398,22,78,0.282,56,118,0.475,0.454,74,96,0.771,6,45,51,66,23,1,49,30,252,0a21b475-e840-4031-9c72-7b32c63c3721,2007
15,Trevor Ariza,SF,22,TOT,35,3,546,69,136,0.507,5,18,0.278,64,118,0.542,0.526,49,75,0.653,30,78,108,44,31,11,23,45,192,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8,2007
16,Darrell Armstrong,PG,39,NJN,50,2,549,40,110,0.364,23,69,0.333,17,41,0.415,0.468,20,30,0.667,17,50,67,73,28,2,41,53,123,5aa77a64-ab4b-462e-9bff-6f7f798a9c9b,2007
17,Hilton Armstrong,C,23,NOH,65,3,732,67,148,0.453,0,0,0.0,67,148,0.453,0.453,44,70,0.629,65,98,163,23,15,34,59,130,178,7c1c4973-356c-4ce5-8562-72f6bf5cfcaa,2007
18,Carlos Arroyo,PG,28,ORL,62,20,1269,157,348,0.451,29,84,0.345,128,264,0.485,0.493,87,102,0.853,10,103,113,219,26,2,77,85,430,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7,2007
19,Chucky Atkins,SG,33,DEN,24,0,352,42,122,0.344,25,79,0.316,17,43,0.395,0.447,4,9,0.444,3,28,31,47,9,1,10,27,113,e3632248-9422-4a14-b67d-925115d53ce4,2007
20,James Augustine,PF,23,ORL,25,0,149,18,34,0.529,0,0,0.0,18,34,0.529,0.529,4,8,0.5,16,14,30,2,5,2,6,18,40,edd04b4a-87d9-4978-9b43-d232d523d451,2007
21,Kelenna Azubuike,SG,24,GSW,81,17,1732,261,587,0.445,71,195,0.364,190,392,0.485,0.505,99,138,0.717,107,217,324,75,45,34,58,159,692,fd4e4b50-6a4d-4133-a615-8a2d3b5b5ef2,2007
22,Renaldo Balkman,SF,23,NYK,65,0,952,91,186,0.489,1,12,0.083,90,174,0.517,0.492,41,95,0.432,83,133,216,40,44,30,37,132,224,2e81b2b9-66ed-4ce3-bf70-a8ebffe01d68,2007
23,Marcus Banks,PG,26,TOT,36,3,569,86,191,0.45,40,102,0.392,46,89,0.517,0.555,27,35,0.771,4,41,45,61,14,13,37,65,239,32c4ea5d-d2cb-41b0-9b43-28497e1fab0c,2007
24,Leandro Barbosa,SG,25,PHO,82,12,2421,472,1021,0.462,164,422,0.389,308,599,0.514,0.543,175,213,0.822,40,191,231,216,75,18,117,195,1283,d5e4a8c9-8695-429f-84c0-c83d674b4c39,2007
25,Andrea Bargnani,PF,22,TOR,78,53,1861,280,725,0.386,90,261,0.345,190,464,0.409,0.448,142,169,0.84,50,238,288,89,23,37,88,211,792,7e4026de-4aa5-4497-9b9d-634a3a739dbc,2007
26,Matt Barnes,PF,27,GSW,73,18,1414,187,442,0.423,53,181,0.293,134,261,0.513,0.483,59,79,0.747,94,230,324,139,48,36,85,159,486,7a9a28d7-3b17-419a-89f7-bb1c605c0337,2007
27,Andre Barrett,PG,25,LAC,4,0,25,2,5,0.4,1,3,0.333,1,2,0.5,0.5,1,2,0.5,0,1,1,7,0,0,1,1,6,397fc630-503f-4de0-b2a3-f9b8458b8fdc,2007
28,Earl Barron,C,26,MIA,46,15,889,132,327,0.404,1,13,0.077,131,314,0.417,0.405,61,87,0.701,67,131,198,29,19,8,48,114,326,351d623b-e778-40e2-8f4c-f9235753af80,2007
29,Brent Barry,SF,36,SAS,31,1,554,77,160,0.481,48,112,0.429,29,48,0.604,0.631,19,20,0.95,12,43,55,54,17,3,18,43,221,b6e16b6a-99e8-47d8-a974-c877ee4e79fb,2007
30,Brandon Bass,C,22,DAL,79,1,1557,246,493,0.499,0,4,0.0,246,489,0.503,0.499,162,197,0.822,120,227,347,58,22,48,82,150,654,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27,2007
31,Maceo Baston,PF,32,TOR,15,2,103,17,25,0.68,0,0,0.0,17,25,0.68,0.68,7,10,0.7,9,17,26,3,2,4,4,20,41,195564b7-b1e9-46b9-9940-b1ea1a1a049f,2007
32,Shane Battier,SF,29,HOU,80,78,2907,265,619,0.428,139,369,0.377,126,250,0.504,0.54,75,101,0.743,131,276,407,155,77,90,78,196,744,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,2007
33,Marco Belinelli,SG,21,GSW,33,0,241,36,93,0.387,16,41,0.39,20,52,0.385,0.473,7,9,0.778,3,11,14,15,5,0,12,15,95,9cb10600-9d1c-4cf6-8117-0b4677aeb30c,2007
34,Charlie Bell,SG,28,MIL,68,5,1628,185,486,0.381,74,217,0.341,111,269,0.413,0.457,70,87,0.805,31,136,167,210,52,2,76,121,514,2b18f4bd-d9b6-4597-9ee5-55d17e94ee35,2007
35,Raja Bell,SG,31,PHO,75,75,2646,317,753,0.421,176,439,0.401,141,314,0.449,0.538,79,91,0.868,47,227,274,168,54,27,65,220,889,cde9e15c-aad3-42e1-9cc2-24d8f8eeb530,2007
36,Mike Bibby,PG,29,TOT,48,44,1573,248,603,0.411,93,248,0.375,155,355,0.437,0.488,78,100,0.78,16,144,160,290,54,4,119,97,667,ce4021d2-8318-4b80-88c3-70c6b08f30ec,2007
37,Chauncey Billups,PG,31,DET,78,78,2522,393,877,0.448,137,342,0.401,256,535,0.479,0.526,401,437,0.918,42,170,212,529,101,17,160,130,1324,7a09dda4-5980-4115-b1c8-bde37d6b4d12,2007
38,Steve Blake,PG,27,POR,81,78,2424,261,640,0.408,121,298,0.406,140,342,0.409,0.502,49,64,0.766,31,164,195,413,55,4,113,133,692,1239a758-90d2-47e1-bc59-d2d3d856d761,2007
39,Andray Blatche,PF,21,WAS,82,15,1675,254,536,0.474,3,13,0.231,251,523,0.48,0.477,107,154,0.695,164,261,425,92,53,114,112,258,618,6bebc7ba-fabc-4333-8834-fb1ffb444650,2007
40,Mark Blount,C,32,MIA,69,46,1542,238,515,0.462,17,44,0.386,221,471,0.469,0.479,88,138,0.638,69,194,263,41,33,34,70,133,581,11bbc2a9-70f0-4d8e-b64c-91c13bc54d05,2007
41,Keith Bogans,SG,27,ORL,82,35,2198,241,588,0.41,148,409,0.362,93,179,0.52,0.536,81,110,0.736,42,224,266,104,59,10,53,164,711,8c954282-64f2-4b29-be3a-f613f4999a3f,2007
42,Andrew Bogut,C,23,MIL,78,78,2720,465,910,0.511,0,7,0.0,465,903,0.515,0.511,189,322,0.587,245,518,763,199,64,135,172,254,1119,d96147fc-88ce-422f-b440-0fc011fac2d5,2007
43,Matt Bonner,PF,27,SAS,68,3,853,121,291,0.416,46,137,0.336,75,154,0.487,0.495,38,44,0.864,53,139,192,32,14,17,39,111,326,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a,2007
44,Josh Boone,PF,23,NJN,70,53,1773,238,434,0.548,0,0,0.0,238,434,0.548,0.548,99,217,0.456,192,317,509,55,36,61,68,155,575,80c14ec3-efd0-4140-bab7-392754cc43b9,2007
45,Calvin Booth,C,31,PHI,31,0,204,9,27,0.333,0,0,0.0,9,27,0.333,0.333,6,10,0.6,6,32,38,8,6,18,4,35,24,67614d9b-25e4-4c04-b9e3-68beeb93d90d,2007
46,Carlos Boozer,PF,26,UTA,81,81,2827,709,1297,0.547,0,1,0.0,709,1296,0.547,0.547,290,393,0.738,197,647,844,233,100,41,210,293,1708,ff148c20-a1b1-444c-9f51-c2f202a6a397,2007
47,Chris Bosh,C,23,TOR,67,67,2425,507,1027,0.494,10,25,0.4,497,1002,0.496,0.499,472,559,0.844,174,409,583,171,63,67,153,157,1496,ce7ae779-d64a-4736-86b2-4184fd5871fb,2007
48,Bruce Bowen,SF,36,SAS,81,81,2448,174,428,0.407,90,215,0.419,84,213,0.394,0.512,45,69,0.652,33,201,234,91,54,22,46,177,483,c818a730-e15e-42bb-a276-fa305e6c0125,2007
49,Ryan Bowen,SF,32,NOH,53,4,660,49,100,0.49,0,1,0.0,49,99,0.495,0.49,16,29,0.552,55,45,100,25,32,11,15,77,114,b0c32737-0075-4029-9456-d4709971b8d1,2007
50,Earl Boykins,PG,31,CHA,36,0,577,61,172,0.355,14,44,0.318,47,128,0.367,0.395,49,59,0.831,9,25,34,96,13,0,41,21,185,f926e81f-3df9-4cc8-8885-1a5cb77ece58,2007
51,Elton Brand,PF,28,LAC,8,6,274,52,114,0.456,0,0,0.0,52,114,0.456,0.456,37,47,0.787,21,43,64,16,3,15,17,21,141,992a6106-25bb-4542-a824-1ab30a90ff3a,2007
52,Corey Brewer,SF,21,MIN,79,35,1803,182,486,0.374,7,36,0.194,175,450,0.389,0.382,88,110,0.8,82,210,292,111,76,25,89,188,459,100fd516-b358-4452-97ae-b8d77d2194f3,2007
53,Ronnie Brewer,SG,22,UTA,76,76,2088,354,634,0.558,11,50,0.22,343,584,0.587,0.567,195,257,0.759,97,121,218,134,129,19,69,110,914,e356dfc0-eb85-446c-817e-02a411ac1c1d,2007
54,Aaron Brooks,PG,23,HOU,51,0,608,93,225,0.413,36,109,0.33,57,116,0.491,0.493,42,49,0.857,13,43,56,87,13,5,44,69,264,057c226a-33e5-4e89-aa24-6ea9fca8e8df,2007
55,Andre Brown,PF,26,MEM,33,1,286,39,78,0.5,0,0,0.0,39,78,0.5,0.5,22,49,0.449,37,55,92,8,7,4,14,38,100,424ec1d1-cdda-49d2-86a1-4ef840b2dcee,2007
56,Devin Brown,SG,29,CLE,78,20,1762,217,531,0.409,45,146,0.308,172,385,0.447,0.451,107,142,0.754,65,198,263,175,52,7,99,144,586,b1ba3ee5-e51a-4137-93fc-a89f384be97b,2007
57,Kwame Brown,C,25,TOT,38,15,713,72,142,0.507,0,0,0.0,72,142,0.507,0.507,40,98,0.408,51,137,188,45,22,23,51,82,184,ee2a70fa-8405-4932-9ab5-d18c723217bb,2007
58,Shannon Brown,SG,22,TOT,21,4,240,44,126,0.349,9,30,0.3,35,96,0.365,0.385,17,29,0.586,6,14,20,17,11,3,24,29,114,522f50e0-a99e-424a-b7bb-4a10a98e5c56,2007
59,Kobe Bryant,SG,29,LAL,82,82,3192,775,1690,0.459,150,415,0.361,625,1275,0.49,0.503,623,742,0.84,94,423,517,441,151,40,257,227,2323,825ab381-2ad5-4685-98b9-93b318bd37da,2007
60,Greg Buckner,SG,31,MIN,31,4,520,45,117,0.385,15,50,0.3,30,67,0.448,0.449,19,22,0.864,10,55,65,39,21,2,29,63,124,47e6319b-cbda-476c-81ff-3f285baa2ad5,2007
61,Caron Butler,SF,27,WAS,58,58,2314,439,943,0.466,66,185,0.357,373,758,0.492,0.501,236,262,0.901,93,295,388,284,128,20,150,160,1180,b9856f28-e40d-41b5-b3b9-1e191f7460b2,2007
62,Rasual Butler,SF,28,NOH,51,8,875,91,260,0.35,44,133,0.331,47,127,0.37,0.435,26,31,0.839,16,84,100,36,15,21,10,66,252,58c5e74e-a940-4c9b-bf4e-81b4c3fb24ce,2007
63,Andrew Bynum,C,20,LAL,35,25,1008,189,297,0.636,0,0,0.0,189,297,0.636,0.636,82,118,0.695,105,251,356,61,12,72,52,98,460,14bbb9e0-f7bd-445a-97ef-29c1ae7dae2c,2007
64,Marcus Camby,C,33,DEN,79,79,2758,286,635,0.45,6,20,0.3,280,615,0.455,0.455,143,202,0.708,230,807,1037,259,85,285,118,216,721,daabe87b-5399-40dc-9a97-5c08300da5a5,2007
65,Brian Cardinal,PF,30,MEM,37,1,440,43,126,0.341,25,81,0.309,18,45,0.4,0.44,13,19,0.684,26,70,96,22,10,2,23,62,124,08533fc6-e4a2-4e07-8785-e3987f094b8c,2007
66,Rodney Carney,SF,23,PHI,70,6,1039,158,392,0.403,38,120,0.317,120,272,0.441,0.452,55,81,0.679,50,99,149,32,39,23,34,96,409,6859ace3-bd24-41e2-b6c1-6ec5eca6a0b5,2007
67,Matt Carroll,SG,27,CHA,80,18,2016,252,589,0.428,105,241,0.436,147,348,0.422,0.517,111,138,0.804,33,193,226,73,46,19,58,187,720,b802b148-2864-4cbd-9118-dbab3b3baf4e,2007
68,Anthony Carter,PG,32,DEN,70,67,1960,218,476,0.458,45,129,0.349,173,347,0.499,0.505,64,85,0.753,27,173,200,388,107,28,124,172,545,72207067-db52-4aa0-8f3f-4b88d7a7f5f2,2007
69,Vince Carter,SG,31,NJN,76,72,2959,587,1287,0.456,98,273,0.359,489,1014,0.482,0.494,350,429,0.816,112,341,453,389,93,33,181,241,1622,96046c84-d179-44f1-976e-f81afa46108f,2007
70,Sam Cassell,PG,38,TOT,55,34,1274,233,532,0.438,23,76,0.303,210,456,0.461,0.46,127,144,0.882,17,119,136,214,37,6,97,98,616,25693f41-b7e7-4c94-ae69-db2e7017f40b,2007
71,Tyson Chandler,C,25,NOH,79,79,2783,377,605,0.623,0,1,0.0,377,604,0.624,0.623,175,295,0.593,322,606,928,81,45,84,136,243,929,0c588c9f-a494-458c-977d-9bb060491882,2007
72,Wilson Chandler,SF,20,NYK,35,16,685,106,242,0.438,9,30,0.3,97,212,0.458,0.457,34,54,0.63,38,89,127,33,15,16,27,83,255,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe,2007
73,Josh Childress,SF,24,ATL,76,0,2274,327,573,0.571,22,60,0.367,305,513,0.595,0.59,222,275,0.807,174,199,373,117,71,43,98,129,898,863ac23b-596e-41f3-a2b9-efb4e7c53928,2007
74,Jarron Collins,C,29,UTA,70,9,702,36,82,0.439,0,1,0.0,36,81,0.444,0.439,46,74,0.622,40,76,116,37,10,6,22,106,118,820b17e5-2b73-4b01-992e-2d40d6de3bfc,2007
75,Jason Collins,C,29,TOT,74,26,1172,53,113,0.469,0,1,0.0,53,112,0.473,0.469,34,74,0.459,64,114,178,25,23,25,48,194,140,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e,2007
76,Mardy Collins,SG,23,NYK,46,8,634,57,175,0.326,8,32,0.25,49,143,0.343,0.349,23,38,0.605,19,56,75,89,24,8,56,56,145,b18d4d00-a094-40e2-b6f5-696315283a91,2007
77,Nick Collison,PF,27,SEA,78,35,2223,322,641,0.502,0,2,0.0,322,639,0.504,0.502,123,167,0.737,254,476,730,113,47,60,118,250,767,20b890b1-5852-4e93-afd5-192bc63a17e0,2007
78,Mike Conley,PG,20,MEM,53,46,1381,189,442,0.428,30,91,0.33,159,351,0.453,0.462,90,123,0.732,21,118,139,222,44,2,89,85,498,ebc02828-465d-4985-90df-4facae97337a,2007
79,Brian Cook,PF,27,TOT,51,2,629,88,234,0.376,43,115,0.374,45,119,0.378,0.468,19,21,0.905,28,81,109,27,13,12,39,93,238,e6a5c010-7607-44bf-81f9-3c5b80e9a264,2007
80,Daequan Cook,SG,20,MIA,59,19,1441,196,514,0.381,79,238,0.332,117,276,0.424,0.458,47,57,0.825,20,157,177,75,23,9,63,157,518,38a9e8cb-ddb5-4c15-b2c0-77f937bb270e,2007
81,Jamal Crawford,SG,27,NYK,80,80,3190,570,1391,0.41,176,494,0.356,394,897,0.439,0.473,329,381,0.864,37,170,207,398,81,17,192,144,1645,70633ba1-a422-425a-9f14-b65fc0aea757,2007
82,Javaris Crittenton,SG,20,TOT,50,0,679,98,233,0.421,10,37,0.27,88,196,0.449,0.442,72,104,0.692,27,83,110,51,19,2,55,47,278,61afa61e-0edc-48b8-823f-fd92ad0e3797,2007
83,Austin Croshere,PF,32,GSW,44,0,457,61,137,0.445,22,61,0.361,39,76,0.513,0.526,29,32,0.906,33,71,104,30,8,6,22,60,173,ae83a672-c6be-4244-ba60-d87e113250b9,2007
84,Eddy Curry,C,25,NYK,59,58,1530,297,544,0.546,0,0,0.0,297,544,0.546,0.546,187,300,0.623,111,164,275,32,14,29,126,157,781,46da6da0-5491-4b44-a1ee-0c8dc6b9673e,2007
85,Samuel Dalembert,C,26,PHI,82,82,2724,339,661,0.513,0,1,0.0,339,660,0.514,0.513,186,263,0.707,304,545,849,45,40,192,155,269,864,6712c841-c113-4333-9925-98f952093c43,2007
86,Erick Dampier,C,32,DAL,72,64,1755,178,277,0.643,0,0,0.0,178,277,0.643,0.643,84,146,0.575,207,332,539,63,24,106,80,226,440,c31ab4d8-7d51-4157-a534-1648d05c4c27,2007
87,Antonio Daniels,PG,32,WAS,71,63,2161,205,447,0.459,17,74,0.23,188,373,0.504,0.478,170,219,0.776,23,180,203,340,69,2,91,78,597,3a923594-ba80-45fa-9bf3-d76f56fb16a0,2007
88,Marquis Daniels,SG,27,IND,74,1,1546,241,561,0.43,27,102,0.265,214,459,0.466,0.454,97,139,0.698,66,146,212,137,79,18,112,121,606,292f83b6-26cc-419f-9f29-14b321a1590c,2007
89,Jermareo Davidson,SF,23,CHA,38,2,322,51,125,0.408,0,0,0.0,51,125,0.408,0.408,18,28,0.643,21,41,62,13,7,15,17,46,120,80457991-e5a1-4d15-8045-1a441bd2dedf,2007
90,Baron Davis,PG,28,GSW,82,82,3196,650,1526,0.426,173,525,0.33,477,1001,0.477,0.483,318,424,0.75,96,289,385,623,191,43,232,247,1791,526e351a-8d16-41df-9162-83221df6ec56,2007
91,Glen Davis,C,22,BOS,69,1,940,107,221,0.484,0,0,0.0,107,221,0.484,0.484,99,150,0.66,95,113,208,28,31,20,65,160,313,6539ac92-659c-4dcc-bd42-af5a6f285006,2007
92,Paul Davis,PF,23,LAC,22,1,194,24,65,0.369,0,0,0.0,24,65,0.369,0.369,6,10,0.6,25,22,47,10,6,6,9,33,54,bd0860e5-59ad-41be-9982-39f9b9749451,2007
93,Ricky Davis,SF,28,MIA,82,47,2963,420,971,0.433,135,333,0.405,285,638,0.447,0.502,155,197,0.787,55,298,353,276,87,14,191,187,1130,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,2007
94,Carlos Delfino,SG,25,TOR,82,0,1928,251,632,0.397,120,314,0.382,131,318,0.412,0.492,116,156,0.744,66,293,359,145,69,11,75,177,738,e055c055-2596-4d0c-91e5-6ed6d0feb9fa,2007
95,Luol Deng,SF,22,CHI,63,59,2128,429,896,0.479,8,22,0.364,421,874,0.482,0.483,204,265,0.77,136,258,394,155,57,29,120,117,1070,8fc3eccc-a295-4ff3-84aa-59e2f2695930,2007
96,Boris Diaw,PF,25,PHO,82,19,2308,308,646,0.477,13,41,0.317,295,605,0.488,0.487,96,129,0.744,97,281,378,317,61,39,155,166,725,09bab5e3-f790-4001-aa34-0e4eb79d2c47,2007
97,Yakhouba Diawara,SG,25,DEN,54,14,542,55,134,0.41,21,66,0.318,34,68,0.5,0.489,22,31,0.71,23,39,62,37,8,3,16,61,153,9be5d7c6-b5ca-43c0-98f6-44b242628bbe,2007
98,Dan Dickau,PG,29,LAC,67,8,1040,124,296,0.419,36,108,0.333,88,188,0.468,0.48,68,82,0.829,13,84,97,172,32,3,55,108,352,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f,2007
99,Kaniel Dickens,PF,29,CLE,5,0,12,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,1,1,1,0,1,0,1,2,734a1034-9a09-45bf-a3aa-dde8b5fb782a,2007
100,Travis Diener,PG,25,IND,66,21,1356,159,430,0.37,74,233,0.318,85,197,0.431,0.456,64,71,0.901,26,89,115,251,35,4,55,107,456,62d56d18-0a95-4498-833d-ffde2ce16e03,2007
101,Ike Diogu,PF,24,IND,30,1,305,64,134,0.478,0,0,0.0,64,134,0.478,0.478,40,47,0.851,38,47,85,10,7,3,20,43,168,3eec7b32-9e2b-4814-9532-05430bca0e03,2007
102,DeSagana Diop,C,26,TOT,79,23,1295,94,180,0.522,0,0,0.0,94,180,0.522,0.522,38,70,0.543,160,232,392,40,26,88,58,146,226,036d4cfa-f2bb-4d15-a5d3-9770671c75dd,2007
103,Juan Dixon,PG,29,TOT,53,0,668,106,258,0.411,30,72,0.417,76,186,0.409,0.469,21,26,0.808,15,60,75,97,21,2,54,62,263,f457a8ff-dcc0-4ea1-a964-e075cce98ab6,2007
104,Michael Doleac,C,30,MIN,24,8,257,28,63,0.444,0,0,0.0,28,63,0.444,0.444,1,2,0.5,16,33,49,7,10,10,12,44,57,c4f2a6d8-8e31-4b73-aefe-54031cac0dda,2007
105,Keyon Dooling,PG,27,ORL,72,1,1334,198,423,0.468,22,65,0.338,176,358,0.492,0.494,163,193,0.845,7,94,101,133,36,5,61,131,581,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8,2007
106,Quincy Douby,PG,23,SAC,74,0,876,132,335,0.394,42,122,0.344,90,213,0.423,0.457,48,52,0.923,17,66,83,53,30,12,59,80,354,c59095ad-2896-4e81-b229-992e41d0bada,2007
107,Jared Dudley,PF,22,CHA,73,14,1384,163,348,0.468,9,41,0.22,154,307,0.502,0.481,87,118,0.737,121,165,286,81,55,10,50,128,422,f28ab262-881f-4675-8200-d5e15f93195e,2007
108,Chris Duhon,PG,25,CHI,66,18,1490,133,344,0.387,54,155,0.348,79,189,0.418,0.465,65,80,0.813,19,97,116,263,48,2,71,92,385,9ebbccdc-f8b3-48e5-a4f0-c97e3c130f0a,2007
109,Tim Duncan,C,31,SAS,78,78,2651,585,1178,0.497,0,4,0.0,585,1174,0.498,0.497,338,463,0.73,237,644,881,218,56,152,178,185,1508,12b9fb27-2178-4f65-9099-9764b863e4df,2007
110,Mike Dunleavy,SG,27,IND,82,82,2953,532,1117,0.476,165,389,0.424,367,728,0.504,0.55,336,403,0.834,59,365,424,288,86,31,190,208,1565,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,2007
111,Ronald Dupree,SF,27,TOT,5,0,21,1,3,0.333,0,0,0.0,1,3,0.333,0.333,2,2,1.0,1,7,8,1,1,0,0,0,4,c34ae4d4-fee7-4d7e-aad3-8dafa8bfd091,2007
112,Kevin Durant,SG,19,SEA,80,80,2768,587,1366,0.43,59,205,0.288,528,1161,0.455,0.451,391,448,0.873,70,278,348,192,78,75,232,122,1624,5dde60a0-ddd0-444a-a30d-af49c13df613,2007
113,Monta Ellis,SG,22,GSW,81,72,3071,652,1227,0.531,12,52,0.231,640,1175,0.545,0.536,320,417,0.767,133,271,404,315,124,27,173,195,1636,093a6167-7bc2-465f-9599-18e6cf580400,2007
114,Francisco Elson,C,31,TOT,63,5,813,92,236,0.39,0,1,0.0,92,235,0.391,0.39,26,37,0.703,50,150,200,24,15,20,47,96,210,9a076bc2-3a18-47cd-b09f-bd82510744ac,2007
115,Melvin Ely,C,29,NOH,52,1,621,85,180,0.472,0,0,0.0,85,180,0.472,0.472,32,58,0.552,28,117,145,22,7,18,42,79,202,a151dd27-029a-418a-a539-3dcf7cb6d74c,2007
116,Maurice Evans,SG,29,TOT,75,47,1720,262,545,0.481,81,209,0.388,181,336,0.539,0.555,59,83,0.711,92,126,218,81,46,10,40,142,664,8f4d3005-dfdb-4b89-adad-45606cd618dd,2007
117,Reggie Evans,PF,27,PHI,81,61,1879,152,346,0.439,1,1,1.0,151,345,0.438,0.441,120,257,0.467,224,387,611,65,86,8,108,213,425,cda072e5-f641-455a-b94b-634016d003a6,2007
118,Jordan Farmar,PG,21,LAL,82,0,1690,291,631,0.461,114,307,0.371,177,324,0.546,0.552,53,78,0.679,39,144,183,225,77,5,108,105,749,a359f19d-03f0-4f57-bffb-b2953c63de15,2007
119,Nick Fazekas,PF,22,TOT,26,0,269,46,82,0.561,0,2,0.0,46,80,0.575,0.561,15,22,0.682,34,55,89,11,8,11,13,25,107,c7e1c502-5a34-4b04-ab02-b421c684a8ce,2007
120,Raymond Felton,PG,23,CHA,79,79,2972,412,997,0.413,56,200,0.28,356,797,0.447,0.441,260,325,0.8,37,199,236,583,96,12,213,184,1140,5b8b373b-0b23-48de-90d9-2d45dfc36349,2007
121,Kyrylo Fesenko,C,21,UTA,9,0,70,6,16,0.375,0,0,0.0,6,16,0.375,0.375,2,4,0.5,14,11,25,2,0,3,8,19,14,ee3a0e70-14d0-40cf-a26a-94ef6afbdb77,2007
122,Michael Finley,SG,34,SAS,82,61,2204,315,761,0.414,132,357,0.37,183,404,0.453,0.501,64,80,0.8,27,227,254,114,29,10,56,93,826,73c724d7-8b98-491b-acc0-1fd6eeea2414,2007
123,Derek Fisher,PG,33,LAL,82,82,2249,339,777,0.436,112,276,0.406,227,501,0.453,0.508,166,188,0.883,24,146,170,239,86,3,90,188,956,c076eff2-f72f-4639-bc10-6332183d5f2a,2007
