,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
18,Luke Babbitt,SF,27,MIA,68,55,1065,113,281,0.402,87,210,0.414,26,71,0.366,0.557,11,15,0.733,12,129,141,36,20,11,25,118,324,4a674003-3498-4f64-8ab9-c1754c1289e8,2016
19,Ron Baker,SG,23,NYK,52,13,857,82,217,0.378,23,86,0.267,59,131,0.45,0.431,28,43,0.651,12,86,98,107,34,8,56,74,215,0d99a5d8-67cf-4597-b949-b7123ee95568,2016
20,Wade Baldwin,PG,20,MEM,33,1,405,36,115,0.313,3,22,0.136,33,93,0.355,0.326,31,37,0.838,11,35,46,61,18,7,39,40,106,19fa427c-de8a-4ce2-9edf-905ef7af792b,2016
21,Leandro Barbosa,SG,34,PHO,67,0,963,172,392,0.439,35,98,0.357,137,294,0.466,0.483,40,45,0.889,15,89,104,81,31,8,48,82,419,d5e4a8c9-8695-429f-84c0-c83d674b4c39,2016
22,Harrison Barnes,PF,24,DAL,79,79,2803,599,1280,0.468,78,222,0.351,521,1058,0.492,0.498,242,281,0.861,93,301,394,116,65,15,102,128,1518,ac7828ed-2e4a-424c-915b-4cad3afa7aac,2016
23,Matt Barnes,SF,36,TOT,74,18,1777,185,473,0.391,87,263,0.331,98,210,0.467,0.483,70,89,0.787,70,314,384,195,48,26,107,185,527,7a9a28d7-3b17-419a-89f7-bb1c605c0337,2016
24,Will Barton,SG,26,DEN,60,19,1705,295,666,0.443,87,235,0.37,208,431,0.483,0.508,143,190,0.753,58,201,259,206,48,28,97,110,820,2af66bbc-7d26-499f-95c8-bd061b32597a,2016
25,Brandon Bass,PF,31,LAC,52,0,577,107,186,0.575,1,3,0.333,106,183,0.579,0.578,77,88,0.875,43,86,129,21,14,11,29,45,292,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27,2016
26,Nicolas Batum,SG,28,CHO,77,77,2617,393,975,0.403,135,405,0.333,258,570,0.453,0.472,243,284,0.856,46,435,481,456,86,29,194,109,1164,b81297e1-4063-4e09-aed3-98096249002b,2016
27,Jerryd Bayless,PG,28,PHI,3,1,71,11,32,0.344,2,5,0.4,9,27,0.333,0.375,9,10,0.9,3,9,12,13,0,0,9,4,33,b8667997-e0e0-407a-835a-0608faa1cffb,2016
28,Aron Baynes,C,30,DET,75,2,1163,143,279,0.513,0,0,0.0,143,279,0.513,0.513,79,94,0.84,111,222,333,32,17,39,50,166,365,df83f242-4567-410e-a094-8a682b74ca67,2016
29,Kent Bazemore,SF,27,ATL,73,64,1963,295,721,0.409,92,266,0.346,203,455,0.446,0.473,119,168,0.708,45,186,231,177,91,52,125,165,801,a477bf1f-f40f-4ffd-9878-5e9a0be452b8,2016
30,Bradley Beal,SG,23,WAS,77,77,2684,637,1322,0.482,223,552,0.404,414,770,0.538,0.566,282,342,0.825,53,187,240,267,83,21,156,169,1779,23b2b486-c651-404a-9eba-640ab1594a83,2016
31,Malik Beasley,SG,20,DEN,22,1,165,33,73,0.452,9,28,0.321,24,45,0.533,0.514,8,10,0.8,5,12,17,11,7,0,8,10,83,3473d80c-586e-4ede-bdb2-e325da469f92,2016
32,Michael Beasley,PF,28,MIL,56,6,935,216,406,0.532,18,43,0.419,198,363,0.545,0.554,78,105,0.743,40,153,193,53,27,27,66,92,528,1fce88ac-f9aa-49c1-ae37-08a14856dfa2,2016
33,Marco Belinelli,SG,30,CHO,74,0,1778,264,615,0.429,102,283,0.36,162,332,0.488,0.512,150,168,0.893,14,164,178,147,44,9,70,90,780,9cb10600-9d1c-4cf6-8117-0b4677aeb30c,2016
34,Dragan Bender,PF,19,PHO,43,0,574,57,161,0.354,28,101,0.277,29,60,0.483,0.441,4,11,0.364,23,80,103,23,10,22,32,74,146,a454a133-6174-4716-a2b9-61b291990805,2016
35,Anthony Bennett,PF,23,BRK,23,1,264,38,92,0.413,13,48,0.271,25,44,0.568,0.484,26,36,0.722,25,53,78,12,5,3,12,18,115,f4c73356-752c-4c9f-b593-f2b124f6dbde,2016
36,Ben Bentil,PF,21,DAL,3,0,10,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,fcc75055-85cc-4bf8-99a3-00a2ed14b100,2016
37,Patrick Beverley,SG,28,HOU,67,67,2058,228,543,0.42,110,288,0.382,118,255,0.463,0.521,73,95,0.768,95,298,393,281,99,25,100,222,639,8ac11084-3f75-4f6a-ab65-12b7bcc95cc6,2016
38,Bismack Biyombo,C,24,ORL,81,27,1793,179,339,0.528,0,0,0.0,179,339,0.528,0.528,125,234,0.534,157,410,567,74,25,91,95,202,483,4817346e-640e-47da-a934-81a031b85e94,2016
39,Nemanja Bjelica,PF,28,MIN,65,1,1190,151,356,0.424,56,177,0.316,95,179,0.531,0.503,45,61,0.738,57,187,244,79,40,20,59,154,403,09b700f7-a33c-402e-a635-b1c45b1ae43e,2016
40,Tarik Black,C,25,LAL,67,16,1091,150,294,0.51,1,2,0.5,149,292,0.51,0.512,82,109,0.752,144,199,343,39,29,44,58,173,383,22f89d8b-6d30-4cc6-9402-1d332cf19c83,2016
41,Eric Bledsoe,PG,27,PHO,66,66,2176,449,1034,0.434,104,310,0.335,345,724,0.477,0.485,388,458,0.847,52,268,320,418,91,31,224,164,1390,b2828eae-b187-41af-a5a3-bd57bd65e462,2016
42,Andrew Bogut,C,32,TOT,27,21,583,38,81,0.469,0,1,0.0,38,80,0.475,0.469,3,11,0.273,56,162,218,49,13,25,43,86,79,d96147fc-88ce-422f-b440-0fc011fac2d5,2016
43,Joel Bolomboy,PF,23,UTA,12,0,53,9,16,0.563,1,4,0.25,8,12,0.667,0.594,3,6,0.5,4,13,17,2,1,2,2,1,22,2c7028e5-ea35-4f23-849a-a6dce4589360,2016
44,Devin Booker,SG,20,PHO,78,78,2730,606,1431,0.423,147,405,0.363,459,1026,0.447,0.475,367,441,0.832,46,203,249,268,72,21,241,242,1726,a43ff5e7-6201-4ea9-898e-89ebf2f2dbb5,2016
45,Trevor Booker,PF,29,BRK,71,43,1754,305,591,0.516,25,78,0.321,280,513,0.546,0.537,74,110,0.673,143,428,571,138,75,28,127,152,709,d5f09cea-07f6-40ba-975a-cfa51abe9243,2016
46,Avery Bradley,SG,26,BOS,55,55,1835,359,775,0.463,108,277,0.39,251,498,0.504,0.533,68,93,0.731,65,269,334,122,68,11,88,141,894,ee7f61e9-4194-4c16-a34c-c0b87063ebe2,2016
47,Corey Brewer,SF,30,TOT,82,11,1281,147,348,0.422,27,118,0.229,120,230,0.522,0.461,50,68,0.735,32,134,166,97,61,20,55,133,371,100fd516-b358-4452-97ae-b8d77d2194f3,2016
48,Malcolm Brogdon,SG,24,MIL,75,28,1982,290,635,0.457,78,193,0.404,212,442,0.48,0.518,109,126,0.865,47,166,213,317,84,12,113,140,767,19e53d45-4a3d-4159-8d20-6d2a3f31f57c,2016
49,Aaron Brooks,PG,32,IND,65,0,894,121,300,0.403,48,128,0.375,73,172,0.424,0.483,32,40,0.8,18,51,69,125,25,9,66,93,322,057c226a-33e5-4e89-aa24-6ea9fca8e8df,2016
50,Anthony Brown,SF,24,TOT,11,0,159,18,50,0.36,7,27,0.259,11,23,0.478,0.43,0,0,0.0,8,25,33,8,5,1,6,15,43,8b2d88d7-e771-4171-9c92-209b3d62e593,2016
51,Bobby Brown,PG,32,HOU,25,0,123,23,60,0.383,14,35,0.4,9,25,0.36,0.5,2,2,1.0,0,6,6,14,1,0,5,5,62,29c639a9-3e78-4399-9ad2-15d9859f29fa,2016
52,Jaylen Brown,SF,20,BOS,78,20,1341,192,423,0.454,46,135,0.341,146,288,0.507,0.508,85,124,0.685,45,175,220,64,35,18,68,142,515,4f0761b5-23e8-4d93-8c99-309890de051c,2016
53,Reggie Bullock,SF,25,DET,31,5,467,54,128,0.422,28,73,0.384,26,55,0.473,0.531,5,7,0.714,13,51,64,29,18,3,10,22,141,c5bddf5d-8529-4bfa-841b-aef184c7ef16,2016
54,Trey Burke,PG,24,WAS,57,0,703,116,255,0.455,31,70,0.443,85,185,0.459,0.516,22,29,0.759,7,40,47,100,11,5,48,54,285,b6abe1b0-f4d3-4376-acb1-0a7de495ed8e,2016
55,Alec Burks,SG,25,UTA,42,0,653,99,248,0.399,25,76,0.329,74,172,0.43,0.45,60,78,0.769,17,103,120,30,18,5,35,50,283,3e67fd39-1842-4278-90b8-4a81237af8a5,2016
56,Jimmy Butler,SF,27,CHI,76,75,2809,570,1252,0.455,91,248,0.367,479,1004,0.477,0.492,585,676,0.865,129,341,470,417,143,32,159,112,1816,5cbc01e2-a4cf-428d-9696-0be12d360f30,2016
57,Bruno Caboclo,SF,21,TOR,9,0,40,6,16,0.375,2,6,0.333,4,10,0.4,0.438,0,0,0.0,5,5,10,4,2,1,2,4,14,25d61265-4bab-4fc3-bce1-6438cdfc53fc,2016
58,Kentavious Caldwell-Pope,SG,23,DET,76,75,2529,370,928,0.399,153,437,0.35,217,491,0.442,0.481,154,185,0.832,55,193,248,193,89,12,86,118,1047,fbac7bb6-5bd6-4cf9-a808-429a65b45ccb,2016
59,Isaiah Canaan,SG,25,CHI,39,0,592,63,173,0.364,25,94,0.266,38,79,0.481,0.436,30,33,0.909,6,44,50,37,22,1,21,35,181,8f5ddb28-339d-466b-bd4b-80768ce38f60,2016
60,Clint Capela,C,22,HOU,65,59,1551,362,563,0.643,0,0,0.0,362,563,0.643,0.643,94,177,0.531,178,348,526,63,34,79,87,179,818,e1f14035-2120-4278-8d5f-1dc96e50ded4,2016
61,DeMarre Carroll,SF,30,TOR,72,72,1882,220,550,0.4,109,320,0.341,111,230,0.483,0.499,89,117,0.761,63,212,275,74,81,27,54,143,638,bd1ced90-d570-4d1e-98b6-3b1ddfba94fb,2016
62,Vince Carter,SF,40,MEM,73,15,1799,193,490,0.394,112,296,0.378,81,194,0.418,0.508,88,115,0.765,36,191,227,133,60,36,50,163,586,96046c84-d179-44f1-976e-f81afa46108f,2016
63,Michael Carter-Williams,PG,25,CHI,45,19,846,112,306,0.366,15,64,0.234,97,242,0.401,0.391,58,77,0.753,24,129,153,113,38,23,66,102,297,9420ced9-6af0-46bc-9a94-5b8e8f28c1b7,2016
64,Omri Casspi,PF,28,TOT,36,2,643,77,164,0.47,15,43,0.349,62,121,0.512,0.515,17,29,0.586,27,85,112,37,23,3,29,50,186,d01ed97d-a653-4fdc-989b-16857f353c85,2016
65,Willie Cauley-Stein,C,23,SAC,75,21,1421,255,481,0.53,0,2,0.0,255,479,0.532,0.53,101,151,0.669,85,254,339,80,53,44,69,147,611,5fbe58d0-9e99-4d01-b5a2-f9d28c563987,2016
66,Tyson Chandler,C,34,PHO,47,46,1298,153,228,0.671,0,0,0.0,153,228,0.671,0.671,91,124,0.734,153,386,539,30,33,24,65,126,397,0c588c9f-a494-458c-977d-9bb060491882,2016
67,Wilson Chandler,SF,29,DEN,71,33,2197,433,939,0.461,110,326,0.337,323,613,0.527,0.52,141,194,0.727,103,357,460,141,51,30,114,172,1117,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe,2016
68,Marquese Chriss,PF,19,PHO,82,75,1743,284,632,0.449,72,224,0.321,212,408,0.52,0.506,113,181,0.624,96,252,348,60,67,70,108,263,753,83280217-449e-4c19-a768-1ed3c5e41325,2016
69,Rakeem Christmas,PF,25,IND,29,0,219,19,43,0.442,0,0,0.0,19,43,0.442,0.442,21,29,0.724,26,30,56,4,3,6,8,37,59,edfa78ec-85e9-43ed-9573-35f42460356b,2016
70,Semaj Christon,PG,24,OKC,64,1,973,77,223,0.345,12,63,0.19,65,160,0.406,0.372,17,31,0.548,19,68,87,130,28,7,43,79,183,5514b5c3-83c4-42ca-9894-691c283ea07a,2016
71,Ian Clark,SG,25,GSW,77,0,1137,211,433,0.487,61,163,0.374,150,270,0.556,0.558,44,58,0.759,22,99,121,90,39,8,55,77,527,3c5fe7bf-2e96-4b84-9ccb-d7b6a6573022,2016
72,Jordan Clarkson,SG,24,LAL,82,19,2397,477,1071,0.445,117,356,0.329,360,715,0.503,0.5,134,168,0.798,49,197,246,213,88,8,164,150,1205,7ed7efa4-ab55-4027-becc-297aa1179256,2016
73,Norris Cole,PG,28,OKC,13,0,125,16,52,0.308,3,13,0.231,13,39,0.333,0.337,8,10,0.8,0,11,11,14,8,0,7,18,43,9d5b9a4f-94ad-45b9-b5b9-36dd6e3074bb,2016
74,Darren Collison,PG,29,SAC,68,64,2063,340,714,0.476,73,175,0.417,267,539,0.495,0.527,147,171,0.86,23,129,152,312,67,9,114,119,900,49303ecb-8557-41e4-a43c-09b5d24edecd,2016
75,Nick Collison,PF,36,OKC,20,0,128,14,23,0.609,0,1,0.0,14,22,0.636,0.609,5,8,0.625,9,22,31,12,2,2,4,17,33,20b890b1-5852-4e93-afd5-192bc63a17e0,2016
76,Mike Conley,PG,29,MEM,69,68,2292,464,1009,0.46,171,419,0.408,293,590,0.497,0.545,316,368,0.859,31,210,241,433,92,19,156,126,1415,ebc02828-465d-4985-90df-4facae97337a,2016
77,Pat Connaughton,SG,24,POR,39,1,316,37,72,0.514,17,33,0.515,20,39,0.513,0.632,7,9,0.778,10,42,52,28,6,2,17,23,98,1350fd00-96d5-45e1-bf23-aecadbe8dcd6,2016
78,Quinn Cook,PG,23,TOT,14,0,188,33,66,0.5,11,26,0.423,22,40,0.55,0.583,2,5,0.4,1,6,7,26,4,0,13,13,79,ea597b5a-cf3a-440c-bf13-076a83504ca9,2016
79,DeMarcus Cousins,C,26,TOT,72,72,2465,647,1432,0.452,131,363,0.361,516,1069,0.483,0.498,517,670,0.772,152,642,794,332,100,93,269,278,1942,3ed22173-6b91-4189-a1df-56d82e1dd0f7,2016
80,Robert Covington,SF,26,PHI,67,67,2119,292,732,0.399,137,412,0.333,155,320,0.484,0.492,143,174,0.822,92,344,436,102,127,69,131,203,864,ae2da12d-91f2-4646-8606-6a5a720c31b2,2016
81,Allen Crabbe,SG,24,POR,79,7,2254,303,647,0.468,134,302,0.444,169,345,0.49,0.572,105,124,0.847,19,207,226,94,54,20,62,171,845,1b8643b7-a016-4331-9eeb-8a21f573534c,2016
82,Jamal Crawford,SG,36,LAC,82,1,2157,359,870,0.413,116,322,0.36,243,548,0.443,0.479,174,203,0.857,17,112,129,214,61,14,134,115,1008,70633ba1-a422-425a-9f14-b65fc0aea757,2016
83,Jordan Crawford,SG,28,NOP,19,0,442,105,218,0.482,37,95,0.389,68,123,0.553,0.567,20,26,0.769,4,30,34,57,11,2,25,30,267,d1b01f60-b239-49ea-bbe2-9561a63fd00b,2016
84,Jae Crowder,SF,26,BOS,72,72,2335,333,720,0.463,157,394,0.398,176,326,0.54,0.572,176,217,0.811,48,367,415,155,73,23,80,161,999,72819411-d2a6-4e6c-ac94-0d66fb8bede5,2016
85,Dante Cunningham,PF,29,NOP,66,35,1649,174,359,0.485,71,181,0.392,103,178,0.579,0.584,16,27,0.593,56,221,277,37,39,28,28,100,435,9ead8a14-508e-4b0f-bb2e-5d7ca123fca8,2016
86,Seth Curry,PG,26,DAL,70,42,2029,338,703,0.481,137,322,0.425,201,381,0.528,0.578,85,100,0.85,25,154,179,189,79,7,92,126,898,a2330496-0de0-4b72-a052-014264b5cd8f,2016
87,Stephen Curry,PG,28,GSW,79,79,2638,675,1443,0.468,324,789,0.411,351,654,0.537,0.58,325,362,0.898,61,292,353,524,142,17,239,183,1999,9c7a1a07-4978-474c-b472-3cb227f9e4cf,2016
88,Troy Daniels,SG,25,MEM,67,3,1183,185,495,0.374,138,355,0.389,47,140,0.336,0.513,43,54,0.796,22,78,100,46,20,4,45,90,551,095f9944-b1d6-4049-9392-76300069aa40,2016
89,Anthony Davis,C,23,NOP,75,75,2708,770,1526,0.505,40,134,0.299,730,1392,0.524,0.518,519,647,0.802,172,712,884,157,94,167,181,168,2099,9ea8ac65-27b8-4853-a067-93d8f0356f5c,2016
90,Deyonta Davis,C,20,MEM,36,0,238,24,47,0.511,0,0,0.0,24,47,0.511,0.511,10,18,0.556,20,40,60,2,3,17,8,40,58,641a3e86-334a-4ae9-a279-21ca87c9861a,2016
91,Ed Davis,PF,27,POR,46,12,789,75,142,0.528,0,0,0.0,75,142,0.528,0.528,50,81,0.617,96,148,244,26,15,22,37,137,200,bf153be4-58db-44ae-8c5f-8dab021119c7,2016
92,Dewayne Dedmon,C,27,SAS,76,37,1330,161,259,0.622,0,0,0.0,161,259,0.622,0.622,65,93,0.699,129,367,496,44,37,61,61,180,387,dc33c40b-5fdb-494c-9569-cf0f56fd3cb5,2016
93,Sam Dekker,PF,22,HOU,77,2,1419,203,429,0.473,60,187,0.321,143,242,0.591,0.543,38,68,0.559,94,190,284,76,38,21,41,83,504,1a4fffe4-5539-4f5f-8a0d-d95c8135599f,2016
94,Malcolm Delaney,PG,27,ATL,73,2,1248,145,388,0.374,26,110,0.236,119,278,0.428,0.407,75,93,0.806,10,113,123,193,39,1,95,112,391,f6945b4d-c96e-48b8-9794-9c55a5f9bb78,2016
95,Matthew Dellavedova,PG,26,MIL,76,54,1986,208,534,0.39,79,215,0.367,129,319,0.404,0.463,82,96,0.854,24,123,147,357,53,0,133,153,577,d46e70d6-de8b-4952-a888-9c1542ffa236,2016
96,Luol Deng,SF,31,LAL,56,49,1486,164,424,0.387,51,165,0.309,113,259,0.436,0.447,46,63,0.73,63,232,295,74,48,20,43,61,425,8fc3eccc-a295-4ff3-84aa-59e2f2695930,2016
97,DeMar DeRozan,SG,27,TOR,74,74,2620,721,1545,0.467,33,124,0.266,688,1421,0.484,0.477,545,647,0.842,70,316,386,290,78,13,180,134,2020,141a79e7-f673-4236-8db0-52be30402aaf,2016
98,Cheick Diallo,PF,20,NOP,17,0,199,36,76,0.474,0,0,0.0,36,76,0.474,0.474,15,21,0.714,23,50,73,4,4,7,7,17,87,4b05d91e-bd08-4f30-bb57-aedf7155de03,2016
99,Boris Diaw,PF,34,UTA,73,33,1283,146,327,0.446,20,81,0.247,126,246,0.512,0.477,26,35,0.743,46,112,158,170,18,9,87,83,338,09bab5e3-f790-4001-aa34-0e4eb79d2c47,2016
100,Gorgui Dieng,PF,27,MIN,82,82,2653,332,661,0.502,16,43,0.372,316,618,0.511,0.514,136,167,0.814,188,459,647,158,88,95,107,254,816,3700cf74-e27b-42d1-aa5d-070142bf5c06,2016
101,Spencer Dinwiddie,PG,23,BRK,59,18,1334,134,302,0.444,38,101,0.376,96,201,0.478,0.507,126,159,0.792,27,137,164,185,44,23,66,119,432,4ec7d53b-390f-4f2e-a161-d88f044bbc2d,2016
102,Toney Douglas,PG,30,MEM,24,0,394,43,117,0.368,7,42,0.167,36,75,0.48,0.397,24,29,0.828,13,48,61,56,18,5,21,50,117,22704e9f-9824-4f2a-aaa0-218ebc28e1cc,2016
103,Andre Drummond,C,23,DET,81,81,2409,483,911,0.53,2,7,0.286,481,904,0.532,0.531,137,355,0.386,345,770,1115,90,124,89,152,237,1105,f1682f40-3b97-4898-ae82-f77ba1f84c06,2016
104,Jared Dudley,PF,31,PHO,64,7,1362,157,346,0.454,77,203,0.379,80,143,0.559,0.565,43,65,0.662,31,194,225,121,42,16,73,154,434,f28ab262-881f-4675-8200-d5e15f93195e,2016
105,Mike Dunleavy,SF,36,TOT,53,2,841,93,220,0.423,53,134,0.396,40,86,0.465,0.543,36,45,0.8,18,97,115,50,15,7,28,67,275,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,2016
106,Kris Dunn,PG,22,MIN,78,7,1333,118,313,0.377,21,73,0.288,97,240,0.404,0.411,36,59,0.61,24,142,166,188,78,36,89,178,293,521ba09f-3fce-47bb-900f-2c3ed331ffe6,2016
107,Kevin Durant,PF,28,GSW,62,62,2070,551,1026,0.537,117,312,0.375,434,714,0.608,0.594,336,384,0.875,39,474,513,300,66,99,138,117,1555,5dde60a0-ddd0-444a-a30d-af49c13df613,2016
108,Jarell Eddie,SF,25,PHO,5,0,62,6,19,0.316,4,16,0.25,2,3,0.667,0.421,8,9,0.889,1,6,7,0,1,0,1,1,24,654a599a-94fa-4699-9d0c-df10946c4932,2016
109,Henry Ellenson,PF,20,DET,19,2,146,23,64,0.359,10,35,0.286,13,29,0.448,0.438,4,8,0.5,8,33,41,7,1,1,14,6,60,6807eaa7-b4b8-42fb-8a09-d8e5932d9fa4,2016
110,Wayne Ellington,SG,29,MIA,62,13,1500,231,555,0.416,149,394,0.378,82,161,0.509,0.55,37,43,0.86,18,114,132,70,35,4,30,70,648,6f7f81f9-6dea-4e90-a93d-f92089f0b816,2016
111,Monta Ellis,SG,31,IND,74,33,1998,247,557,0.443,43,135,0.319,204,422,0.483,0.482,93,128,0.727,19,185,204,236,78,27,135,149,630,093a6167-7bc2-465f-9599-18e6cf580400,2016
112,Joel Embiid,C,22,PHI,31,31,786,200,429,0.466,36,98,0.367,164,331,0.495,0.508,191,244,0.783,61,182,243,66,27,76,117,112,627,395642df-8c55-4112-b850-4be318896e9e,2016
113,Tyler Ennis,PG,22,TOT,53,2,588,90,208,0.433,27,70,0.386,63,138,0.457,0.498,21,25,0.84,9,36,45,86,25,2,45,58,228,c5e06732-879c-41c1-addb-04a79fa6830f,2016
114,Tyreke Evans,SF,27,TOT,40,6,788,150,370,0.405,42,118,0.356,108,252,0.429,0.462,69,92,0.75,13,124,137,124,35,9,61,60,411,defd7777-7c04-4db1-a54b-f91dc61d1c6b,2016
115,Dante Exum,PG,21,UTA,66,26,1228,155,363,0.427,44,149,0.295,111,214,0.519,0.488,58,73,0.795,30,102,132,111,21,12,80,146,412,ceae8c34-b5de-4435-9e44-78ca4c103ce3,2016
116,Kenneth Faried,PF,27,DEN,61,34,1296,228,416,0.548,0,6,0.0,228,410,0.556,0.548,131,189,0.693,183,279,462,55,43,40,59,124,587,f301c110-164e-436c-94f2-83773619b32c,2016
117,Jordan Farmar,PG,30,SAC,2,0,35,4,12,0.333,4,9,0.444,0,3,0.0,0.5,0,0,0.0,1,2,3,9,2,0,3,1,12,a359f19d-03f0-4f57-bffb-b2953c63de15,2016
118,Derrick Favors,PF,25,UTA,50,39,1186,203,417,0.487,3,10,0.3,200,407,0.491,0.49,67,109,0.615,92,213,305,56,45,40,60,103,476,6a608b39-e6dd-4cff-a502-09bc2acdbaa4,2016
119,Kay Felder,PG,21,CLE,42,0,386,62,158,0.392,7,22,0.318,55,136,0.404,0.415,35,49,0.714,3,38,41,58,18,7,30,38,166,4889e66a-7cd3-4695-b9db-b87beb4fdc5d,2016
120,Raymond Felton,PG,32,LAC,80,11,1700,221,514,0.43,46,144,0.319,175,370,0.473,0.475,50,64,0.781,33,185,218,191,66,22,83,125,538,5b8b373b-0b23-48de-90d9-2d45dfc36349,2016
121,Yogi Ferrell,PG,23,TOT,46,29,1197,160,394,0.406,68,176,0.386,92,218,0.422,0.492,74,89,0.831,20,91,111,172,42,9,70,90,462,dc3dd951-8480-4fbc-abb3-edeb1605a028,2016
122,Dorian Finney-Smith,PF,23,DAL,81,35,1642,124,333,0.372,56,191,0.293,68,142,0.479,0.456,46,61,0.754,55,167,222,67,52,25,45,125,350,3c2704b2-ff01-442d-9339-0dddc38f88a4,2016
123,Bryn Forbes,SG,23,SAS,36,0,285,36,99,0.364,17,53,0.321,19,46,0.413,0.449,5,6,0.833,2,21,23,23,1,0,11,20,94,af24f94c-be43-4c9e-85e2-a4c271ae0f72,2016
