,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
125,Reggie Evans,PF,31,LAC,56,0,771,34,72,0.472,0,0,0.0,34,72,0.472,0.472,36,71,0.507,100,171,271,17,31,6,44,118,104,cda072e5-f641-455a-b94b-634016d003a6,2011
126,Tyreke Evans,SG,22,SAC,63,61,2162,408,900,0.453,20,99,0.202,388,801,0.484,0.464,201,258,0.779,64,225,289,283,84,29,171,136,1037,defd7777-7c04-4db1-a54b-f91dc61d1c6b,2011
127,Christian Eyenga,SF,22,TOT,7,0,102,6,25,0.24,1,3,0.333,5,22,0.227,0.26,4,8,0.5,4,10,14,5,3,5,3,7,17,0cdb8e3e-65c9-4249-acc7-5c7781a2f9c2,2011
128,Kenneth Faried,PF,22,DEN,46,39,1037,181,309,0.586,0,0,0.0,181,309,0.586,0.586,109,164,0.665,142,210,352,36,34,47,54,116,471,f301c110-164e-436c-94f2-83773619b32c,2011
129,Jordan Farmar,PG,25,NJN,39,5,831,147,315,0.467,55,125,0.44,92,190,0.484,0.554,57,63,0.905,7,54,61,129,24,2,68,49,406,a359f19d-03f0-4f57-bffb-b2953c63de15,2011
130,Derrick Favors,PF,20,UTA,65,9,1376,222,445,0.499,0,0,0.0,222,445,0.499,0.499,126,194,0.649,158,267,425,43,38,65,103,145,570,6a608b39-e6dd-4cff-a502-09bc2acdbaa4,2011
131,Raymond Felton,PG,27,POR,60,56,1906,261,642,0.407,62,203,0.305,199,439,0.453,0.455,100,124,0.806,27,122,149,390,78,10,170,122,684,5b8b373b-0b23-48de-90d9-2d45dfc36349,2011
132,Kyrylo Fesenko,C,25,IND,3,0,17,2,5,0.4,0,0,0.0,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,ee3a0e70-14d0-40cf-a26a-94ef6afbdb77,2011
133,Landry Fields,SG,23,NYK,66,62,1894,236,513,0.46,31,121,0.256,205,392,0.523,0.49,77,137,0.562,59,219,278,169,79,17,102,99,580,67764f7d-86d3-43f9-8cb5-17d097eb5a13,2011
134,Derek Fisher,PG,37,TOT,63,43,1508,129,348,0.371,35,109,0.321,94,239,0.393,0.421,57,67,0.851,12,109,121,170,51,4,73,117,350,c076eff2-f72f-4639-bc10-6332183d5f2a,2011
135,Jonny Flynn,PG,22,TOT,29,1,416,46,131,0.351,10,34,0.294,36,97,0.371,0.389,29,39,0.744,8,31,39,96,6,2,36,23,131,ce006550-204b-4911-896b-35ca9ed3079b,2011
136,Jeff Foote,C,24,NOH,4,0,39,2,6,0.333,0,0,0.0,2,6,0.333,0.333,0,0,0.0,1,5,6,0,0,1,2,5,4,54eee6cd-170d-4021-a8af-411ccaf5cf4c,2011
137,Gary Forbes,SG,26,TOR,48,2,713,112,271,0.413,29,83,0.349,83,188,0.441,0.467,66,91,0.725,27,75,102,54,24,4,54,56,319,c13a7480-b976-4afd-825b-2ebb2ac9c118,2011
138,Courtney Fortson,PG,23,TOT,10,0,95,11,32,0.344,3,13,0.231,8,19,0.421,0.391,10,15,0.667,6,9,15,10,3,0,10,5,35,e7966f52-e1f2-4504-98b4-d68f7dc2261c,2011
139,Jeff Foster,C,35,IND,11,0,141,9,18,0.5,1,1,1.0,8,17,0.471,0.528,6,9,0.667,18,24,42,4,8,1,7,26,25,bc15d9b1-6e6c-4cae-9d6a-56877871da48,2011
140,Randy Foye,SG,28,LAC,65,48,1682,256,644,0.398,127,329,0.386,129,315,0.41,0.496,73,85,0.859,25,113,138,146,46,24,73,130,712,e8a88ef7-eb7f-427d-ac03-626213b3dac4,2011
141,Jimmer Fredette,PG,22,SAC,61,7,1135,172,446,0.386,78,216,0.361,94,230,0.409,0.473,40,48,0.833,17,56,73,108,30,3,67,73,462,6dbe702f-13e6-484c-abdb-3aced74e92d3,2011
142,Channing Frye,PF,28,PHO,64,59,1669,255,613,0.416,91,263,0.346,164,350,0.469,0.49,73,82,0.89,71,308,379,88,42,70,63,176,674,f521a6f7-c63d-4537-8b28-1de83ebf2dbe,2011
143,Dan Gadzuric,C,33,NYK,2,0,13,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,2,0.0,1,4,5,0,1,1,1,4,0,e6a5949e-a058-4114-aabd-0e16654cdeda,2011
144,Sundiata Gaines,SG,25,NJN,57,12,793,102,271,0.376,28,82,0.341,74,189,0.392,0.428,59,96,0.615,27,81,108,126,55,2,52,58,291,88928a53-62a7-4f13-b6a8-72970bcd3887,2011
145,Danilo Gallinari,SF,23,DEN,43,40,1351,193,466,0.414,60,183,0.328,133,283,0.47,0.479,182,209,0.871,28,174,202,116,42,23,68,86,628,52ec22d7-31a7-468e-ab3e-c75564694586,2011
146,Kevin Garnett,C,35,BOS,60,60,1864,391,777,0.503,3,9,0.333,388,768,0.505,0.505,162,189,0.857,66,428,494,175,56,61,107,141,947,8c4661f3-343f-4842-be7c-8b91d0f7409f,2011
147,Marc Gasol,C,27,MEM,65,65,2370,357,740,0.482,1,12,0.083,356,728,0.489,0.483,237,317,0.748,120,459,579,204,62,121,121,201,952,a6f2bdf8-dbe1-46e9-a94a-c2a2d7580b3b,2011
148,Pau Gasol,PF,31,LAL,65,65,2430,459,917,0.501,7,27,0.259,452,890,0.508,0.504,204,261,0.782,183,495,678,237,37,88,142,127,1129,d0e5dfb2-54b8-4447-9abf-8d1e4d777fe1,2011
149,Rudy Gay,SF,25,MEM,65,65,2422,485,1067,0.455,54,173,0.312,431,894,0.482,0.48,208,263,0.791,130,287,417,147,95,55,161,138,1232,16f0c304-f1dd-4a63-8977-190fa223be8a,2011
150,Alonzo Gee,SG,24,CLE,63,31,1827,227,551,0.412,44,137,0.321,183,414,0.442,0.452,167,212,0.788,101,221,322,113,83,17,114,149,665,b735bd3f-f997-4810-9c08-652a30ddb3b6,2011
151,Paul George,SG,21,IND,66,66,1958,281,639,0.44,90,234,0.385,191,405,0.472,0.51,146,182,0.802,56,314,370,158,108,38,117,191,798,b39db48f-c114-4524-993d-2be28eda83a9,2011
152,Daniel Gibson,SG,25,CLE,35,7,916,87,248,0.351,55,139,0.396,32,109,0.294,0.462,34,43,0.791,11,90,101,76,26,16,45,69,263,580b96cf-4dfb-4c49-aa63-017aca69898a,2011
153,Taj Gibson,PF,26,CHI,63,0,1284,200,404,0.495,0,0,0.0,200,404,0.495,0.495,84,135,0.622,135,197,332,47,27,81,60,131,484,1909dc5a-5696-44cc-a4c7-920b33739e98,2011
154,Mickell Gladness,PF,25,TOT,26,7,252,25,59,0.424,0,0,0.0,25,59,0.424,0.424,6,12,0.5,14,44,58,5,4,20,7,32,56,7bb38cd8-0e2d-4132-b194-3e5d9a50842a,2011
155,Ryan Gomes,SF,29,LAC,32,2,425,31,95,0.326,4,29,0.138,27,66,0.409,0.347,8,11,0.727,14,47,61,12,16,0,15,34,74,a56242c0-748d-49ac-921a-845f349ece5b,2011
156,Drew Gooden,C,30,MIL,56,46,1469,287,657,0.437,16,55,0.291,271,602,0.45,0.449,176,208,0.846,130,233,363,144,46,34,109,112,766,0e373447-7051-4b26-92a9-0689ff5f90e2,2011
157,Ben Gordon,SG,28,DET,52,21,1398,234,530,0.442,63,147,0.429,171,383,0.446,0.501,117,136,0.86,14,107,121,127,34,11,115,114,648,5179f6f2-6905-433a-9623-ba855f91c1f4,2011
158,Eric Gordon,SG,23,NOH,9,9,310,63,140,0.45,10,40,0.25,53,100,0.53,0.486,49,65,0.754,2,23,25,31,13,4,24,20,185,fee0cbdd-724d-46c7-9f77-ba9c21057ad0,2011
159,Marcin Gortat,C,27,PHO,66,66,2114,427,769,0.555,0,2,0.0,427,767,0.557,0.555,163,251,0.649,185,474,659,59,48,99,90,142,1017,df646812-7636-4693-991c-b54e7a13cf87,2011
160,Andrew Goudelock,SG,23,LAL,40,0,419,68,174,0.391,28,75,0.373,40,99,0.404,0.471,11,12,0.917,5,26,31,20,4,0,21,32,175,6dbb5dd4-866f-4129-b9d7-7cb5ab87ad7f,2011
161,Danny Granger,SF,28,IND,62,62,2062,391,941,0.416,123,323,0.381,268,618,0.434,0.481,254,291,0.873,79,228,307,109,62,40,110,144,1159,436a835e-99b9-44d8-bd18-42a0f9802bb6,2011
162,Aaron Gray,C,27,TOR,49,40,813,83,161,0.516,0,0,0.0,83,161,0.516,0.516,25,47,0.532,83,198,281,27,22,17,51,127,191,6d554f57-8e03-4e7b-a138-cf716c3f7e46,2011
163,Danny Green,SG,24,SAS,66,38,1522,211,477,0.442,102,234,0.436,109,243,0.449,0.549,79,100,0.79,54,174,228,86,58,46,67,107,603,bd88d7f7-4a74-408f-820c-ea299f764b71,2011
164,Gerald Green,SF,26,NJN,31,2,781,154,320,0.481,43,110,0.391,111,210,0.529,0.548,49,65,0.754,15,93,108,34,28,17,55,80,400,afe50d46-6b1e-46cb-8beb-f4032f52c25d,2011
165,Willie Green,SG,30,ATL,53,2,922,153,325,0.471,50,113,0.442,103,212,0.486,0.548,48,56,0.857,15,65,80,40,23,6,33,74,404,07ded5a4-da02-4600-a528-c594060d323f,2011
166,Blake Griffin,PF,22,LAC,66,66,2392,561,1022,0.549,2,16,0.125,559,1006,0.556,0.55,244,468,0.521,218,499,717,210,54,48,150,216,1368,edd4e1e6-bc07-48a0-92f1-b2de2297789a,2011
167,Hamed Haddadi,C,26,MEM,35,0,206,26,48,0.542,0,1,0.0,26,47,0.553,0.542,18,26,0.692,28,43,71,8,1,26,21,43,70,dd963bce-fd9d-4757-bfe1-2bd23fb310b0,2011
168,Jordan Hamilton,SF,21,DEN,26,2,258,48,111,0.432,17,47,0.362,31,64,0.484,0.509,2,5,0.4,11,51,62,20,4,3,16,15,115,ef288df3-8a40-4c44-be1f-031d48422d73,2011
169,Richard Hamilton,SG,33,CHI,28,28,697,140,310,0.452,17,46,0.37,123,264,0.466,0.479,29,37,0.784,20,46,66,84,12,1,49,56,326,972e9473-2c64-43bd-b2a7-94dd8236c4f3,2011
170,Tyler Hansbrough,PF,26,IND,66,0,1442,194,479,0.405,0,1,0.0,194,478,0.406,0.405,226,278,0.813,113,177,290,30,54,9,65,159,614,09828354-2336-48b8-a632-8bf891483d75,2011
171,Luke Harangody,PF,24,CLE,21,1,231,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,633af948-96d8-4dad-b718-db0574598e30,2011
172,James Harden,SG,22,OKC,62,2,1946,309,629,0.491,114,292,0.39,195,337,0.579,0.582,312,369,0.846,30,222,252,229,62,15,137,150,1044,5a4ef6ab-300d-469b-b1b5-a2aa94d3df73,2011
173,Justin Harper,PF,22,ORL,14,0,84,9,31,0.29,2,13,0.154,7,18,0.389,0.323,0,1,0.0,3,9,12,2,2,3,6,5,20,f0ad3447-05a3-405c-9b8c-fad1fefa41b4,2011
174,Josh Harrellson,PF,22,NYK,37,4,540,63,149,0.423,20,59,0.339,43,90,0.478,0.49,16,26,0.615,47,97,144,11,23,20,20,48,162,50b6c98d-5df4-46ff-9b09-abe310a8cf09,2011
175,Al Harrington,PF,31,DEN,64,1,1761,345,773,0.446,101,303,0.333,244,470,0.519,0.512,119,176,0.676,72,318,390,88,58,12,112,181,910,ddd70de7-d158-43e7-aa49-51a673af197f,2011
176,Devin Harris,PG,28,UTA,63,63,1741,241,542,0.445,77,213,0.362,164,329,0.498,0.516,156,209,0.746,12,100,112,316,64,13,122,136,715,6fd4c498-dfe8-4089-a51e-a251dd3c7a86,2011
177,Manny Harris,SG,22,CLE,26,5,456,60,150,0.4,12,36,0.333,48,114,0.421,0.44,41,59,0.695,11,59,70,31,13,6,27,28,173,fab100cb-d8a9-4ffb-9485-271937fbfa7d,2011
178,Terrel Harris,SG,24,MIA,22,1,318,29,83,0.349,8,39,0.205,21,44,0.477,0.398,14,21,0.667,18,33,51,26,9,2,25,34,80,5b2b2589-d455-4946-b211-78b4bb7a436f,2011
179,Tobias Harris,SF,19,MIL,42,9,479,79,169,0.467,6,23,0.261,73,146,0.5,0.485,44,54,0.815,30,71,101,22,13,7,31,45,208,a06d7a3e-4ba3-4143-b379-1016a70135ca,2011
180,Udonis Haslem,PF,31,MIA,64,10,1589,151,357,0.423,0,0,0.0,151,357,0.423,0.423,83,102,0.814,117,353,470,42,35,24,60,142,385,4dc4d675-85a3-4d26-b601-3a34e1f6eab7,2011
181,Spencer Hawes,C,23,PHI,37,29,920,156,319,0.489,3,12,0.25,153,307,0.498,0.494,40,55,0.727,78,192,270,98,16,48,55,100,355,27752ea6-4e09-4361-8222-06f0e0b44ca7,2011
182,Chuck Hayes,C,28,SAC,54,9,1039,73,170,0.429,0,2,0.0,73,168,0.435,0.429,26,39,0.667,72,162,234,77,36,17,50,111,172,badd0170-6da9-40ab-b90d-30b8c1401f73,2011
183,Gordon Hayward,SF,21,UTA,66,58,2015,267,586,0.456,55,159,0.346,212,427,0.496,0.503,193,232,0.832,59,171,230,207,53,41,109,106,782,1fda1d08-adaa-424d-96df-373dfbef9128,2011
184,Lazar Hayward,SF,25,OKC,26,0,141,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,02d7ab23-2788-4ed4-8a77-e1607dc108b4,2011
185,Brendan Haywood,C,32,DAL,54,54,1146,118,228,0.518,0,0,0.0,118,228,0.518,0.518,45,96,0.469,139,185,324,19,24,54,46,121,281,f07acb84-9579-4176-ad13-c9e9c8dd8490,2011
186,Gerald Henderson,SG,24,CHA,55,55,1831,332,723,0.459,11,47,0.234,321,676,0.475,0.467,155,204,0.76,64,161,225,126,49,20,100,128,830,7540988a-e9b3-4b53-8e4f-82434a729b19,2011
187,Xavier Henry,SG,20,NOH,45,0,759,90,228,0.395,7,17,0.412,83,211,0.393,0.41,52,85,0.612,24,82,106,35,26,8,35,59,239,ecd023fd-be01-42d0-9d28-4094de39a86f,2011
188,Roy Hibbert,C,25,IND,65,65,1937,332,668,0.497,0,1,0.0,332,667,0.498,0.497,170,239,0.711,213,359,572,108,32,128,128,195,834,9b8fc7fc-b2da-4fae-b6a6-8939fc478a0a,2011
189,Cory Higgins,PG,22,CHA,38,0,423,52,160,0.325,4,20,0.2,48,140,0.343,0.338,42,60,0.7,7,28,35,36,5,6,39,40,150,74f3cd76-8d0d-4f84-915d-5c932d399b80,2011
190,Nenê,C,29,TOT,39,33,1110,211,393,0.537,0,4,0.0,211,389,0.542,0.537,113,168,0.673,63,228,291,80,42,38,96,95,535,26f1a74d-80a0-429c-bd75-4f1943f01109,2011
191,George Hill,PG,25,IND,50,9,1274,168,380,0.442,54,147,0.367,114,233,0.489,0.513,91,117,0.778,31,120,151,145,42,17,52,98,481,c5b9f92b-8034-4815-ae8f-041729580eed,2011
192,Grant Hill,SF,39,PHO,49,46,1378,201,451,0.446,14,53,0.264,187,398,0.47,0.461,83,109,0.761,29,142,171,107,41,29,65,88,499,a8ac1bce-5cbd-4e0b-b0f5-1c1d821ddb8d,2011
193,Jordan Hill,C,24,TOT,39,8,551,82,165,0.497,0,3,0.0,82,162,0.506,0.497,30,47,0.638,61,125,186,16,14,27,31,71,194,69a2bc54-953c-431f-a34e-23b084bf57b4,2011
194,Kirk Hinrich,SG,31,ATL,48,31,1237,122,295,0.414,47,136,0.346,75,159,0.472,0.493,25,32,0.781,11,90,101,132,38,11,58,100,316,33d38c3e-61a9-4e6a-b57c-cf6ef04f09e4,2011
195,Darington Hobson,SG,24,MIL,5,0,39,2,13,0.154,0,6,0.0,2,7,0.286,0.154,0,0,0.0,0,3,3,6,0,0,2,1,4,93f97b6a-464b-40d4-91f5-03ffe92e4242,2011
196,Jrue Holiday,PG,21,PHI,65,65,2196,360,834,0.432,65,171,0.38,295,663,0.445,0.471,94,120,0.783,57,155,212,290,103,18,135,137,879,25889713-b28a-4be8-9660-3ac5ac97e716,2011
197,Ryan Hollins,C,27,TOT,39,8,522,46,84,0.548,0,0,0.0,46,84,0.548,0.548,39,75,0.52,34,48,82,9,5,17,35,78,131,f562cac9-ba1b-40eb-adb3-42463117dfac,2011
198,Tyler Honeycutt,SF,21,SAC,15,0,88,8,24,0.333,1,3,0.333,7,21,0.333,0.354,3,5,0.6,3,11,14,7,4,3,2,3,20,0b673f7a-7ff0-4869-a1a0-cbdf632b0d41,2011
199,Al Horford,C,25,ATL,11,11,348,57,103,0.553,0,1,0.0,57,102,0.559,0.553,22,30,0.733,26,51,77,24,10,14,16,21,136,b21d8144-e255-442a-8c3f-2737727f9f38,2011
200,Dennis Horner,PF,23,NJN,8,0,22,1,4,0.25,0,1,0.0,1,3,0.333,0.25,3,4,0.75,2,3,5,0,0,0,1,1,5,07a6420e-4ec6-4c0e-96a6-c09340089ea2,2011
201,Dwight Howard,C,26,ORL,54,54,2070,416,726,0.573,0,7,0.0,416,719,0.579,0.573,281,572,0.491,200,585,785,104,81,116,175,159,1113,b89c8f21-0a6f-4c76-b5e8-b5775c73583b,2011
202,Josh Howard,SF,31,UTA,43,18,991,144,361,0.399,9,37,0.243,135,324,0.417,0.411,75,97,0.773,39,119,158,50,32,10,53,91,372,4f226b91-2fcf-453e-a6a9-0c9428bab7aa,2011
203,Juwan Howard,PF,38,MIA,28,0,190,17,55,0.309,0,0,0.0,17,55,0.309,0.309,8,10,0.8,18,29,47,10,4,1,20,18,42,186702f1-7e05-403b-a0c6-86d9fd01ddbd,2011
204,Lester Hudson,PG,27,TOT,16,0,334,62,162,0.383,16,64,0.25,46,98,0.469,0.432,34,41,0.829,7,39,46,36,14,3,32,26,174,ee511689-4845-4c44-a707-4335fb4e212f,2011
205,Larry Hughes,PG,33,ORL,9,0,114,5,22,0.227,1,7,0.143,4,15,0.267,0.25,1,2,0.5,1,4,5,7,2,0,12,10,12,cf96c6d7-ffa3-4052-a021-917f06944732,2011
206,Kris Humphries,PF,26,NJN,62,62,2162,323,671,0.481,0,0,0.0,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,dbea34b4-07f7-40b0-85f6-c638a4f07df6,2011
207,Serge Ibaka,PF,22,OKC,66,66,1792,262,490,0.535,1,3,0.333,261,487,0.536,0.536,78,118,0.661,193,305,498,28,33,241,79,179,603,036d5db1-0417-434e-bf2e-082491506b0e,2011
208,Andre Iguodala,SF,28,PHI,62,62,2209,287,632,0.454,76,193,0.394,211,439,0.481,0.514,121,196,0.617,56,325,381,339,107,30,115,92,771,bd56f727-1302-42ae-b243-bf6722378b35,2011
209,Kyrie Irving,PG,19,CLE,51,51,1558,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,6d2b90d8-a081-461e-bb70-05ec06577d87,2011
210,Royal Ivey,SG,30,OKC,34,0,354,26,73,0.356,18,53,0.34,8,20,0.4,0.479,1,8,0.125,1,23,24,10,14,0,9,36,71,5a03ab8a-1eb5-41b8-a1a5-340ac64deda5,2011
211,Jarrett Jack,PG,28,NOH,45,39,1530,266,583,0.456,39,112,0.348,227,471,0.482,0.49,129,148,0.872,23,153,176,285,31,9,106,93,700,39b03c06-4529-44dc-9e6f-4f23894ba9fe,2011
212,Reggie Jackson,PG,21,OKC,45,0,501,51,159,0.321,13,62,0.21,38,97,0.392,0.362,25,29,0.862,14,39,53,71,25,1,36,31,140,c5284b38-7b43-4425-9497-8c96dd2ffae7,2011
213,Stephen Jackson,SF,33,TOT,47,14,1212,159,425,0.374,49,170,0.288,110,255,0.431,0.432,94,114,0.825,22,141,163,118,54,13,103,99,461,4d7bdc64-458a-4f2e-8e0c-0c510f10a81e,2011
214,Damion James,SF,24,NJN,7,7,170,13,35,0.371,0,1,0.0,13,34,0.382,0.371,8,12,0.667,7,26,33,3,7,7,12,17,34,5bf7952c-42fe-4a2b-96f9-2f1b578ee2bd,2011
215,LeBron James,SF,27,MIA,62,62,2326,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,bedcfe40-c385-484d-85bc-e13eb14254ca,2011
216,Mike James,PG,36,CHI,11,0,120,20,49,0.408,6,10,0.6,14,39,0.359,0.469,7,8,0.875,2,8,10,29,4,2,14,20,53,bb2524c6-5ac8-43c1-87c8-623e34750b92,2011
217,Antawn Jamison,PF,35,CLE,65,65,2151,421,1044,0.403,91,267,0.341,330,777,0.425,0.447,185,271,0.683,123,285,408,131,51,43,90,164,1118,723063d2-7943-425a-b594-87715e7cb912,2011
218,Al Jefferson,C,27,UTA,61,61,2075,516,1048,0.492,1,4,0.25,515,1044,0.493,0.493,137,177,0.774,133,452,585,134,47,101,62,155,1170,0efc7b08-70c4-4468-912a-6345b7971a14,2011
219,Richard Jefferson,SF,31,TOT,63,44,1748,203,488,0.416,113,269,0.42,90,219,0.411,0.532,59,85,0.694,26,193,219,88,37,19,50,121,578,ae0878bd-1bac-4208-9e7f-77d7fd358a1f,2011
220,Jared Jeffries,PF,30,NYK,39,4,729,59,144,0.41,3,16,0.188,56,128,0.438,0.42,49,72,0.681,69,83,152,26,29,25,29,89,170,d463a9b1-da47-4ffb-90d5-ecf25f75b3be,2011
221,Charles Jenkins,PG,22,GSW,51,28,893,130,291,0.447,3,20,0.15,127,271,0.469,0.452,34,39,0.872,8,60,68,170,33,6,60,85,297,d8009afc-8a75-4568-af14-b21891befbec,2011
222,Brandon Jennings,PG,22,MIL,66,66,2331,469,1121,0.418,129,388,0.332,340,733,0.464,0.476,193,239,0.808,49,177,226,365,104,22,146,114,1260,c8f72661-f57d-4985-bc87-3d2848a88d09,2011
223,Jonas Jerebko,PF,24,DET,64,13,1468,212,453,0.468,32,106,0.302,180,347,0.519,0.503,100,124,0.806,96,212,308,43,41,21,66,162,556,8f62e2e6-4b2e-4f4a-bf84-ffde3efa5e2f,2011
224,Yi Jianlian,PF,24,DAL,30,0,203,31,82,0.378,3,10,0.3,28,72,0.389,0.396,14,21,0.667,12,37,49,5,7,8,14,23,79,365f7869-1214-434d-b0de-23c1e861406d,2011
225,Amir Johnson,PF,24,TOR,64,43,1553,196,340,0.576,2,5,0.4,194,335,0.579,0.579,58,84,0.69,149,259,408,79,33,69,94,209,452,49d36efa-34b1-4527-825b-0b8f65f20697,2011
226,Armon Johnson,PG,22,TOT,9,0,124,20,43,0.465,1,3,0.333,19,40,0.475,0.477,6,6,1.0,1,12,13,11,5,0,6,9,47,60e422d4-3498-4796-9d1f-436ef9b0f323,2011
227,Carldell Johnson,PG,29,NOH,15,0,119,11,35,0.314,4,15,0.267,7,20,0.35,0.371,1,3,0.333,1,8,9,22,8,0,7,11,27,73dd4652-b65f-4b84-9e95-fa2dd9b87114,2011
228,Chris Johnson,C,26,TOT,27,0,175,20,41,0.488,0,0,0.0,20,41,0.488,0.488,15,19,0.789,15,25,40,2,6,9,15,33,55,aa90d0f5-8912-4607-ac44-d54c33908951,2011
229,Ivan Johnson,PF,27,ATL,56,0,934,141,275,0.513,2,6,0.333,139,269,0.517,0.516,72,100,0.72,65,161,226,32,43,18,69,116,356,3d01b890-6e16-446f-916a-f248f8fc8359,2011
230,JaJuan Johnson,PF,22,BOS,36,0,298,54,121,0.446,0,0,0.0,54,121,0.446,0.446,6,9,0.667,20,38,58,6,5,14,14,25,114,8a8fb685-881f-4ea1-8319-bda3a1256e15,2011
231,James Johnson,SF,24,TOR,62,40,1561,233,518,0.45,19,60,0.317,214,458,0.467,0.468,81,115,0.704,74,218,292,122,71,84,101,177,566,783c912e-0998-4d1f-9884-0c69ecd9cbdf,2011
232,Joe Johnson,SG,30,ATL,60,60,2127,423,931,0.454,125,322,0.388,298,609,0.489,0.521,158,186,0.849,53,168,221,232,48,13,116,75,1129,813f81d6-73a3-46c4-8365-6991d1dd5a84,2011
233,Trey Johnson,SG,27,NOH,11,0,61,8,14,0.571,0,0,0.0,8,14,0.571,0.571,5,5,1.0,3,9,12,4,1,0,5,10,21,c2030104-267c-41c3-a312-e0e237abcb67,2011
234,Wesley Johnson,SF,24,MIN,65,64,1469,158,397,0.398,53,169,0.314,105,228,0.461,0.465,24,34,0.706,24,153,177,59,35,48,60,115,393,ce2c985e-e039-4740-85bd-11325448b337,2011
235,Dahntay Jones,SF,31,IND,65,3,1052,115,281,0.409,33,77,0.429,82,204,0.402,0.468,83,99,0.838,23,94,117,63,23,11,46,119,346,7a09163e-be6d-48e1-9a2a-7f0e068a0a22,2011
236,Dominique Jones,SG,23,DAL,33,1,268,29,73,0.397,1,8,0.125,28,65,0.431,0.404,29,37,0.784,9,35,44,42,10,5,28,28,88,fb052897-a2da-457a-a3ac-c52b7a3257f2,2011
237,James Jones,SG,31,MIA,51,10,666,57,150,0.38,46,114,0.404,11,36,0.306,0.533,25,30,0.833,6,43,49,19,17,9,10,45,185,73314c74-f00a-476f-aa94-e04bfc80d491,2011
238,Solomon Jones,C-PF,27,TOT,21,1,292,24,61,0.393,0,0,0.0,24,61,0.393,0.393,19,23,0.826,32,26,58,9,9,11,18,43,67,a4244a5a-3c3a-4a29-9eea-3678598de82c,2011
239,DeAndre Jordan,C,23,LAC,66,66,1798,206,326,0.632,0,1,0.0,206,325,0.634,0.632,74,141,0.525,202,344,546,17,30,134,74,189,486,da9bcc22-4307-42dc-8d51-12e8fba68c7a,2011
240,Jerome Jordan,C,25,NYK,21,0,108,17,33,0.515,0,0,0.0,17,33,0.515,0.515,8,10,0.8,14,13,27,4,1,6,2,15,42,2a78bf83-ff09-4e6e-94e6-379b403d9901,2011
241,Cory Joseph,PG,20,SAS,29,1,266,22,70,0.314,3,15,0.2,19,55,0.345,0.336,11,17,0.647,5,20,25,34,7,3,12,16,58,211054a5-5f23-40a0-bdc4-e5a1412327bf,2011
242,Chris Kaman,C,29,NOH,47,33,1372,266,597,0.446,0,0,0.0,266,597,0.446,0.446,84,107,0.785,89,275,364,101,25,77,129,106,616,b4149a63-9b66-4b75-bbcf-054dd01284ca,2011
243,Jason Kapono,SG,30,LAL,27,0,269,21,55,0.382,8,27,0.296,13,28,0.464,0.455,4,4,1.0,2,12,14,11,3,0,6,21,54,9676a674-d0ff-4ddd-b9be-ee46c1d069b3,2011
244,Jason Kidd,PG,38,DAL,48,48,1379,99,273,0.363,79,223,0.354,20,50,0.4,0.507,22,28,0.786,15,183,198,264,82,10,91,83,299,4f6cd300-77de-4617-918f-8ab84d906538,2011
245,Linas Kleiza,SF,27,TOR,49,3,1057,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,6699858e-1320-49fa-896c-8f35a7459242,2011
246,Brandon Knight,PG,20,DET,66,60,2129,319,769,0.415,105,276,0.38,214,493,0.434,0.483,104,137,0.759,33,178,211,251,49,10,171,154,847,1432ccfc-da69-4e42-b424-58ba13f05c1e,2011
247,Kyle Korver,SG,30,CHI,65,7,1469,178,412,0.432,118,271,0.435,60,141,0.426,0.575,55,66,0.833,26,133,159,112,36,15,53,110,529,8803f3ad-893e-4541-ba72-7be494dbf1c4,2011
248,Kosta Koufos,C,22,DEN,48,24,792,115,192,0.599,0,0,0.0,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,f68c2044-92de-4871-8134-a7704dda3587,2011
249,Carl Landry,PF,28,NOH,41,8,999,182,362,0.503,0,3,0.0,182,359,0.507,0.503,147,184,0.799,78,136,214,38,13,12,64,89,511,a0775fb8-6ab9-492c-8641-6fac0dab6953,2011
250,Ty Lawson,PG,24,DEN,61,61,2124,374,767,0.488,73,200,0.365,301,567,0.531,0.535,178,216,0.824,54,173,227,401,82,6,149,94,999,edadd7b6-3363-471e-abe5-cde829856b76,2011
