,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
14,Trevor Ariza,SF,24,HOU,72,71,2629,394,999,0.394,136,407,0.334,258,592,0.436,0.462,148,228,0.649,78,325,403,276,126,40,161,162,1072,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8,2009
15,Hilton Armstrong,PF-C,25,TOT,33,0,335,28,79,0.354,0,1,0.0,28,78,0.359,0.354,15,32,0.469,27,54,81,21,15,12,22,59,71,7c1c4973-356c-4ce5-8562-72f6bf5cfcaa,2009
16,Carlos Arroyo,PG,30,MIA,72,35,1585,178,375,0.475,7,25,0.28,171,350,0.489,0.484,76,90,0.844,26,104,130,225,36,6,54,102,439,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7,2009
17,Darrell Arthur,PF,21,MEM,32,1,457,63,146,0.432,0,1,0.0,63,145,0.434,0.432,17,30,0.567,37,73,110,15,14,14,22,60,143,11e3631c-7366-45a9-802b-0d08cee203a5,2009
18,Chucky Atkins,PG,35,DET,40,11,644,57,157,0.363,22,73,0.301,35,84,0.417,0.433,25,27,0.926,5,24,29,91,17,0,32,53,161,e3632248-9422-4a14-b67d-925115d53ce4,2009
19,Jeff Ayres,C,22,POR,39,4,405,43,65,0.662,0,0,0.0,43,65,0.662,0.662,18,20,0.9,25,73,98,1,7,16,12,76,104,d265bd90-ecca-4dfc-86d6-a3e514c1dd87,2009
20,Kelenna Azubuike,SF,26,GSW,9,7,231,48,88,0.545,10,27,0.37,38,61,0.623,0.602,19,28,0.679,12,29,41,10,5,9,7,16,125,fd4e4b50-6a4d-4133-a615-8a2d3b5b5ef2,2009
21,Renaldo Balkman,SF,25,DEN,13,1,91,6,18,0.333,0,7,0.0,6,11,0.545,0.333,2,6,0.333,4,19,23,7,8,2,6,16,14,2e81b2b9-66ed-4ce3-bf70-a8ebffe01d68,2009
22,Marcus Banks,PG,28,TOR,22,0,244,39,73,0.534,7,24,0.292,32,49,0.653,0.582,24,29,0.828,3,20,23,26,12,2,20,30,109,32c4ea5d-d2cb-41b0-9b43-28497e1fab0c,2009
23,Leandro Barbosa,PG,27,PHO,44,5,786,155,365,0.425,44,136,0.324,111,229,0.485,0.485,64,73,0.877,11,58,69,64,23,12,46,71,418,d5e4a8c9-8695-429f-84c0-c83d674b4c39,2009
24,Andrea Bargnani,PF,24,TOR,80,80,2799,537,1143,0.47,121,325,0.372,416,818,0.509,0.523,181,234,0.774,105,388,493,93,25,111,120,215,1376,7e4026de-4aa5-4497-9b9d-634a3a739dbc,2009
25,Matt Barnes,SF,29,ORL,81,58,2097,271,557,0.487,66,207,0.319,205,350,0.586,0.546,108,146,0.74,106,339,445,134,59,30,112,185,716,7a9a28d7-3b17-419a-89f7-bb1c605c0337,2009
26,Earl Barron,C,28,NYK,7,6,232,30,68,0.441,0,0,0.0,30,68,0.441,0.441,22,29,0.759,31,46,77,8,4,4,11,24,82,351d623b-e778-40e2-8f4c-f9235753af80,2009
27,Brandon Bass,PF,24,ORL,50,3,648,119,233,0.511,0,0,0.0,119,233,0.511,0.511,52,63,0.825,54,73,127,19,12,27,31,69,290,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27,2009
28,Tony Battie,C,33,NJN,15,0,134,14,40,0.35,1,4,0.25,13,36,0.361,0.363,7,10,0.7,4,19,23,3,4,2,3,19,36,b867608b-3f21-40b3-83dd-349f974f7990,2009
29,Shane Battier,SG,31,HOU,67,62,2168,178,447,0.398,101,279,0.362,77,168,0.458,0.511,77,106,0.726,74,238,312,164,53,76,64,139,534,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,2009
30,Nicolas Batum,SF,21,POR,37,25,918,139,268,0.519,54,132,0.409,85,136,0.625,0.619,43,51,0.843,32,109,141,44,24,25,27,83,375,b81297e1-4063-4e09-aed3-98096249002b,2009
31,Jerryd Bayless,SG,21,POR,74,11,1304,200,483,0.414,29,92,0.315,171,391,0.437,0.444,201,242,0.831,18,102,120,172,26,5,94,152,630,b8667997-e0e0-407a-835a-0608faa1cffb,2009
32,Michael Beasley,PF,21,MIA,78,78,2328,468,1040,0.45,28,102,0.275,440,938,0.469,0.463,192,240,0.8,123,375,498,100,80,49,131,221,1156,1fce88ac-f9aa-49c1-ae37-08a14856dfa2,2009
33,Rodrigue Beaubois,PG,21,DAL,56,16,700,155,299,0.518,45,110,0.409,110,189,0.582,0.594,42,52,0.808,12,66,78,74,29,12,54,84,397,5ef56eb5-e898-4d06-bd88-ab9773620ce9,2009
34,Marco Belinelli,SG,23,TOR,66,1,1121,154,379,0.406,60,158,0.38,94,221,0.425,0.485,101,121,0.835,14,81,95,89,42,5,60,80,469,9cb10600-9d1c-4cf6-8117-0b4677aeb30c,2009
35,Charlie Bell,SG,30,MIL,71,39,1611,169,443,0.381,73,200,0.365,96,243,0.395,0.464,48,67,0.716,31,101,132,104,39,12,54,136,459,2b18f4bd-d9b6-4597-9ee5-55d17e94ee35,2009
36,Raja Bell,SG,33,TOT,6,5,180,28,61,0.459,12,27,0.444,16,34,0.471,0.557,3,3,1.0,5,18,23,13,4,2,5,15,71,cde9e15c-aad3-42e1-9cc2-24d8f8eeb530,2009
37,Jonathan Bender,SF,29,NYK,25,1,292,40,100,0.4,14,39,0.359,26,61,0.426,0.47,24,26,0.923,15,37,52,16,2,17,28,33,118,fb9e592f-db4e-4c82-b0b8-0a087a94d09b,2009
38,Mike Bibby,PG,31,ATL,80,80,2195,268,644,0.416,126,324,0.389,142,320,0.444,0.514,68,79,0.861,20,164,184,310,67,3,90,157,730,ce4021d2-8318-4b80-88c3-70c6b08f30ec,2009
39,Chauncey Billups,PG,33,DEN,73,73,2490,402,962,0.418,157,407,0.386,245,555,0.441,0.499,466,512,0.91,25,203,228,409,82,9,177,153,1427,7a09dda4-5980-4115-b1c8-bde37d6b4d12,2009
40,DeJuan Blair,PF,20,SAS,82,23,1494,275,495,0.556,0,2,0.0,275,493,0.558,0.556,88,161,0.547,200,326,526,65,50,39,112,224,638,d4d70650-9092-4d52-9815-1080e6798484,2009
41,Steve Blake,PG,29,TOT,80,38,2159,217,522,0.416,116,294,0.395,101,228,0.443,0.527,36,48,0.75,21,166,187,380,58,6,128,123,586,1239a758-90d2-47e1-bc59-d2d3d856d761,2009
42,Andray Blatche,PF,23,WAS,81,36,2256,478,999,0.478,13,44,0.295,465,955,0.487,0.485,174,234,0.744,158,351,509,170,85,71,182,218,1143,6bebc7ba-fabc-4333-8834-fb1ffb444650,2009
43,Keith Bogans,SF,29,SAS,79,50,1559,120,298,0.403,70,196,0.357,50,102,0.49,0.52,37,50,0.74,25,151,176,95,45,12,53,156,347,8c954282-64f2-4b29-be3a-f613f4999a3f,2009
44,Andrew Bogut,C,25,MIL,69,69,2229,473,910,0.52,0,2,0.0,473,908,0.521,0.52,149,237,0.629,208,493,701,127,39,175,131,222,1095,d96147fc-88ce-422f-b440-0fc011fac2d5,2009
45,Matt Bonner,PF,29,SAS,65,8,1161,166,372,0.446,90,231,0.39,76,141,0.539,0.567,35,48,0.729,52,162,214,68,30,24,39,109,457,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a,2009
46,Josh Boone,PF,25,NJN,63,28,1045,117,223,0.525,0,0,0.0,117,223,0.525,0.525,19,58,0.328,124,191,315,29,30,48,37,111,253,80c14ec3-efd0-4140-bab7-392754cc43b9,2009
47,Carlos Boozer,PF,28,UTA,78,78,2673,617,1098,0.562,0,0,0.0,617,1098,0.562,0.562,285,384,0.742,181,693,874,247,84,36,212,270,1519,ff148c20-a1b1-444c-9f51-c2f202a6a397,2009
48,Chris Bosh,C,25,TOR,70,70,2526,600,1158,0.518,8,22,0.364,592,1136,0.521,0.522,470,590,0.797,205,554,759,166,43,68,169,170,1678,ce7ae779-d64a-4736-86b2-4184fd5871fb,2009
49,Ryan Bowen,SF,34,OKC,1,0,8,1,1,1.0,0,0,0.0,1,1,1.0,1.0,2,2,1.0,1,1,2,0,1,0,0,2,4,b0c32737-0075-4029-9456-d4709971b8d1,2009
50,Earl Boykins,PG,33,WAS,67,1,1117,172,403,0.427,19,60,0.317,153,343,0.446,0.45,77,89,0.865,17,58,75,171,24,3,69,48,440,f926e81f-3df9-4cc8-8885-1a5cb77ece58,2009
51,Elton Brand,PF,30,PHI,76,57,2297,412,858,0.48,0,1,0.0,412,857,0.481,0.48,172,233,0.738,179,282,461,109,82,80,131,232,996,992a6106-25bb-4542-a824-1ab30a90ff3a,2009
52,Corey Brewer,SG,23,MIN,82,82,2482,409,949,0.431,82,237,0.346,327,712,0.459,0.474,166,256,0.648,70,209,279,193,117,29,164,224,1066,100fd516-b358-4452-97ae-b8d77d2194f3,2009
53,Ronnie Brewer,SG,24,TOT,58,53,1742,209,429,0.487,8,31,0.258,201,398,0.505,0.497,85,133,0.639,45,142,187,154,91,15,53,80,511,e356dfc0-eb85-446c-817e-02a411ac1c1d,2009
54,Jon Brockman,PF,22,SAC,52,4,654,55,103,0.534,0,0,0.0,55,103,0.534,0.534,37,62,0.597,105,108,213,22,15,5,23,115,147,58af1384-7e52-4cf8-8d63-aa6611fe2e3d,2009
55,Aaron Brooks,PG,25,HOU,82,82,2919,575,1331,0.432,209,525,0.398,366,806,0.454,0.511,245,298,0.822,54,161,215,434,69,14,232,199,1604,057c226a-33e5-4e89-aa24-6ea9fca8e8df,2009
56,Bobby Brown,PG,25,TOT,45,0,519,88,237,0.371,26,98,0.265,62,139,0.446,0.426,13,15,0.867,9,29,38,88,15,1,46,42,215,29c639a9-3e78-4399-9ad2-15d9859f29fa,2009
57,Derrick Brown,SF,22,CHA,57,0,535,68,147,0.463,2,7,0.286,66,140,0.471,0.469,48,72,0.667,31,47,78,19,21,10,19,53,186,454cf071-4c39-4456-a4b7-98a44fd348c4,2009
58,Devin Brown,SG,31,TOT,50,37,1060,136,361,0.377,58,164,0.354,78,197,0.396,0.457,69,86,0.802,29,95,124,65,33,6,62,72,399,b1ba3ee5-e51a-4137-93fc-a89f384be97b,2009
59,Kwame Brown,C,27,DET,48,1,660,62,124,0.5,0,1,0.0,62,123,0.504,0.5,33,98,0.337,53,124,177,22,15,12,43,93,157,ee2a70fa-8405-4932-9ab5-d18c723217bb,2009
60,Shannon Brown,SG,24,LAL,82,7,1700,253,592,0.427,62,189,0.328,191,403,0.474,0.48,99,121,0.818,30,153,183,108,57,31,67,129,667,522f50e0-a99e-424a-b7bb-4a10a98e5c56,2009
61,Kobe Bryant,SG,31,LAL,73,73,2835,716,1569,0.456,99,301,0.329,617,1268,0.487,0.488,439,541,0.811,78,313,391,365,113,20,233,187,1970,825ab381-2ad5-4685-98b9-93b318bd37da,2009
62,Chase Budinger,SF,21,HOU,74,4,1488,249,565,0.441,92,249,0.369,157,316,0.497,0.522,67,87,0.77,38,182,220,88,34,11,48,85,657,34bb419e-c14d-474e-b2df-28944f5c02aa,2009
63,Caron Butler,SF-SG,29,TOT,74,74,2783,450,1051,0.428,42,145,0.29,408,906,0.45,0.448,264,315,0.838,104,357,461,156,116,24,160,193,1206,b9856f28-e40d-41b5-b3b9-1e191f7460b2,2009
64,Rasual Butler,SF,30,LAC,82,64,2702,356,870,0.409,145,432,0.336,211,438,0.482,0.493,122,145,0.841,39,201,240,116,36,68,79,121,979,58c5e74e-a940-4c9b-bf4e-81b4c3fb24ce,2009
65,Andrew Bynum,C,22,LAL,65,65,1977,392,688,0.57,0,1,0.0,392,687,0.571,0.57,193,261,0.739,177,364,541,68,35,94,115,193,977,14bbb9e0-f7bd-445a-97ef-29c1ae7dae2c,2009
66,Will Bynum,PG,27,DET,63,20,1667,237,534,0.444,12,55,0.218,225,479,0.47,0.455,142,178,0.798,24,118,142,283,55,7,115,143,628,5123cac4-cc2b-471d-a1f9-1597f49753dd,2009
67,Marcus Camby,PF-C,35,TOT,74,74,2314,238,501,0.475,2,7,0.286,236,494,0.478,0.477,78,122,0.639,249,622,871,186,95,146,91,161,556,daabe87b-5399-40dc-9a97-5c08300da5a5,2009
68,Brian Cardinal,PF,32,MIN,29,0,267,14,36,0.389,3,9,0.333,11,27,0.407,0.431,17,18,0.944,7,22,29,24,9,3,7,56,48,08533fc6-e4a2-4e07-8785-e3987f094b8c,2009
69,Rodney Carney,SG,25,PHI,68,0,857,113,282,0.401,41,135,0.304,72,147,0.49,0.473,52,63,0.825,26,111,137,37,25,20,21,79,319,6859ace3-bd24-41e2-b6c1-6ec5eca6a0b5,2009
70,DeMarre Carroll,SF,23,MEM,71,1,795,88,222,0.396,0,6,0.0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,bd1ced90-d570-4d1e-98b6-3b1ddfba94fb,2009
71,Matt Carroll,SG,29,DAL,25,0,121,18,50,0.36,4,19,0.211,14,31,0.452,0.4,6,6,1.0,4,8,12,6,5,0,7,13,46,b802b148-2864-4cbd-9118-dbab3b3baf4e,2009
72,Anthony Carter,PG,34,DEN,54,7,859,76,181,0.42,17,63,0.27,59,118,0.5,0.467,11,13,0.846,17,72,89,160,39,13,58,72,180,72207067-db52-4aa0-8f3f-4b88d7a7f5f2,2009
73,Vince Carter,SG,33,ORL,75,74,2310,434,1015,0.428,119,324,0.367,315,691,0.456,0.486,257,306,0.84,33,260,293,236,53,18,106,189,1244,96046c84-d179-44f1-976e-f81afa46108f,2009
74,Omri Casspi,SF,21,SAC,77,31,1931,300,672,0.446,75,203,0.369,225,469,0.48,0.502,117,174,0.672,75,274,349,95,54,17,98,125,792,d01ed97d-a653-4fdc-989b-16857f353c85,2009
75,Mario Chalmers,PG,23,MIA,73,22,1807,182,454,0.401,75,236,0.318,107,218,0.491,0.483,82,110,0.745,25,110,135,246,91,12,123,175,521,2b64f7fc-1e1e-4f9b-ae76-4f06d31b211c,2009
76,Tyson Chandler,C,27,CHA,51,27,1163,109,190,0.574,0,0,0.0,109,190,0.574,0.574,115,157,0.732,114,206,320,16,17,55,91,138,333,0c588c9f-a494-458c-977d-9bb060491882,2009
77,Wilson Chandler,SG,22,NYK,65,64,2320,412,860,0.479,40,150,0.267,372,710,0.524,0.502,129,160,0.806,93,255,348,138,46,49,108,184,993,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe,2009
78,Earl Clark,PF,22,PHO,51,0,383,56,151,0.371,2,5,0.4,54,146,0.37,0.377,26,36,0.722,18,44,62,21,7,13,23,25,140,e5d84e8e-3bc9-4122-9975-2045fe73427a,2009
79,Jarron Collins,C,31,PHO,34,10,261,12,31,0.387,0,0,0.0,12,31,0.387,0.387,10,25,0.4,22,40,62,6,2,3,10,42,34,820b17e5-2b73-4b01-992e-2d40d6de3bfc,2009
80,Jason Collins,C,31,ATL,24,0,115,8,23,0.348,0,1,0.0,8,22,0.364,0.348,0,2,0.0,5,9,14,4,3,2,5,21,16,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e,2009
81,Mardy Collins,SG,25,LAC,43,0,470,47,128,0.367,4,17,0.235,43,111,0.387,0.383,13,21,0.619,13,37,50,44,23,1,32,45,111,b18d4d00-a094-40e2-b6f5-696315283a91,2009
82,Darren Collison,PG,22,NOH,76,37,2109,376,789,0.477,46,115,0.4,330,674,0.49,0.506,148,174,0.851,41,151,192,432,78,4,202,92,946,49303ecb-8557-41e4-a43c-09b5d24edecd,2009
83,Nick Collison,C,29,OKC,75,5,1557,182,309,0.589,1,4,0.25,181,305,0.593,0.591,74,107,0.692,152,232,384,38,37,48,63,230,439,20b890b1-5852-4e93-afd5-192bc63a17e0,2009
84,Mike Conley,PG,22,MEM,80,80,2569,369,830,0.445,82,212,0.387,287,618,0.464,0.494,139,187,0.743,30,161,191,425,109,12,170,178,959,ebc02828-465d-4985-90df-4facae97337a,2009
85,Will Conroy,PG,27,HOU,5,0,36,3,10,0.3,0,3,0.0,3,7,0.429,0.3,0,2,0.0,0,3,3,7,0,0,4,5,6,b22d8ef7-70c0-41b5-8c54-e6adb24d49cc,2009
86,Brian Cook,PF,29,HOU,15,0,44,7,23,0.304,2,9,0.222,5,14,0.357,0.348,5,7,0.714,1,8,9,1,0,2,6,5,21,e6a5c010-7607-44bf-81f9-3c5b80e9a264,2009
87,Daequan Cook,SG,22,MIA,45,3,691,81,253,0.32,40,126,0.317,41,127,0.323,0.399,21,25,0.84,9,73,82,43,14,10,24,50,223,38a9e8cb-ddb5-4c15-b2c0-77f937bb270e,2009
88,Jamal Crawford,SG,29,ATL,79,0,2460,496,1105,0.449,163,427,0.382,333,678,0.491,0.523,270,315,0.857,34,167,201,238,61,12,137,132,1425,70633ba1-a422-425a-9f14-b65fc0aea757,2009
89,Dante Cunningham,PF,22,POR,63,2,707,106,214,0.495,0,2,0.0,106,212,0.5,0.495,31,48,0.646,54,106,160,14,24,22,15,97,243,9ead8a14-508e-4b0f-bb2e-5d7ca123fca8,2009
90,Eddy Curry,C,27,NYK,7,0,62,8,21,0.381,0,0,0.0,8,21,0.381,0.381,10,17,0.588,4,9,13,0,0,1,13,13,26,46da6da0-5491-4b44-a1ee-0c8dc6b9673e,2009
91,JamesOn Curry,PG,24,LAC,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,862c2f96-53d8-48a8-a4a3-9380534aa8dd,2009
92,Stephen Curry,PG,21,GSW,80,77,2896,528,1143,0.462,166,380,0.437,362,763,0.474,0.535,177,200,0.885,48,308,356,472,152,19,243,252,1399,9c7a1a07-4978-474c-b472-3cb227f9e4cf,2009
93,Samuel Dalembert,C,28,PHI,82,80,2124,285,523,0.545,0,0,0.0,285,523,0.545,0.545,97,133,0.729,239,545,784,64,42,151,123,252,667,6712c841-c113-4333-9925-98f952093c43,2009
94,Erick Dampier,C,34,DAL,55,47,1280,133,213,0.624,1,3,0.333,132,210,0.629,0.627,61,101,0.604,128,272,400,31,15,77,61,153,328,c31ab4d8-7d51-4157-a534-1648d05c4c27,2009
95,Marquis Daniels,SF,29,BOS,51,4,937,124,249,0.498,6,28,0.214,118,221,0.534,0.51,34,56,0.607,27,68,95,66,27,6,42,91,288,292f83b6-26cc-419f-9f29-14b321a1590c,2009
96,Baron Davis,PG,30,LAC,75,73,2523,412,1015,0.406,82,296,0.277,330,719,0.459,0.446,239,291,0.821,52,214,266,598,126,43,211,210,1145,526e351a-8d16-41df-9162-83221df6ec56,2009
97,Glen Davis,PF,24,BOS,54,1,933,122,279,0.437,0,4,0.0,122,275,0.444,0.437,96,138,0.696,101,104,205,35,21,14,53,132,340,6539ac92-659c-4dcc-bd42-af5a6f285006,2009
98,Paul Davis,PF,25,WAS,2,0,8,2,4,0.5,0,0,0.0,2,4,0.5,0.5,1,2,0.5,0,0,0,3,0,1,0,0,5,bd0860e5-59ad-41be-9982-39f9b9749451,2009
99,Ricky Davis,SF,30,LAC,36,2,499,62,143,0.434,16,42,0.381,46,101,0.455,0.49,18,31,0.581,10,47,57,39,11,3,29,39,158,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,2009
100,Austin Daye,SF,21,DET,69,4,915,137,295,0.464,29,95,0.305,108,200,0.54,0.514,46,56,0.821,34,140,174,34,25,26,48,114,349,cc564120-76a1-4c4d-84de-9d9c36970b50,2009
101,Carlos Delfino,SF,27,MIL,75,66,2279,299,732,0.408,134,365,0.367,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825,e055c055-2596-4d0c-91e5-6ed6d0feb9fa,2009
102,Luol Deng,SF,24,CHI,70,69,2651,473,1014,0.466,32,83,0.386,441,931,0.474,0.482,252,330,0.764,131,381,512,143,66,61,134,129,1230,8fc3eccc-a295-4ff3-84aa-59e2f2695930,2009
103,DeMar DeRozan,SG,20,TOR,77,65,1664,255,512,0.498,4,16,0.25,251,496,0.506,0.502,148,194,0.763,66,157,223,53,43,18,62,176,662,141a79e7-f673-4236-8db0-52be30402aaf,2009
104,Boris Diaw,PF,27,CHA,82,82,2906,373,773,0.483,66,206,0.32,307,567,0.541,0.525,113,147,0.769,131,293,424,325,60,57,178,219,925,09bab5e3-f790-4001-aa34-0e4eb79d2c47,2009
105,Yakhouba Diawara,SG,27,MIA,6,2,44,2,10,0.2,1,6,0.167,1,4,0.25,0.25,0,0,0.0,1,3,4,3,1,0,3,8,5,9be5d7c6-b5ca-43c0-98f6-44b242628bbe,2009
106,Travis Diener,PG,27,TOT,9,0,51,2,10,0.2,1,7,0.143,1,3,0.333,0.25,1,4,0.25,0,3,3,8,4,0,0,2,6,62d56d18-0a95-4498-833d-ffde2ce16e03,2009
107,DeSagana Diop,C,28,CHA,27,0,262,15,29,0.517,0,0,0.0,15,29,0.517,0.517,2,9,0.222,24,41,65,5,5,14,12,31,32,036d4cfa-f2bb-4d15-a5d3-9770671c75dd,2009
108,Keyon Dooling,PG,29,NJN,53,8,971,129,324,0.398,59,157,0.376,70,167,0.419,0.489,47,61,0.77,8,46,54,135,34,0,59,82,364,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8,2009
109,Joey Dorsey,PF,26,TOT,15,0,106,9,20,0.45,0,0,0.0,9,20,0.45,0.45,5,12,0.417,16,27,43,2,3,2,6,21,23,62dabef0-b8b0-4837-b753-03e154751589,2009
110,Toney Douglas,PG,23,NYK,56,12,1087,179,391,0.458,68,175,0.389,111,216,0.514,0.545,55,68,0.809,40,68,108,112,42,3,55,116,481,22704e9f-9824-4f2a-aaa0-218ebc28e1cc,2009
111,Chris Douglas-Roberts,SF,23,NJN,67,38,1730,255,573,0.445,14,54,0.259,241,519,0.464,0.457,133,157,0.847,45,153,198,93,55,19,97,101,657,8692654c-7d4f-4f30-b172-adb7869f9388,2009
112,Jared Dudley,SF,24,PHO,82,1,1991,225,490,0.459,120,262,0.458,105,228,0.461,0.582,104,138,0.754,99,182,281,115,81,16,68,162,674,f28ab262-881f-4675-8200-d5e15f93195e,2009
113,Chris Duhon,PG,27,NYK,67,59,2072,168,451,0.373,90,258,0.349,78,193,0.404,0.472,68,95,0.716,28,150,178,378,59,3,110,83,494,9ebbccdc-f8b3-48e5-a4f0-c97e3c130f0a,2009
114,Tim Duncan,C,33,SAS,78,77,2438,561,1082,0.518,2,11,0.182,559,1071,0.522,0.519,271,374,0.725,221,567,788,246,45,117,140,152,1395,12b9fb27-2178-4f65-9099-9764b863e4df,2009
115,Mike Dunleavy,SF,29,IND,67,15,1486,229,558,0.41,75,236,0.318,154,322,0.478,0.478,133,158,0.842,25,211,236,103,38,15,72,105,666,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,2009
116,Kevin Durant,SF,21,OKC,82,82,3239,794,1668,0.476,128,351,0.365,666,1317,0.506,0.514,756,840,0.9,105,518,623,231,112,84,271,171,2472,5dde60a0-ddd0-444a-a30d-af49c13df613,2009
117,Wayne Ellington,SG,22,MIN,76,1,1384,190,448,0.424,64,162,0.395,126,286,0.441,0.496,61,70,0.871,33,126,159,74,20,5,74,72,505,6f7f81f9-6dea-4e90-a93d-f92089f0b816,2009
118,Monta Ellis,SG,24,GSW,64,64,2647,631,1406,0.449,77,228,0.338,554,1178,0.47,0.476,292,388,0.753,47,210,257,340,143,25,244,189,1631,093a6167-7bc2-465f-9599-18e6cf580400,2009
119,Francisco Elson,C,33,TOT,12,0,66,5,15,0.333,0,0,0.0,5,15,0.333,0.333,2,5,0.4,6,8,14,2,1,0,1,7,12,9a076bc2-3a18-47cd-b09f-bd82510744ac,2009
120,Maurice Evans,SF,31,ATL,79,5,1317,175,393,0.445,57,169,0.337,118,224,0.527,0.518,46,61,0.754,59,95,154,48,34,17,20,125,453,8f4d3005-dfdb-4b89-adad-45606cd618dd,2009
121,Reggie Evans,PF,29,TOR,28,1,311,34,69,0.493,0,0,0.0,34,69,0.493,0.493,27,60,0.45,30,75,105,8,14,4,22,44,95,cda072e5-f641-455a-b94b-634016d003a6,2009
122,Tyreke Evans,SG,20,SAC,72,72,2677,533,1165,0.458,36,141,0.255,497,1024,0.485,0.473,348,465,0.748,66,314,380,414,109,26,216,204,1450,defd7777-7c04-4db1-a54b-f91dc61d1c6b,2009
123,Jordan Farmar,PG,23,LAL,82,0,1474,224,515,0.435,86,229,0.376,138,286,0.483,0.518,57,85,0.671,14,117,131,127,52,11,72,109,591,a359f19d-03f0-4f57-bffb-b2953c63de15,2009
