,player,uuid
753,Stephon Marbury,49401b77-f61b-4893-84a9-9fcb6c460515
754,Shane Heal,0891ddaa-83d0-49bb-8033-92e9ac60390a
755,Dean Garrett,78a68864-dd53-427d-ac97-3f4c859a955f
756,Virginijus Praskevicius,9080be17-a91e-4b7b-b844-60c99a2b50ed
757,Allen Iverson,bd09a88b-9e70-4aaa-8101-9fdaaa7ef878
758,Mark Bradtke,c0a8b8b6-279a-4012-9168-c8ef4175ca7d
759,Mark Hendrickson,0064e7c1-e803-4fe7-a6aa-12fa4e803fa6
760,Lorenzen Wright,bab51822-a357-43c7-956a-e988098dc9e7
761,Martin Muursepp,c5fdcbe5-9e14-4351-9e08-7171ea02d79c
762,Voshon Lenard,801d210f-0f85-431c-b98a-3cc8302540a4
763,Tony Farmer,55e5263a-8da2-4471-b34c-ddd1ea93cc9c
764,James Scott,9fffcb6f-ea78-48d3-bcb8-d56465be20a5
765,Darvin Ham,718892b9-e80a-40ef-9a95-c00f6608ee77
766,Tony Delk,5002a175-a18d-4000-a34f-611921f3f8be
767,Anthony Goldwire,48b56c82-2f23-4b74-bad9-0234cbd26343
768,Malik Rose,b21b3fd5-9881-4b62-bff1-4c185eba3f61
769,Carlos Strong,a656ad18-e252-45d0-b225-78b94079c8ca
770,Vitaly Potapenko,eebffde7-e099-46b7-b652-f9a578a6c369
771,Zydrunas Ilgauskas,de4d2b63-1ed2-4e1a-8669-c886bb1cdcf0
772,Shawnelle Scott,dced28c5-4c1b-401e-b3f1-7c7500c4d058
773,Carl Thomas,3686038b-d761-44ce-914b-fcb1d7a3a251
774,Reggie Geary,96596d55-ad0a-4874-bed5-b9a8c904c3a3
775,Marcus Camby,daabe87b-5399-40dc-9a97-5c08300da5a5
776,Donald Whiteside,65449bf6-681b-461a-912d-c6e801ee171b
777,Shareef Abdur-Rahim,fe3dd58a-1354-44f3-8d09-e6c39cb1cca5
778,Roy Rogers,25a8e17f-b28d-43f2-8692-c767517eb790
779,Chris Robinson,3afe73b0-1a39-44dc-816a-d00fd4c99fdc
780,Keith Booth,8a9c5b21-136f-4fd6-b13f-e85716ccd18a
781,Johnny Taylor,df432db2-89c9-48fc-9811-6762d9dfdd17
782,Jason Lawson,c02a69a4-e779-4d63-9f44-cfb16283e8ca
783,Rick Brunson,736965ff-f60f-4ca6-95a4-f7d7fbe55aa0
784,God Shammgod,9b7061df-e9f2-4703-9ee5-b2efa207245a
785,Austin Croshere,ae83a672-c6be-4244-ba60-d87e113250b9
786,Etdrick Bohannon,99c43a47-8c0e-495a-9ca3-855395ab2499
787,Mark Pope,15df7021-a99c-4e32-bf37-babdd7f71a19
788,Ron Riley,97a0a191-94ae-4895-9b57-83038f9decba
789,Todd Lindeman,cd99497c-8882-4c47-bcba-7fd7b609ab6b
790,Tim Duncan,12b9fb27-2178-4f65-9099-9764b863e4df
791,James Cotton,bdff5635-c3af-49e3-8e85-3915f48b3583
792,Horacio Llamas Grey,f597ee86-4ce6-4881-982b-41bef4eec4c0
793,William Cunningham,eb7f5bcc-ab8d-4eae-94b9-84cb20bb01a1
794,Shea Seals,006a7c95-b95f-41e8-a549-ed0f0e74600a
795,DeJuan Wheat,eef6407e-aefa-4b57-8b89-cf0b1a9c334b
796,Malcolm Huckaby,27015e6c-70e3-499a-964c-ade53ea9df20
797,Ruben Nembhard,4b421c79-a6a6-4cf2-9bd3-5f23aaad301f
798,Patrick Savoy,121c6229-7656-4c20-919c-8fad116cf13a
799,Adonal Foyle,69a2b506-09ad-4a30-8c2b-3b743e94f62d
800,Tim Thomas,b5a9cb99-e6f7-44ce-9471-fa6afd69ad85
801,Anthony Parker,08ab7c57-50b6-48f2-97a4-9432fd6f22f1
802,Kebu Stewart,91a6918a-68ae-4847-983c-7cd057d1010e
803,Marko Milic,caa065d2-8433-4469-8bd6-5fc77e1683c7
804,Ed Gray,152dd452-78eb-4777-9fd4-564a08b258bc
805,Chris Crawford,1b274396-10a8-4aa2-9e16-9484bb789aca
806,Tariq Abdul-Wahad,d3ad96a8-d57e-48a4-8761-1189f295c316
807,Lawrence Funderburke,b52b1506-48ec-4f4c-9582-bcaaf71dc675
808,Anthony Johnson,9cbaf2c1-3376-4e6e-b351-4a865aa0e712
809,Michael Stewart,5e5d530d-5954-4bfa-8080-aac564ece675
810,Derek Grimm,58a81816-5e43-411b-83fa-211b493c9c12
811,Jacque Vaughn,607467c1-189f-43cc-bda6-69fe943e756f
812,Troy Hudson,4ee1594b-0740-48fe-bbb1-e0f252e4a70c
813,Keith Van Horn,cd16449f-11ef-45f3-b6ae-e21c996ab006
814,Rodrick Rhodes,225f9b03-ef40-4591-ac44-ce36e71fb7b3
815,Joe Stephens,356aa39c-4862-4ba5-9d18-218f2c4dd2a6
816,Serge Zwikker,34a4aaca-10c0-4c49-9763-4ec5acb3b910
817,Paul Grant,9503b596-6185-4fd4-95ab-6aa00bda9896
818,Kelvin Cato,909ae863-05ac-4c22-b009-9caeda539a53
819,Alvin Williams,830445db-5ef7-4947-bbc8-42678130f7d0
820,Chris Anstey,17a4d147-d91d-4cd0-893b-1e5252fb2fb0
821,Kevin Ollie,e88f48a6-1b02-4f56-98f8-5c93b0ea26b7
822,Bubba Wells,4bc25877-148b-4a51-b129-7b5c5326b18e
823,Adrian Custis,55a9d31e-4868-42c4-bb05-cd7bfd765adb
824,Corey Beck,023cff1f-dd34-4061-b678-936242f22830
825,Travis Williams,5c8dabb4-f92c-4bd6-9c62-6671f5498638
826,Chauncey Billups,7a09dda4-5980-4115-b1c8-bde37d6b4d12
827,Ron Mercer,0107bb6f-3ff2-4186-a3df-7c7ab8452b4f
828,John Thomas,c729a5cc-3f2f-483e-995e-bd6a0c438f2c
829,Bruce Bowen,c818a730-e15e-42bb-a276-fa305e6c0125
830,Derek Anderson,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259
831,Brevin Knight,7a60d7cd-1ff7-4876-8b59-dee90d519afa
832,Cedric Henderson,6949c2a7-8332-4ffc-ae87-420ee1f5e2c2
833,Tony Battie,b867608b-3f21-40b3-83dd-349f974f7990
834,Danny Fortson,e463ac7a-f596-4237-b6f1-4e3779539705
835,Bobby Jackson,649f1b35-874d-47c0-93fa-abfbc73fb520
836,Eric Washington,38e40463-bd3e-46d1-a91f-257917fe71d0
837,Jerald Honeycutt,4e748f8d-092e-4b05-a9ff-ecba34ec5465
838,Jamie Feick,834765e5-153d-482f-90e2-cb265c18fede
839,Jeff Nordgaard,a7c33131-7475-4e33-ba04-39e4dba46a31
840,Antonio Daniels,3a923594-ba80-45fa-9bf3-d76f56fb16a0
841,Scot Pollard,06a1fe8c-da22-472a-a9e6-a10db81a51cd
842,Charles O'Bannon,8ebbab53-139a-4c01-86ac-2e2af7a02d00
843,Tracy McGrady,50fe8196-017f-4587-90e5-12e32a204930
844,Ed Stokes,d8daab39-744f-4b5f-b7c1-5d14d57f227c
845,Chris Garner,e982520a-a98f-4ef1-8f26-0af93d46246a
846,Keith Closs,e6f2a510-ef1a-4d9e-a066-d8b219b3e781
847,Maurice Taylor,3edd3bea-32dc-4e98-b73f-218df2664378
848,James Collins,14617b67-c79e-4739-a5cd-6cbde19ac1df
849,Nate Huffman,c2a9b434-386c-43fc-85de-1820927bc3fb
850,Mirsad Turkcan,699546b6-2a11-466c-978d-1c837754043b
851,Bonzi Wells,794b91a7-20a9-43df-a579-89ad70cd1e45
852,Nikita Morgunov,2869bc38-d5df-4f56-b271-cf04e444ef0c
853,Michael Doleac,c4f2a6d8-8e31-4b73-aefe-54031cac0dda
854,Matt Harpring,42a8ff40-ccfb-4a5b-a35e-18a813642d51
855,Jonathan Kerner,06b47469-18e2-4960-b386-f2be9a3e2ce8
856,Miles Simon,ce569a76-5cea-40c0-a9a6-49e3759a124e
857,Al Harrington,ddd70de7-d158-43e7-aa49-51a673af197f
858,Mate Skelin,3c58a219-558e-48e1-bd33-4c2afc4541e6
859,Andrew Gaze,9b3a8b83-ba80-46eb-8054-9ac3155b0ca6
860,Brandon Williams,dfa3112c-9f7b-4428-b0c5-74197d56c530
861,Ruben Patterson,81a8cf51-f42b-40b4-9815-863e75a86f32
862,Sam Jacobson,6179d65a-eb2d-4fff-9e5b-cd64e86d1bde
863,Tyronn Lue,341b16d5-f830-4f02-ab9d-8947313bafcc
864,Larry Hughes,cf96c6d7-ffa3-4052-a021-917f06944732
865,Nazr Mohammed,5c191673-db6b-429f-9b10-cb19cd73aee1
866,Casey Shaw,9095a762-286d-41da-8d8d-1f01e0bf2f3c
867,Roshown McLeod,fc33ccf3-5719-46b1-8c70-bd5e23d826c9
868,Jeffrey Sheppard,d9af7ecc-ab8e-45cb-938d-eab1f5c69a30
869,Pat Garrity,e0c84a9e-cac8-4c94-9a44-f77bd3e15c84
870,Gerald Brown,3152f433-38ff-4cc8-b20b-3b22d4a68d2a
871,Toby Bailey,25ae3baf-7c90-45f0-9bd6-3aa04520ec12
872,Dirk Nowitzki,41454901-7576-4ff8-89a6-6763f727d2d8
873,Ansu Sesay,7c81e7f4-c357-4f36-8c92-a0db98abbfce
874,Bruno Sundov,436a0851-619c-40cb-a34c-f9d93ff3acb1
875,Korleone Young,18289c39-c2a6-4f1c-aba8-7ec70d48ed9f
876,Vince Carter,96046c84-d179-44f1-976e-f81afa46108f
877,Sean Marks,680adaa0-cd08-4dc6-91eb-ee867b4b1055
878,Paul Rogers,ec524e55-2393-47b0-bb84-e70d4831e75a
879,Jeff McInnis,20e44c3c-a22f-422b-aa57-de8082473da2
880,Randell Jackson,783b8cb6-783f-4d36-adcd-d8b850fe325d
881,Robert Traylor,ff40cf4e-9c96-40da-8c17-43d5d59ab553
882,Adonis Jordan,b895b7cb-8103-4701-b4c8-f5da7e5de6fb
883,Mike Bibby,ce4021d2-8318-4b80-88c3-70c6b08f30ec
884,Felipe Lopez,5ebd6608-8143-4ffc-a872-98f0efcfb992
885,J.R. Henderson,8f391e19-1cd6-40b5-9941-f242240937f3
886,Makhtar N'Diaye,fa516824-ed1c-41f2-a260-8e48232c0c96
887,Radoslav Nesterovic,cf4cd9f6-ad6b-4b2a-9559-0c40ab1a627f
888,Andrae Patterson,89c7e197-6fab-48f8-bd69-c30bf40ac8a6
889,Trevor Winter,3e91fbf2-d283-47dd-8a83-eee46d39dd2f
890,Jason Williams,07f1b897-9583-4190-8226-15ebce621d1a
891,Michael Hawkins,f5610910-10b1-4acc-83e8-465a0d194aac
892,Jerome James,6e5343ae-75e8-41d2-98fa-51828776808b
893,Paul Pierce,ead63c29-2988-478d-b595-6060f10983e0
894,Damon Jones,4f39fd49-af13-4c1a-b3cb-09a7153f9b38
895,Marlon Garnett,df069568-d190-4e02-a420-7a47c22663d4
896,Antawn Jamison,723063d2-7943-425a-b594-87715e7cb912
897,Ricky Davis,c043c7b9-7877-492a-a6bb-86fcfd6e45a9
898,Brad Miller,b90d3227-f99e-448a-9831-ab5b3c1ec0e5
899,Vladimir Stepania,7fa877e5-34c0-4d53-aa19-1ff9ec9af721
900,Moochie Norris,c9fd992c-7363-41ee-b176-09a456b1b907
901,Drew Barry,88775897-c35a-41ed-b62c-8b2bda033214
902,Jelani McCoy,9b5565ef-c271-45b7-933e-fc4e373129df
903,Rashard Lewis,73d9d740-ca6f-4303-88bd-ec4c0c081054
904,Michael Dickerson,4d132cc0-64fe-4a2e-abd5-63ff3a7572b3
905,Bryce Drew,5313c6d0-69f2-4cdb-915f-d07a5f8bda43
906,Cuttino Mobley,47547bc3-5a8a-44a5-8537-0450b4cba539
907,Raef LaFrentz,4edcf6cd-8e7b-4fa0-9042-85aced40fdab
908,Keon Clark,8aac2871-0482-47fb-baf0-f6b9caf60857
909,Kelly McCarty,8dd11b35-14fc-46a5-97cb-57f475463fc0
910,Earl Boykins,f926e81f-3df9-4cc8-8885-1a5cb77ece58
911,Ryan Stack,67c52591-e0cb-4b8d-a2d1-c0b8ebb95101
912,Corey Benjamin,2b8257c2-5e58-40b0-a7a1-52597f6a1a54
913,Rusty Larue,1d1d776b-9417-4eda-b518-b6eac1c6174c
914,Kornel David,e98d4626-be4b-4768-bd9d-1faf47cd10ae
915,Cory Carr,a311e5b3-b81e-416c-b6fa-e9886ac23922
916,Michael Olowokandi,11aa0a62-3eff-4f2a-9d47-8931516a5eb4
917,Brian Skinner,31f7d8ae-007b-4803-b643-6e1ea337f45f
918,Tyrone Nesby,bd4c4a60-ce48-4222-86fd-03e2947a9d2a
919,Frederic Weis,1ea8a7ec-7217-45ba-a227-dee61ff3f0ec
920,DeMarco Johnson,10ab70cc-040a-4b15-9791-2fa30fd6f940
921,Devean George,ee393253-12db-4147-ad4f-251b80f81a1e
922,John Celestand,fb9c4c63-5ee8-4567-a0a7-75e9c5706ca0
923,Andy Panko,133f12f7-63d6-464d-88aa-202d644d4001
924,Jonathan Bender,fb9e592f-db4e-4c82-b0b8-0a087a94d09b
925,Jeff Foster,bc15d9b1-6e6c-4cae-9d6a-56877871da48
926,Shannon Smith,3559efbd-ac0a-4b36-bb87-4fbd775a59c3
927,Evan Eschmeyer,63d96983-6488-49e2-b0d8-ff76cedb0234
928,Richard Hamilton,972e9473-2c64-43bd-b2a7-94dd8236c4f3
929,Jahidi White,ceaf66bf-ee0c-4db4-94b3-1ea3b1002adb
930,Calvin Booth,67614d9b-25e4-4c04-b9e3-68beeb93d90d
931,Laron Profit,977d1efa-10a2-4ea8-86aa-cee7b5170d89
932,Tim James,60cc0a3d-45ce-49f8-b340-ab23e16d8f3d
933,Anthony Carter,72207067-db52-4aa0-8f3f-4b88d7a7f5f2
934,Harold Jamison,95e77c0b-6565-4c1c-9473-251337be9d77
935,Rodney Buford,6b783176-8ccc-4dcf-a9a9-f5337048a3fb
936,Corey Brewer,100fd516-b358-4452-97ae-b8d77d2194f3
937,Jermaine Walker,2bf8b34c-c360-4854-8c5f-1f1bc50c0a8f
938,Steve Francis,a5845013-8c2b-4fd7-89a8-d903e78c65e9
939,Kenny Thomas,c58728a2-449d-4f7c-9542-5ec4b207103d
940,Thomas Hamilton,986548d2-32cc-4041-9050-4ff818488a41
941,Quincy Lewis,53c79a39-ba44-425a-b6e7-5f204feeaaa6
942,Scott Padgett,f2ec41c2-edb0-46f5-a1d4-49045db66bb0
943,Andrei Kirilenko,a1f17fb0-a5bc-471c-a65a-1e2efae6a8a0
944,Bakari Hendrix,715fecd9-64ea-489b-8241-cf29dc234fd5
945,Andre Miller,8d3f8f93-4d10-4a38-ac11-5f2a1c7b6fdf
946,Trajan Langdon,0a7d0436-ca50-4b67-b762-82bc67029072
947,A.J. Bramlett,f0210289-010f-423c-a718-dfad09f7cffd
948,Shawn Marion,980bde42-31de-40aa-87d9-61cdfe340132
949,LaMarcus Golden,38276f14-8838-400b-a078-76138b52b8b3
950,Adrian Griffin,b89070d5-e250-4dc6-aef3-fd2419a20d03
951,Wayne Turner,b6c5877a-47fc-4fed-961d-c9d8584a00ec
952,Jamel Thomas,aa22f90c-cd84-421e-93a5-486293d71643
953,Rafer Alston,ee905b13-ef4f-4bb4-9dd7-a8bf290c289a
954,Jason Terry,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb
955,Cal Bowdler,b023207a-2fdc-4bc3-b11a-84e2dd17dada
956,Dion Glover,c694e26c-c165-495d-a6c3-7c85846c3b7b
957,Efthimios Rentzias,3a74302e-2888-4a29-ba18-a4e34b2077ab
958,Jumaine Jones,de143344-a5df-4274-8930-3f8ebb84f07e
959,Todd MacCulloch,8247e9e8-b087-4293-94b5-9ef3f359ece8
960,Steve Goodrich,61a03cc1-cdfd-4d23-8389-49d836ea7e25
961,Wally Szczerbiak,baa92d68-b6f6-4351-9d24-ccb6b6cf4d9f
962,William Avery,626235c3-039f-4307-a170-49e65ad462c2
963,Derrick Dial,1823bd43-0615-4792-919a-4a5c96b54a67
964,Mikki Moore,c5b78241-8eb6-461d-97ef-30b860977a69
965,Jermaine Jackson,43753db6-a096-453b-b0e9-abf45d1f775e
966,Corey Maggette,5718e20e-9b08-44aa-a370-f5975c373dc5
967,Chucky Atkins,e3632248-9422-4a14-b67d-925115d53ce4
968,Kiwane Garris,8b72253a-dddd-4219-8e63-c95c1c025e0f
969,Louis Bullock,a1852e84-a35b-4310-bd30-c4d0d693d652
970,James Posey,b973fe43-5197-4d1c-ae9d-8a69d3f0eb11
971,Ryan Bowen,b0c32737-0075-4029-9456-d4709971b8d1
972,Chris Herren,d73645f1-37eb-46d4-87cf-86c64505f208
973,Predrag Stojakovic,c3a084c3-a1fe-422f-94d6-0595b5c389fe
974,Ryan Robertson,83c464d4-6dba-44e4-9e67-cad81f1fe941
975,Art Long,40bdbf8f-2cb8-4a5a-8d85-1b674bcf9d7c
976,Leon Smith,e36e5df2-0e3a-4978-a0d5-d06ba5d21d73
977,Rick Hughes,6c907b21-6fc1-4aea-91dd-8d638bc00e99
978,Greg Buckner,47e6319b-cbda-476c-81ff-3f285baa2ad5
979,Ira Bowman,98442606-0374-4fc2-b26d-74eb7ea5cb65
980,Jason Sasser,4b3ea1c8-13f7-44f2-b4ec-817890718c69
981,Baron Davis,526e351a-8d16-41df-9162-83221df6ec56
982,Eddie Robinson,23fbee74-7755-4c74-a283-5653ac4e08d3
983,Derek Hood,a3c1ad88-2f2b-43e3-9062-808e627a0135
984,Tyrone Grant,2a6c7b67-d3bf-4372-a467-c081d9b483fa
985,Jason Miskiri,f268f289-1a66-4f12-b5c0-89ca5d0eaefd
986,Shammond Williams,adf71c72-f3ff-481a-a2d7-ea8c1fafa2ee
987,Lazaro Borrell,e8efe8f1-79cb-4b3c-82da-63400eb7ee21
988,Milt Palacio,5ce92609-e735-41e1-ad67-f8870cf0442b
989,Obinna Ekezie,6d5ba789-77e6-4e26-8833-4de38bc15ab1
990,Vonteego Cummings,d59e43b7-fd3b-4ea9-abbc-82b866464f48
991,Tim Young,326de8a0-0abd-4f29-afd8-765611469869
992,Aleksandar Radojevic,9b750554-00b8-493b-9a69-371320cc7944
993,Elton Brand,992a6106-25bb-4542-a824-1ab30a90ff3a
994,Metta World Peace,670a19ff-960f-4b66-89c5-c438ef9dcd19
995,Michael Ruffin,c4390fd5-5249-48f7-81d9-ded8a37770ef
996,Dedric Willoughby,71f9e2dd-325c-4381-8915-16d1420aaa75
997,Lari Ketner,3c61db9c-5cdf-40b6-ac3d-c15cf40037ca
998,Maceo Baston,195564b7-b1e9-46b9-9940-b1ea1a1a049f
999,Brett Robisch,90c02ca1-d8c6-4fef-a3a3-cdc8901257f5
1000,Lamar Odom,0bf56478-de26-403e-b839-60c328fa925a
1001,Erick Barkley,c61d0228-e224-4eb5-a19f-b8e9ee67fa42
1002,Lavor Postell,c1bd29e4-b860-49cf-9ea6-3cfd0574ef45
1003,Pete Mickeal,665f5eb8-e620-4244-8b31-c4d36086f609
1004,Eddie House,407617b8-808d-4301-a467-48864820a47e
1005,Jamal Robinson,80a9e505-d3ba-4823-8727-da21c17622b2
1006,Kenyon Martin,ce9c2320-705d-4df5-9f4f-dd335fdd24fa
1007,Soumaila Samake,c0bf5286-83c4-4fd3-9f52-86f95b6b21fe
1008,Stephen Jackson,4d7bdc64-458a-4f2e-8e0c-0c510f10a81e
1009,Mike Smith,7ef1be98-7491-4d5e-a45b-200f7d436bb5
1010,Mark Madsen,3c721f62-928e-4aeb-bdce-83cb7e51d0ae
1011,Stanislav Medvedenko,3bdbe241-0e9d-45de-9dfc-66e91ef2b309
1012,Mike Penberthy,ba27ab9b-6fa9-416f-bf62-a4efb76fbd38
1013,Joel Przybilla,a696a140-692e-4e14-b99c-b403b005bec4
1014,Jason Hart,1e24ce54-9e1e-411a-85cc-6649bfaad181
1015,Michael Redd,944701e5-4c7b-47c5-a3a2-bb640007372c
1016,Ira Newble,50ae2f67-84cc-46ee-9206-82c7e9ea74a9
1017,Chris Carrawell,f2296831-7efb-4f6a-9983-49bc9b48cc24
1018,Iakovos Tsakalidis,3aaf0e54-1e8e-4d0a-8e59-27d2bcb594a6
1019,Daniel Santiago,7e581968-f3b8-4f82-84e1-19e1b0270ff3
1020,Paul McPherson,607e77bc-9bd1-4db5-aaf4-01557bf44871
1021,Ruben Garces,fba46c9f-55aa-4809-813b-330ba82d2c60
1022,DeShawn Stevenson,974162ac-0cdd-42da-afeb-ef74b89095db
1023,Etan Thomas,ab74915b-d2c6-40d9-ad99-61f992b3b706
1024,Courtney Alexander,5f151e02-fba8-407a-9ec8-eea115623c99
1025,Donnell Harvey,e35d7b7d-9cbf-40cd-a655-29242a1b9e7d
1026,Eduardo Najera,6faa55d4-a225-48b3-8af3-85c447fc87ec
1027,Mamadou N'diaye,215a0076-de6a-4152-bf3b-e85d614140ad
1028,Desmond Mason,6b271ea4-e96c-409c-8c05-7566905f1d72
1029,Olumide Oyedeji,b57f236b-3ebd-4663-ba1b-dd31978bb0d3
1030,Ruben Wolkowyski,8538ca7f-77a8-49f0-b1db-801309fd498b
1031,Jerome Moiso,ee02340c-5a0c-448d-af42-27af99ece31b
1032,Mark Blount,11bbc2a9-70f0-4d8e-b64c-91c13bc54d05
1033,Speedy Claxton,69b5b7e2-c9c4-4a56-b3e6-25a48f35503b
1034,Pepe Sanchez,24dc543d-3cf5-4fea-b331-ee526870e8f5
1035,Ademola Okulaja,f4c9499b-82b3-40b8-9158-205e96c49681
1036,Mark Karcher,5e136aaa-02e9-42fa-b773-140edb710e1d
1037,Chris Mihm,3e70578a-d283-47a8-be40-0deb86b22873
1038,Jason Collier,bb7b2adb-a0c4-4b43-b58c-42912412bae5
1039,Dan Langhi,4d3bd375-dea6-4fe5-a524-b26d84af7e59
1040,Stromile Swift,8c405510-14f1-40fa-ad7f-4515664ceb00
1041,Jamaal Magloire,b399d96d-37b3-41e5-a408-326680fb6743
1042,Lee Nailon,989c78b6-74bd-4d7c-8a53-855557442292
1043,Terrance Roberson,e85badad-cb95-4267-958e-914518f3c567
1044,Hidayet Turkoglu,0bdbc9e3-8629-40db-94d6-4ea345409d1e
1045,Jabari Smith Sr,e9859135-3fb6-4db7-aea9-0f2e1f4b1ee4
1046,Marc Jackson,6c255f91-13e4-41f7-87cc-4828116150ee
1047,Chris Porter,252a4262-c521-4fc4-85fe-81bed27366fa
1048,Mateen Cleaves,b0395490-29f9-4d4e-8ccc-41d5f4995c17
1049,Brian Cardinal,08533fc6-e4a2-4e07-8785-e3987f094b8c
1050,Torraye Braggs,18a324b7-208a-421b-9543-90e0f679439a
1051,DerMarr Johnson,ab8a4914-cad6-4296-b37c-0ef0c5058d80
1052,Hanno Mottola,bdb79e36-0e86-48c5-a6bd-2b5a51f87f5f
1053,Morris Peterson,fefb2816-ff8c-41ac-bf5f-e626d7a316dd
1054,Garth Joseph,7061f154-50a4-49ba-a201-ef89bdbf39d8
1055,Mike Miller,f5a9ab80-2b88-4d62-b160-e733c54e3cac
1056,Marcus Fizer,a240e7a6-b99d-4476-8046-297f4a93abdf
1057,Dragan Tarlac,d0602709-f248-4772-a1f7-f834164eca4a
1058,Jamal Crawford,70633ba1-a422-425a-9f14-b65fc0aea757
1059,Dalibor Bagaric,d373c23b-ab27-47eb-b1c5-cf8385f45b4b
1060,AJ Guyton,cd2de278-552e-4b40-96d5-c7138b68dda1
1061,Jake Voskuhl,a2ae76d7-410b-41dc-b4e7-887da9c4d616
1062,Khalid El-Amin,a4d8bb21-b78d-4a33-8a70-3256cb6d1107
1063,Darius Miles,56a9c605-50f9-4ada-ab53-18e2006aeecd
1064,Keyon Dooling,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8
1065,Quentin Richardson,fb70095c-b1f8-411d-bdb6-dd3303d2630d
1066,Zendon Hamilton,3a300b3f-f4a2-418c-ae36-0484c3508175
1067,Zach Randolph,a213f52e-0ad3-4d46-8911-ad35c7438b82
1068,Ruben Boumtje-Boumtje,91a3c84b-3657-40d1-8f02-fa2de4cdb43e
1069,Richard Jefferson,ae0878bd-1bac-4208-9e7f-77d7fd358a1f
1070,Jason Collins,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e
1071,Brandon Armstrong,6b1eecef-1863-4859-b2a7-62eaa04c7aa2
1072,Brian Scalabrine,a7291594-bbd7-4160-a495-00a9079dbc6a
1073,Samuel Dalembert,6712c841-c113-4333-9925-98f952093c43
1074,Raja Bell,cde9e15c-aad3-42e1-9cc2-24d8f8eeb530
1075,Alvin Jones,9913141d-1dff-45b9-979f-d6eaa9ad4ee7
1076,Damone Brown,7cff285e-d83e-4d61-9b3b-2dd861f96222
1077,Wang Zhizhi,2f0a09c5-4a53-48d5-951d-09df02d44838
1078,Omar Cook,17f0c22d-a7a3-48e8-9c9a-48fed289076d
1079,Alton Ford,67052b07-89d9-4ff7-8d9c-2332ca87be91
1080,Charlie Bell,2b18f4bd-d9b6-4597-9ee5-55d17e94ee35
1081,Loren Woods,96852609-83c6-4ddc-b287-f1a042fa6eac
1082,Maurice Evans,8f4d3005-dfdb-4b89-adad-45606cd618dd
1083,Gerald Wallace,32ababf8-aaa7-4c8c-a836-e3bc6c38a6b0
1084,Kwame Brown,ee2a70fa-8405-4932-9ab5-d18c723217bb
1085,Brendan Haywood,f07acb84-9579-4176-ad13-c9e9c8dd8490
1086,Bobby Simmons,e01a89fb-0691-479e-9f60-9a758329596c
1087,Kenny Satterfield,c28c71ea-2fa0-4b46-a3e8-809454beda4d
1088,Chris Andersen,1c7a2c3b-e319-4c55-9294-2550d654cf28
1089,Joe Crispin,70dca1c4-f3c6-4bb4-a6b8-2a785a423f19
1090,Jamaal Tinsley,6e4c78a8-7714-41f3-b79b-a622e5968c80
1091,Primoz Brezec,7c0d01ec-0efd-4cd8-a808-53b1916cd387
1092,Jamison Brewer,21a1ccb9-bbcb-4e51-a63c-56a5f901b713
1093,Norm Richardson,895ad775-69c9-466f-835b-6f31deca12a0
1094,Ernest Brown,89ee3b7c-0034-4e61-a017-691110eec962
1095,Malik Allen,6c881a9f-326a-4c7c-8b77-64040bbf30b8
1096,Tang Hamilton,0f8fa66b-a9ea-46d2-a068-e131d4b256d5
1097,Michael Bradley,7dffc12b-c985-4be2-b4f2-39e577081942
1098,Carlos Arroyo,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7
1099,Jarron Collins,820b17e5-2b73-4b01-992e-2d40d6de3bfc
1100,Pau Gasol,d0e5dfb2-54b8-4447-9abf-8d1e4d777fe1
1101,Shane Battier,83a7cc52-cfa4-47f6-bbe9-a6e89697b779
1102,Antonis Fotsis,7faf0e27-1cde-4418-899c-0649e4a86ee5
1103,Willie Solomon,6c640908-a606-456a-be4c-f8c53b411d7b
1104,Kirk Haston,f0ee5bb3-5366-46f8-8908-cf37f1c4ae03
1105,Eddie Griffin,64c40f3f-1db4-408c-b691-dfd306cdf7f7
1106,Terence Morris,ecfddb56-23f0-497b-9a16-a92aa558fad5
1107,Oscar Torres,de58418e-6f34-4dc5-8cdf-c383e3f714e0
1108,Tierre Brown,f311c1f2-a9bf-47ac-9f84-1eb8110f65fd
1109,Jason Richardson,2ae10e27-713f-4024-85f2-8250bda16e3c
1110,Troy Murphy,3575540b-5937-4610-a0ed-fb7375244706
1111,Dean Oliver,226d760b-c65e-4f6b-8719-4cda8be6d665
1112,Gilbert Arenas,0a21b475-e840-4031-9c72-7b32c63c3721
1113,Joe Johnson,813f81d6-73a3-46c4-8365-6991d1dd5a84
1114,Kedrick Brown,98a15614-ab3e-40f9-8ca3-a1d1783e0684
1115,Joseph Forte,672d4924-e217-43c7-a3c6-5ce3f04ff6ca
1116,Steven Hunter,eab9cc7d-a3e9-43b4-84c3-210a5ac25741
1117,Jeryl Sasser,d9f601f0-a30d-4cab-86c4-e6d5bf8def14
1118,Tony Parker,e7f7d281-52b9-4155-9b66-378c964837f5
1119,DeSagana Diop,036d4cfa-f2bb-4d15-a5d3-9770671c75dd
